"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26"
1454609914.4,159855,1199,13650289,447308412,1297,336172836,133914364,613096531,1886,1668356,3070872,13538,89712,3133797,533705104,305679616,683140,16264745,17492,5153,130729,768138853,69844,87104,36641,250
1443961586.4,195304,907,14670993,483260142,1244,362471187,131970015,607500490,1877,2110456,3942198,13545,89223,4434549,541822811,311631034,692446,15544157,17627,5003,78481,733679431,70167,33576,36652,237
1503632861.2,220663,1047,16076705,544079882,892,408449730,135408004,618318249,1893,1630810,3032469,13533,88901,1292550,533503240,304079416,671705,15421369,18720,5229,142844,712363965,74753,11285,36643,266
1374023581,179900,1239,15949927,541046089,1103,406592022,108006878,497079176,1842,1663766,3065991,13531,89470,4928620,445648346,258036819,566098,14117869,18934,5407,78822,669732989,75661,31868,65624,268
1490225770.6,207682,1122,15688295,533480336,1508,399869817,120451464,551512244,1858,1632566,3034209,13530,88985,3118925,551722270,316143525,707591,16015882,18505,5208,106737,754961170,73875,124953,36694,262
1533725270.6,155973,1035,15874702,539911086,1159,405569809,135251284,619183306,1892,1670320,3072090,13540,88402,3124533,543566287,311442344,679359,16086991,17970,5154,74734,755393530,71753,33810,36713,282
1506394225.4,161953,1019,16079109,548384987,1029,411839365,127951740,590481409,1911,2286332,4296052,13538,89660,4420518,544519079,313144592,704304,15880471,18713,5358,194052,745857824,74632,4692,36720,283
1521009743,229304,1223,14703566,484834902,1391,363488982,137594050,622763589,1964,735066,1238009,13532,88976,3104456,538049477,308650722,689662,16931387,17958,5123,82536,791242794,71640,61106,36704,280
1425170186.8,152464,901,14989844,507577041,1564,381490539,107655665,500904377,1873,2565840,4869527,13534,89591,3136756,549030890,314315852,704828,14181436,18968,5204,106780,673254070,75691,4062,36642,273
1507298284.6,204422,908,15693460,534409001,893,400814737,136703953,625048319,1918,1655626,3057932,13532,89396,4376400,541282414,311256693,689217,16651379,18587,5147,112594,781335779,74035,12820,36655,244
1536729657.2,221824,1196,15638028,529281834,966,397356652,136635560,625023797,1925,1662820,3065137,13532,89803,3094060,542456484,311332586,677882,16865656,18235,5110,174029,797813741,72634,37264,36651,260
1456814306.2,192945,993,16414041,556969837,1016,418494232,137359765,633542397,2007,2416004,4546767,13528,89045,3128210,441583868,253542827,555616,15782908,17849,5117,98078,734715125,71185,32741,36644,250
1538358370.8,224125,908,16063859,543134689,943,407146069,135715800,620258204,1958,1648962,3053080,13532,89295,3121821,549549530,314867578,686454,15986931,18536,4972,76267,756129228,73840,76506,36657,265
1513328561.8,165191,963,15924634,539307170,1495,405081775,137799872,630617864,1960,1674753,3078177,13536,88932,3117399,531086904,304458408,677430,15737140,18211,5224,184524,744094226,72661,2241,36683,267
1509083816.8,167587,1055,16232171,549816333,1135,412951117,134201874,619223780,1992,2449382,4589837,13544,88857,4356405,542043544,311659620,681724,15714371,19246,5270,117063,743482301,76811,32828,36718,268
1530449881,231657,1009,17082086,567162676,1154,425065037,133208080,608486220,1977,1635327,3039499,13542,89394,3104828,537723466,308472312,673116,15961394,19965,5799,191746,757696922,79798,120498,36714,262
1483981792,155061,919,14068340,488126713,998,366997804,133960902,613832610,1927,1684139,3088074,13544,90161,3136868,548699609,314146134,701237,16077550,17769,5119,103142,756677893,70911,34485,36700,258
1523393875.8,240439,1033,16120281,547648052,1394,411029396,138409464,633732122,1897,1680957,3082562,13528,89192,4358979,524005571,301500020,680603,16083053,18618,5197,187641,757176447,74311,4676,36668,269
1564935822,194257,1078,15696206,532873636,943,399759124,141875982,644325614,1899,1094982,1951929,13528,89729,3096597,553840665,317751217,697167,17086311,18702,4832,91873,795331768,74196,111756,36647,264
1378900996.2,186881,1047,15087515,504286328,1056,378986106,120615485,559221332,1867,2572633,4874545,13532,88504,3135937,485033602,278036297,626154,14481992,18293,5345,75901,694884223,72898,37223,36646,236
1467853961.2,221267,1342,15626380,532079471,1233,398950143,120375388,551418884,1869,1639002,3040898,13536,89435,3125079,537989553,308268866,676878,16074110,19060,5334,87972,756634931,76092,57437,36654,247
1502048114.6,190728,989,15636609,531067147,964,398812343,135444759,619804717,1886,1663698,3065170,13522,89714,3113709,535149815,306844401,717656,15409764,18275,5272,85863,726059968,72930,111161,36692,259
1505521472.4,157372,1115,15909757,541650656,1268,406867653,132297617,610027076,1906,2289890,4299171,13541,89529,4352469,534641108,307487817,684793,15824192,18162,5205,105384,743588319,72582,6856,36680,278
1519306564.6,245050,935,17004955,564799980,948,423430031,133281652,608892003,1897,1633356,3035458,13536,89511,3109965,539380245,309324636,672956,15995936,17975,5042,182711,756188134,71475,117551,36664,248
1502026906.2,186998,1112,14482442,500740655,1227,376265128,136266452,624121658,1900,1682077,3085206,13537,89232,3130066,539491499,309020508,686547,16284832,16906,4924,100439,769041858,67410,32361,36641,256
1466316508,187770,953,15367919,521049707,1028,391074073,130117528,596325535,1898,1674577,3077535,13530,89074,4375200,507204964,292046347,647427,15294158,18741,5268,107591,721944781,74914,109130,36643,279
1522476148.6,216471,1162,15747792,532535352,1176,399521451,122415233,560113780,1869,1629004,3031842,13536,89541,3096879,555825117,318862541,700880,17286084,19699,5367,192517,810435556,78688,10875,36651,261
1409257258.6,211863,1241,15980512,541526099,1334,406933572,126045105,581650098,1880,2242199,4209306,13534,89008,3135262,483818509,277351824,621669,14446445,20263,5689,116713,694829830,80950,11950,36643,231
1489066217.4,223710,1216,15309205,517829460,1251,388321156,127297059,582256368,1869,1635744,3037362,13540,88978,3129840,550121752,315062652,690897,16348164,18547,5094,80459,774564758,74104,34696,36653,246
1500906086.2,176690,1241,16090895,545665452,1153,409698622,134037812,613783192,1879,1670575,3072096,13526,89220,3108523,518567301,297534150,673211,15348592,17013,4980,95256,722461112,67649,118856,36641,266
1490714381.4,181795,1104,15354245,524241251,1031,393969854,134560738,620178609,1910,2356865,4394120,13542,89606,4346847,532899510,306496592,680084,15606286,18380,5369,80101,733067756,73321,15611,36640,257
1517063176.8,275328,1014,16482932,557501376,1132,417857525,136734190,624287621,1893,1632054,3033894,13532,89256,3097767,510063459,292901736,638313,15789341,18264,5173,190435,745556411,72846,119305,36685,263
1466201355.8,183855,1000,14470274,496960068,1189,373393719,119151608,547238017,1876,1673105,3076194,13538,89085,3138509,550502750,315116479,701427,16369655,17626,5108,82495,768426112,70211,11535,36657,262
1528790938.6,230218,1127,16120878,548280286,1102,411586705,136307566,623669960,1944,1667434,3070903,13530,89390,4356399,541125479,311140058,682085,16330130,18584,5157,186422,768339326,73985,15152,36668,262
1509576902.8,218918,956,14986138,508083450,1000,381091437,131746869,602632140,1973,1652304,3056360,13533,88390,3095610,547341221,314075212,696094,16008568,18382,5021,80840,757835471,73399,12036,36655,268
1459627211,200649,971,15714592,534394899,1065,401593926,127347705,586551288,1914,2084431,3892320,13541,89282,3127936,441934556,253742442,554913,16337622,17864,5246,182035,768539767,71200,14519,36649,269
1461472425.6,192246,1137,15561828,526841798,1076,395106516,132867711,607296966,1883,1638953,3040487,13541,89426,3121850,550077974,315176054,686817,16291925,18065,5214,75102,769987498,71978,26902,36676,205
1538843076.6,203400,1246,15938399,537947142,1366,403884370,134009374,613684769,1886,1671388,3072877,13530,89117,3119159,534937592,306631300,674697,17231592,17526,5116,102135,807056707,69886,2346,36640,272
1499524874.8,231106,1317,15911157,539514294,1386,405442419,134199261,619004514,1914,2358868,4436158,13538,89299,4354318,557600162,320423656,724967,14411310,18337,5204,114225,694301586,72967,109962,36642,258
1530128088.8,228707,944,16117564,536415877,1162,402050410,136546677,620961762,1938,1219550,2208197,13536,88952,3108399,538736997,308971771,683552,15960426,18650,5228,78315,757134119,74417,3561,36718,270
1444983813.6,165612,1034,14029079,484064596,1008,363726508,119149497,549708701,1867,2085532,3901294,13530,89402,3132848,548281582,313954262,701149,15500360,17910,5080,168191,735583069,71364,63124,36722,268
1511929271.8,220659,1392,16405828,554869150,1376,416484365,129704320,593918712,1893,1728428,3185820,13543,88319,4453157,540150019,310704577,690598,15742391,18176,5227,183613,743552540,72468,6333,36789,299
1496753309.4,219547,1383,15244100,515500631,1417,386676964,132356282,605603160,1870,1653828,3055382,13538,89684,3095179,535339458,307293151,678218,15801736,18324,5284,78958,746296733,73104,111570,36785,285
1525689999.6,168418,1395,16058425,546786840,1237,410879307,127658598,588867069,1891,2236421,4196785,13536,88785,3143894,540205563,309174933,683398,16625723,17676,5148,102855,780265035,70535,32816,36795,293
1520020370,205194,1316,15851237,539363073,1446,404558801,135472267,618887775,1893,1638649,3040738,13528,90053,3140205,542029411,310299415,700973,16078535,17724,5019,72158,755897581,70625,5227,37017,291
1520257222,284565,1292,15771973,536262807,1233,402553531,138098605,632223125,1893,1677779,3079368,13530,89561,3091102,487497145,280229833,622361,16308371,18417,5262,183906,770026101,73453,39372,36880,321
1497427475.8,207330,1196,15591673,531595676,1114,399528242,134440894,619365612,1911,2237750,4194013,13542,89686,4394490,504191381,290376217,625183,16111648,16840,4890,76490,756283354,67101,38786,36698,273
1493054437.8,235285,1605,15851212,539528023,1824,404384294,138978400,634392468,1934,1636357,3040081,13542,89585,3104629,527267725,302538646,668140,16129166,18416,5222,194778,757774090,73583,34922,36669,232
1478380641.4,199319,1142,16665474,564232331,1030,423805154,118571683,544625705,1861,1671602,3073854,13530,89754,3132478,538310159,308311441,682547,15174750,17812,5040,108380,699667437,70816,3937,36663,274
1459093153.2,197600,1351,15717683,531801041,1279,399426942,136027140,622403529,1895,1664060,3065894,13536,89068,3138560,509271495,291739221,652364,14739954,18539,5214,100275,689190599,73963,31917,36644,253
1467526436.2,200253,935,17065921,567297529,925,425227796,130848605,598574102,1876,1646829,3048568,13541,88848,2693523,466658661,268086183,588410,15954002,18312,5166,184664,755919255,73141,65904,36662,245
1458343249.8,167399,1112,14541628,503416474,1327,378459459,127662170,589333482,1875,2311367,4346619,13543,88796,4346026,510801065,294039681,636331,16009344,17746,5217,81456,755829338,70850,66418,36677,261
1516287004.6,243813,1006,16387349,555341561,1022,416854086,133039955,608063783,1890,1638985,3040537,13526,89496,3112840,543657693,311682693,683282,15504934,17766,4855,81387,732736646,70736,9767,36781,290
1529334315.6,227414,995,15281638,515847527,985,386937629,136072206,622977988,1899,1673483,3075102,13532,89604,3129210,549354871,314637095,696226,16658611,17556,5055,190997,781827284,70015,34982,36712,271
1455181515.2,158443,1017,14973741,496958008,1046,373513035,130244635,599596456,1890,2086796,3895751,13538,89397,4374876,540882789,311027431,686735,14119227,17772,5174,73013,674787303,70755,5523,36711,275
1484499666,242438,1015,15901325,540932736,1030,405593079,133318090,605344617,1888,1034108,1840905,13544,89328,3098521,534324794,306650438,670849,16085381,18655,5389,106906,756796293,74470,50587,36705,233
1470745534.2,169894,933,15614691,531006640,982,398760601,112045529,520658645,1853,2567583,4870369,13529,89445,3142336,551596374,315669689,694657,16056736,17295,4935,153666,757044108,68943,13828,36681,266
1494921125.8,196036,1097,16085695,548662691,1491,412269226,138983747,635374670,1897,1658470,3060923,13526,88436,3141062,526401805,301422474,668704,15258184,18394,5271,107337,700234626,73263,88556,36646,255
1495587136.6,243861,1015,16620532,558792815,976,418885413,134446617,615107949,1913,1659997,3062863,13536,89234,2812827,475993666,273459192,623657,15974738,18727,5265,85978,753986483,74735,34227,36707,257
1474139206,169266,906,13952541,482943395,935,362887378,135380130,623244768,1940,2180848,4079061,13528,89134,4386084,512278388,294918248,647769,16364023,17132,5034,102635,769910414,68197,116030,36729,270
1507467687.6,236118,948,16026976,546032770,2398,409834077,127244229,581815569,1933,1632986,3035746,13532,89204,3116617,552228760,316480079,704744,16107366,17974,5018,182065,756477365,71661,11015,36646,257
1510057381.2,178966,973,15236528,514782211,1073,386180666,136160104,623548164,1924,1679472,3081915,13536,89063,3123511,528799961,303064813,663405,16535163,17381,5025,78830,777941700,69274,11119,36658,256
1480432531.8,154482,766,15335727,520635737,914,391271184,134361815,615639497,1889,1682004,3084260,13542,89555,4357295,535268987,307850348,682230,14579634,17494,5116,98562,697540603,69669,121640,36658,265
1545787331.2,245579,1038,16036253,543231172,1189,407356648,140675712,644541812,1895,2047349,3860666,13531,89363,3095061,533510176,306244604,666073,16276434,18798,5205,113079,770325098,74905,38901,36687,269
1446635676.2,215201,1293,15931880,538406910,1044,404268022,108360587,498676079,1838,1665130,3068314,13535,89466,3145585,551815993,315741137,715922,15183994,17595,5001,159436,720461270,70196,111465,36661,262
1516019553.8,162181,1064,15463468,524406211,1041,393954779,136885916,625934635,1899,1656938,3059047,13542,89376,3132698,515037264,295118450,647954,15935512,18007,5031,80004,754437475,71838,32852,36636,281
1455525275.4,232246,959,14154713,462948126,944,346940547,133658074,611556423,1903,1658047,3060237,13541,88443,2247018,543256540,310571424,697893,15990263,18423,5367,140040,759448195,73464,11333,36660,235
1462114057.6,171685,1017,15532527,517996596,900,389336239,134008599,617079628,1883,2179730,4079161,13526,89119,4385685,474407921,273577429,609228,16035116,17029,4965,102458,755570177,67870,33580,36672,258
1490553456.4,219066,1168,15777810,536426157,1559,402385892,129188516,590556562,1896,1632388,3034359,13532,89638,3105265,521089962,299028123,656218,15899937,18562,5302,107814,745972100,74178,87312,36700,269
1510698838,179832,1190,15557984,529243375,1226,397266509,134029751,613962955,1882,1676326,3077946,13537,88699,3130946,540088259,309334501,681914,16322050,17942,4939,104167,769628331,71586,8352,36739,265
1519283902.6,172114,1019,15800614,539738081,1120,405619127,134240450,615023813,1913,1681451,3084497,13535,89110,4358319,543120974,312268350,690583,16657617,17265,5097,104669,781200998,68765,11497,36689,266
1532808251.8,225485,1240,15977629,543153104,1181,407161009,138732135,632323736,1939,1458575,2681776,13526,88372,3093535,534664149,306916072,691624,16389475,18480,5435,91034,769825159,73719,31741,36678,259
1530740661.8,220203,971,16089384,547176944,1322,410978572,127638929,590837518,1959,2580481,4883542,13526,89562,3150533,560181096,320432275,726757,17110088,17561,4928,110035,794856129,69966,38142,36662,258
1449968030.4,209558,1222,15866185,540634337,1181,406065948,118181037,541641800,1886,1641288,3043902,13532,89609,3144976,549425051,314398726,704942,13640697,18154,5217,98320,655700449,72198,115079,36664,260
1401435464.4,267262,956,14629733,480437927,1433,360099150,138033700,631362978,1900,1664405,3066694,13532,88668,2670106,469885857,269854066,592195,15973783,17633,5144,72319,756075459,70195,12662,36684,212
1486027898.2,152647,974,14613280,498684998,1119,374847563,137875415,634676836,1896,2214836,4146538,13528,90402,4390114,511103845,294273158,642994,15928848,16839,4838,122436,756700945,67016,117737,36666,267
1506713526,220340,1106,15770368,535141752,1223,401334043,135894162,621070110,1897,1645578,3047565,13538,88449,3111342,538975655,309059305,673883,15471925,18969,5352,110437,730801911,75834,21028,36673,261
1521998301.4,222862,1072,16196467,546707018,1176,410424350,133671216,612012172,1881,1667387,3068934,13539,89303,3128203,538111091,308264983,685589,16196521,18776,5300,115204,769703248,74950,125736,36661,265
1499685203.6,170120,1015,15669196,531956038,961,399744805,134091529,618096656,1904,2287700,4294395,13528,90020,4349348,543568758,312520376,687235,16005453,18602,5240,82132,755480126,74222,3531,36641,252
1511129732.6,232662,1072,15832378,534772185,1188,400819167,134265283,613173619,1880,1629580,3031211,13532,89151,3096599,533699559,306342331,674334,15773793,19725,5407,190547,744674155,78752,112802,36642,258
1457784102,151457,1075,13534921,442085232,1187,332257850,129320954,592998400,1886,1678659,3080278,13529,89191,3143610,541145906,309731896,686231,16859267,19665,5345,81276,785462592,78462,19228,36674,263
1485064125.4,200382,1099,16311047,554917442,1213,416411251,136393883,624394030,1915,1674698,3077915,13538,89232,3138793,535434960,306573865,681934,13052903,19189,5257,194914,607628445,76538,122228,36662,270
1512800645.2,221463,1087,15395162,522151104,1098,391784866,141432780,645872761,1908,1646399,3048093,13536,88781,2894354,567937738,325321120,724000,16374726,17951,5017,106419,772251834,71568,4120,36727,235
1436241166.4,239755,1016,15553486,530431554,1057,398572185,121602895,560858592,1866,2105317,3939483,13538,89144,4930359,456241937,264003260,569456,16095085,16901,4982,183670,756764386,67357,29924,36676,271
1493500825.2,221793,1143,15239851,518469008,1327,388684677,131940620,603555719,1881,1649543,3051441,13543,88483,3115433,539562324,309315188,688355,16117338,18841,5179,107791,756194092,75267,26760,36699,263
1518359048.4,164082,1068,15869629,539220810,1134,404984305,133522665,611068136,1903,1661571,3063732,13544,89028,3126356,549030576,314496621,694647,16306034,18152,5116,75327,768848983,72364,33806,36784,270
1494299338.8,180871,1085,15597576,531827635,1040,399437787,128082815,590716694,1883,2226673,4177064,13530,88679,4414217,540114677,310637853,694681,16292262,17929,5221,184093,767636419,71477,119634,36794,301
1550232179,248691,1033,17341022,575704085,1070,431433363,135500001,618847310,1886,1633783,3035673,13529,89276,3103021,537818448,308555339,680981,16051379,20263,5830,118128,758731064,81136,37020,36777,279
1503200071.8,158703,1011,14091229,487648924,930,366639815,138263213,633134731,1926,1684863,3088299,13525,89417,3136650,538592323,308395974,685874,16194109,18787,5147,182676,769273956,75048,109614,36836,295
1526980354.4,176621,991,15850806,537444146,1078,403345460,134182097,614775796,1933,1682282,3085586,13531,89444,4357538,541062221,311118854,689301,16566862,18390,5302,78376,780950008,73214,2213,36853,296
1521587614,251199,1064,15219981,514883978,1440,386305593,133194684,607018429,1919,1391993,2552935,13526,88893,3097425,558552450,320397289,725598,16002318,18242,5061,133250,757002459,72761,61212,36658,268
1459821189.4,168994,1230,15851493,537979189,1360,404268802,115266841,535160813,1930,2572253,4876212,13526,89624,3135313,481440649,276016414,623437,17444756,17641,4890,182398,818561156,70284,113459,36650,260
1465469879.2,242316,1113,16064615,544608700,1525,408366835,133022145,608351483,1901,1649342,3051512,13534,90227,3126952,544010375,311653043,700193,14061505,18501,5265,113405,680196986,73729,14247,36642,238
1455546272.8,251389,1153,16106427,546541803,1171,410355670,133785134,612322245,1927,1664365,3066886,13532,88233,3111070,524036007,300586703,674474,14560942,18255,5283,79985,669498617,72817,34682,36709,241
1521626920.2,190259,991,15628908,533093320,1007,400638284,132141757,609637339,1963,2341785,4402111,13533,89710,4401156,542420886,311937294,691516,16351430,17758,5072,179304,767060823,70788,126120,36716,282
1522675500,220150,1076,16187579,545542689,1131,408892797,133494498,609830780,2011,1637314,3041518,13536,89457,3110468,538750306,308963384,682340,16171288,18523,5260,74991,757055799,73804,12347,36697,267
1476600075.4,150240,1142,13705315,473243146,1080,355614661,138349781,633520336,1902,1682632,3084576,13543,88679,3130317,539499274,309019080,683317,16029574,18769,5204,186601,757052189,74904,35272,36741,260
1518314687.4,205972,1020,16043457,546319863,982,410024535,129946849,595586127,1905,1675479,3078822,13529,89680,4373134,540298710,310706182,682839,16391293,17479,5067,108011,769694213,69721,123901,36742,270
1495722540.8,205043,1075,15704369,533988699,1055,400603626,120843779,553011838,1875,1626734,3028845,13532,89287,3098499,545599546,313047031,673680,16128294,18179,5191,105551,756665547,72518,8977,36768,274
1510419020,198934,995,15598831,531556278,975,399486647,126022712,580600994,1870,2083841,3893261,13538,89283,3144370,550127856,314792599,698646,16961434,17604,5122,136556,794610607,70093,33070,36815,287
1490805799.6,261585,889,15819807,535850359,953,401873807,131512727,601334828,1881,1641693,3043577,13545,90169,3140725,535029728,306319832,684356,13870995,18440,5315,77335,669365668,73448,42223,36820,300
1450101620.4,198748,1046,15972702,538836088,1204,404539160,131801608,603614811,1882,1666374,3067982,13529,173582,4266993,480774239,279887863,680119,16265323,18756,5386,110446,769249237,74897,44356,36773,247
1444991193.4,168668,1226,16156052,548546900,1293,412239754,133961066,617012337,1902,2207366,4133167,13541,88934,4359653,498754560,287263885,620905,15428032,17270,5031,75278,734172106,68751,114694,36643,225
1529449381.8,214645,1040,16058604,543215584,1136,407167512,136200078,621881038,1883,1630925,3032526,13537,88134,3108136,538213435,308674885,679526,16025182,21775,6004,120460,755476571,86997,37772,36645,265
1469493368.2,179403,857,15955977,539831298,1124,405493554,118807603,545734729,1932,1690934,3108364,13908,89058,3132543,538324471,308339758,684826,15698570,18776,5058,78167,745575841,74839,35133,36671,257
1520813110,170321,1368,15913523,539384978,1165,405078313,136178687,623083606,1922,1665725,3068803,13533,89208,4362382,543310323,312387484,687782,16327518,17596,5227,105750,769113572,70200,19470,36661,257
1477730369.8,255360,1037,14892177,490765178,976,367898565,130809457,598410107,1887,1648109,3050605,13528,89003,3092157,531970175,305405763,688544,16114302,17770,5120,73895,757994357,70850,118238,36751,270
1494957421,173572,967,15562135,519199580,1113,390165669,134283591,618194777,1884,2159249,4038179,13537,89483,3139924,507095653,290485394,658254,16188712,17493,4781,180448,762418919,69651,11364,36720,283
1464514942,201109,1000,15470976,526129413,1049,394625595,131802242,602652374,1892,1643206,3045659,13544,88718,3133630,547873166,313717072,695235,14923990,17424,5233,102285,704625414,69433,115666,36690,243
1489177631,230022,933,15785423,536894942,1003,403044830,133372929,610683051,1937,1670728,3074295,13526,89381,3103163,512303754,294089206,662225,16352164,18645,5308,190927,768686262,74515,121846,36741,272
1460490236.2,167968,1037,15092994,515183025,1083,387153069,134170716,617980671,1977,2211213,4139517,13536,89065,4412802,508458605,292804539,635786,15049354,17844,5128,86084,708161890,71246,38159,36716,270
1516064847.2,230930,1459,16304053,550735873,1114,412785238,134611442,614736726,1927,1631811,3034295,13542,89252,3102444,526502428,302137119,679682,16102496,18590,5328,147751,755268776,74104,33075,36709,268
1451397484.4,191643,1022,14683467,504070075,1019,378724478,118686807,545144482,1896,1672726,3075152,13546,89250,3133789,532819197,305172048,688192,15802712,19365,5508,79202,748875541,77358,41368,36761,276
1524689860.4,196908,1135,15925435,539135087,1142,404723162,136341728,623838226,1942,1667746,3071468,13530,88884,3141781,526254185,301310739,675315,16259306,19441,5478,112249,767289013,77510,39920,36729,273
1509071571.6,181722,963,15115370,509904929,998,382464442,130779931,598256374,1891,1647256,3049397,13530,89678,2828818,550253092,315370257,699210,15990554,20845,6182,127328,756057704,83637,111743,36722,273
1435308094.2,178240,1020,15021196,499863608,1109,375683050,124130604,572757513,1871,2194557,4115902,13534,89005,4935787,487356270,281546114,625155,16008847,19210,5485,113920,757553183,76548,1281,36707,272
1503963980.2,194858,1025,15723080,532308262,1082,399108231,135150922,617536843,1901,1641433,3044232,13530,89185,3102320,478646727,275049681,586540,16026569,17858,5065,183487,755392478,71229,112160,36702,275
1504506111.2,185992,1188,16427096,555563149,1037,417188641,135883954,622170996,1947,1677241,3080389,13526,89147,3129102,545492371,312434442,701307,16255244,19656,5359,115301,769341352,78551,4051,36710,241
1519939853.2,166707,892,15201099,515644049,907,387354226,130401162,597826056,1915,1680152,3082669,13530,89568,4367434,540846051,310999230,682022,17607880,17581,4938,103939,819251708,70044,14951,36710,263
1518916333,224255,1021,16988896,567153231,1206,425088004,141690448,650047301,1933,2207118,4178883,13534,88667,3097546,535979995,307594959,670731,14207073,18243,5129,107737,681395854,72572,56951,36655,257
1460514485,156285,1148,13945671,486431123,1231,365647291,123412015,566413834,1904,1677464,3081178,13518,89233,3142004,542660993,310615124,690799,16291120,18478,5324,78686,768739619,73789,37555,36659,257
1489004166.2,182192,1349,15541103,529790553,1088,397596511,131910135,603883378,1962,1663926,3067189,13483,88863,3142719,541843400,310132200,690868,15451727,17204,5056,98562,727862694,68589,34504,36656,257
1520062304.4,241024,1125,15181675,516005544,1028,387158214,130625213,597553834,1953,1647318,3048713,13487,88313,2493319,567952956,324888339,726749,16318396,19941,5678,87557,766720944,79740,115404,36694,270
1480392645.8,188982,995,16256026,553979730,1129,416237893,126859978,585396835,1917,2257272,4239035,13493,89689,4767707,506913617,292366508,658820,16002682,17638,4956,194507,756380168,70289,37169,36731,280
1526132413,268411,1041,15447941,525369799,1151,393960386,133341747,609678592,1929,1736649,3210693,13491,89388,3133599,556038339,318341836,698362,16049875,17434,5180,73952,755991898,69591,4831,36696,270
1514948133.8,190483,1052,16405666,555614914,1183,417171810,133965954,613725929,1932,1748135,3205683,13490,90085,3102590,502938136,288789181,662149,15756975,18608,5192,186407,745327703,74176,111064,36728,280
1494970124.4,191233,957,15183022,515051637,943,387133712,134353360,618282905,1899,2122707,3965231,13485,89588,4362822,513751514,295732588,633953,16116832,20037,5546,115600,763301529,80127,3095,36717,277
5770959.4,76102,3989,34536,2256695,5109,1564744,651299,4088586,736,399021,691725,47,48477,878902,2266711,3085820,37429,129464,5857,1785,28152,2769060,24403,2236,64487,5
605194386.8,3098312,1701,5580483,189282100,2823,140782345,56037679,264372972,3093,2585261,3962218,14353,104889,3949702,172023506,106606039,1019168,9763762,93118,40370,405932,311287567,371938,30515,36076,238
1576902897,8671403,969,16520866,533908870,982,399027684,133876589,604053853,1889,697304,1198519,13514,94752,1304562,529932647,303072741,2895239,25623074,17508,5201,71122,798775042,69862,33655,36416,273
1589411583.8,8778950,1011,16678319,538990622,1164,402828245,135848853,612899831,1892,698309,1199523,13520,98329,1466452,539009654,308481170,2924352,25468790,17362,5161,69829,794815603,69127,113570,36413,273
1594100540.4,8710588,1012,16674104,539006423,958,402840266,135893364,613098288,1889,697940,1199127,13512,95255,1307351,538611542,307990449,2921656,25452741,17406,5120,79525,794892518,69356,112213,36417,280
1565279089.4,8596168,974,16418970,530724723,931,396646001,133859931,603979633,1886,697428,1198647,13511,95706,1304592,524068748,299767697,2846175,25479724,17428,5185,104407,795084224,69540,5960,36402,267
1565494421.4,8638222,912,16434001,531044141,938,396885322,133830566,603847513,1893,697469,1198704,13514,94292,1305030,530468275,303375965,2876828,25118020,17444,5152,75368,782621054,69554,120905,36440,274
1516487978.2,8616156,922,16415948,530493213,926,396473256,133812340,603766260,1890,697392,1198663,13516,99938,1457569,458024437,262704545,2501964,25067328,17255,5017,188148,782526654,68789,33188,36413,265
1571731297.6,8607261,1075,16424715,530981125,1014,396838171,135858413,612942187,1884,697943,1199106,13510,95541,1305885,532926573,304784366,2896563,25099814,17942,5161,102945,782936989,71510,5571,36413,269
1416399223.6,7520489,1213,13864759,465193059,1184,347860272,126417831,576002842,1894,1595462,2997748,13511,93615,3098574,475534364,274514166,2513256,23537595,18008,5248,106892,720945557,71846,31920,36461,250
1569842703.8,8652280,973,16427472,530777327,937,396685314,133812382,603765364,1893,697216,1198452,13517,93451,1298045,530492520,303371354,2897562,25075819,17270,4901,189566,782348000,68679,9414,36431,277
1584784773.6,8762673,1077,16668323,538862732,966,402732255,135920892,613225197,1893,698573,1199897,13516,93346,1298323,531048533,303688047,2872932,25519073,17395,5109,194866,794970101,69307,33309,36414,271
1584553255.4,8778024,1427,16668114,538663314,1767,402583445,135905674,613154988,1899,698263,1199566,13505,92392,1299099,538823278,308075238,2937079,25829002,17244,5029,133462,806765922,68721,9596,36410,267
1570117747,8627598,964,16430438,530923526,1077,396794983,133814311,603774172,1890,697387,1198601,13507,92615,1298681,538720989,308014202,2921884,25162097,17757,5145,76714,782730838,70659,31454,36402,269
1574729442.4,8589540,1171,16418332,530652040,1083,396591280,133801057,603715399,1891,697484,1198809,13513,92727,1297906,530697601,303479864,2876083,25159363,17052,5130,186966,782733791,67971,31541,36413,276
1565308094,8617037,921,16422011,530615600,1520,396564396,133813871,603771278,1891,696977,1198138,13507,92550,1298397,531091882,303699487,2849610,25089673,17296,5124,103284,782635959,68980,118848,36409,269
1584564732.6,8797359,931,16673120,538952017,938,402799258,137904818,622124912,1904,700032,1201597,13503,92494,1298370,530694401,303481575,2891636,25171604,17325,5143,74928,782655878,69083,34239,36413,274
1390102551.2,7670630,1240,14446216,472280458,1291,353160614,118677355,541279472,1870,1590748,2992566,13519,93056,3096265,510973167,294524223,2747265,23233587,18185,5263,104632,721249707,72513,7576,36433,218
1593636572.6,8600467,1144,16519034,530631648,1361,396576113,139146934,627694591,1907,700006,1201322,13522,93581,1299489,538699490,308016707,2916548,25638887,17477,5006,78739,794769824,69658,33497,36412,278
