"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26"
1543187693.4,18637269,985,16076579,188882495,900,135300397,53320924,344001126,1831,667064,1174569,12961,87464,1339358,264988857,242436772,8985713,41083311,18091,5278,78273,772242208,72032,36713,45324,266
1547811343.4,18655841,1132,16077452,188934609,1087,135338236,53326578,344036867,1829,667069,1174571,12960,87573,1339433,265051734,242507332,8934412,41050271,18559,5351,108544,771368079,73836,6064,45483,268
1557710303.6,19226721,969,16581069,194726056,860,139493313,54143834,349271418,1842,668051,1176084,12965,87707,1340099,265064912,242521491,8958943,41073071,18054,5347,196820,771892382,71748,34054,45326,263
1543219232,18639616,1067,16083817,188978854,1023,135369956,53333991,344083649,1824,666737,1174161,12964,86807,1339988,265034790,242481950,8938004,41053549,18277,5372,110107,771737392,72735,123814,45322,265
1543154767.8,18640399,929,16080188,188899739,928,135313028,53320409,343997855,1831,667085,1174628,12958,87473,1339529,265120425,242569683,8982040,41075349,18098,5198,78126,771841205,72047,35947,45325,265
1547926256.8,18936379,1227,16328241,191802439,986,137395462,53328881,344050588,1837,667095,1174620,12958,87730,1339459,265048463,242497785,8929984,41060353,18113,5238,106283,771717027,72002,6602,45314,267
1543442299.6,18656487,1012,16090705,189074065,901,135438117,53337858,344109067,1832,667121,1174705,12964,87568,1339467,265065513,242516846,8961443,41055788,18636,5345,198656,771842607,74199,33802,45324,263
1543087235.8,18639539,1167,16074370,188857448,960,135282594,53337269,344104813,1825,666649,1174175,12964,87509,1340107,265082805,242538229,9032055,41049100,18392,5407,109614,771737870,73187,123564,45322,264
1543119611.8,18648543,1028,16078071,188900331,874,135313464,53308733,343923408,1833,667061,1174582,12959,87602,1339488,265142779,242587363,8980612,41068024,18351,5254,79041,771909331,73110,37491,45325,265
1547879920,18933868,967,16333285,191843834,1403,137425468,53319275,343989973,1833,667096,1174606,12958,88245,1339506,265105017,242561224,8978335,41055487,18195,5351,107584,771571103,72477,5978,45335,263
5768842.6,66655,3464,31063,2186450,4263,1523851,651973,4097322,585,395140,688605,55,40504,830644,2148979,2863647,28351,127280,5660,1665,25643,2967244,23321,2946,64460,1
1057794604.8,34242785,1652,606353,375949985,2222,291071556,52592971,459336951,2565,2195970,3671656,14022,99554,3940612,354867607,348471827,88594,20757495,56906,23086,276049,394662059,226767,41028,69892,263
1560025993.2,41266598,1219,704520,447410125,1139,346504099,98769794,846522627,1859,905178,1537865,13222,97904,1806989,445415396,431174826,56594,41249245,19631,5825,86282,770034544,78084,8366,84915,270
1562254191,41233345,1044,702549,447416340,1023,346509113,100467982,861052178,1866,910307,1545488,13223,92992,1746837,446338855,431953748,49169,41282294,19624,5662,81204,771469922,78106,2522,84273,266
1572632012.4,41224709,1157,702801,447342711,1041,346451881,100517612,861475776,1867,910692,1546040,13208,90437,1745777,446978013,432546454,47272,42008976,19711,5934,92959,784095556,78399,12995,85012,277
1547752110.4,40642685,1113,693707,440454709,1063,341112249,98917676,847788472,1861,905857,1538806,13217,91055,1737825,439985487,425823440,49995,41283052,19638,6037,119827,770773337,78112,73863,84266,266
1543412059.8,40587416,1227,691943,440458502,1049,341115059,98943909,848012005,1863,905598,1538496,13222,90911,1737680,440089711,425927024,48539,41311852,19399,5837,85948,771576153,77256,9174,83511,266
1553028235.6,40621337,1176,696626,440452542,1079,341110472,102019976,874327626,1879,915444,1553168,13219,91598,1738116,440043927,425885050,47811,41344574,19428,5792,113331,771765785,77417,37668,83534,263
1541787627.6,40654871,982,692407,440544299,974,341181806,98843092,847150423,1872,906161,1539308,13205,91161,1735264,438085870,424000356,51591,41339830,19537,5827,203202,771759563,77782,126183,83508,267
1542195804,40586828,1228,692958,440414624,1034,341081033,98919203,847801792,1862,905896,1538843,13213,100478,1819744,438681001,424771741,55711,41287151,19827,6026,119655,771230471,78993,38490,83500,267
1548247481.8,40579525,1042,692214,440488497,961,341138205,98950746,848071439,1858,905674,1538634,13217,92154,1746155,446963950,432544660,47997,41308917,20096,6032,89471,771562818,80038,8563,83510,262
5516357,67489,3476,30767,2173149,4234,1514869,427005,2679129,727,260238,452055,38,43968,852797,2206896,2969843,32338,129016,5674,1547,25993,2841876,23426,2799,64539,0
1104929873.8,19931570,1598,1016316,208811893,2050,160491239,72738893,613824642,2588,2233382,3722915,14067,101927,3915028,316563466,309440265,228131,30216323,57218,22373,244615,556294086,228416,73621,68031,260
1554224959.4,42284427,1047,2105945,434860789,996,334598132,88411156,735935627,1882,872663,1490557,13341,93418,1664595,378628649,364184949,215072,42377498,19158,5646,201615,769809828,76175,39605,82459,268
1557747431,42270308,968,2112539,435772209,980,335300165,87249052,726285007,1883,869864,1486255,13344,91873,1672745,385461311,370701833,218892,43213564,19602,5877,149896,783599858,77991,36504,81851,266
1552455923.2,41647136,1103,2074737,428854230,1020,329972082,88554377,737125313,1878,872986,1491023,13341,92223,1671406,385301896,370548601,216323,42569172,19076,5789,83850,771503963,75981,125998,81852,265
1548108461.2,41556088,1239,2066890,429128490,1102,330183613,87236280,726179595,1881,869370,1485456,13341,92540,1664783,379545551,365057033,212293,43273648,19265,5590,113324,783657584,76694,39682,81837,263
1543013003,41618934,1153,2083719,428984137,1047,330072251,87234158,726161699,1881,869434,1485505,13343,91508,1665308,379550463,365055942,216246,42645961,19602,5877,87222,771124914,78090,8594,81837,268
1543244613.6,41590454,962,2079332,429071883,1099,330139561,87218479,726031185,1873,869180,1485169,13323,91545,1665210,379510859,365016899,215760,42634597,19133,5605,201018,771658774,76165,38025,81851,263
1548043466.6,41649916,968,2078980,428972235,969,330062881,88607061,737562075,1884,874437,1493104,13315,91341,1664719,379522265,365026288,214498,42530967,19011,5653,111087,771470766,75751,123853,81843,266
1548454523,42057936,1004,2104723,435853440,1096,335362954,87233239,726153796,1877,869075,1485113,13337,99475,1726791,379967038,365587482,220870,42546987,19151,5663,111690,771667862,76182,38122,81866,263
1546976190.4,41484091,1049,2077022,429113542,1109,330171814,87204728,725918194,1876,869313,1485403,13345,92931,1670981,384267350,369571438,219127,42523623,19136,5825,202034,771521488,76190,8688,81837,265
1548018816.8,41572488,998,2073118,429054629,952,330126260,87236360,726177143,1880,870388,1487009,13335,91980,1672088,385472181,370710771,219857,42484649,20937,6531,126979,771523250,83614,36200,81828,264
795048.6,15666,278,4749,262964,388,177837,87669,546219,164,51864,91331,22,4946,36911,93018,163597,3040,23876,1827,275,7777,431319,7429,367,5826,0
908452122,13750610,1334,6739368,144365876,2039,107385389,44451274,343784506,2494,2105155,3528951,13696,98793,3593307,72459136,76345436,938656,28482460,54417,22602,264102,649532740,217536,36599,44024,273
1555011249.4,28266055,906,13871613,287505531,1002,213911886,73275782,550632603,1832,747880,1295889,12962,87176,1348023,190921523,184892717,2441480,34535702,17585,5192,106492,771563711,70032,5906,50166,264
1557523441,28330743,1075,13902730,288059772,924,214324922,73439204,551856129,1834,748369,1296590,12965,87856,1345509,188443281,182532380,2416598,35055370,17617,5195,187434,783732922,70109,716,50213,266
1558061943.2,27887950,1133,13682744,283628771,1052,211023744,73433943,551815314,1827,747955,1296072,12965,87315,1345812,188488385,182568652,2420045,35076880,17667,5295,71091,783773208,70278,10173,50433,267
1548319944.4,27890170,1201,13683026,283576865,1095,210985314,72303329,543350980,1831,745914,1292909,12969,87063,1345597,188489540,182568614,2413427,34516246,17802,5195,192950,771604514,70825,69374,50423,268
1548304645.2,27887578,1091,13684209,283599473,1048,211001679,73415731,551679995,1838,748459,1296716,12964,86980,1345481,188495767,182575041,2416033,34523324,17792,5383,106826,771575676,70885,6195,50175,270
1548490203.6,27898098,1200,13686579,283649899,1045,211039756,73404521,551596808,1835,748326,1296601,12964,88030,1346010,188504293,182592671,2415508,34542331,17614,5347,75818,771821101,70120,33618,50182,267
1548207662.6,28322290,956,13889684,287889594,1002,214197534,72286083,543220417,1831,746159,1293314,12964,87782,1345938,188496893,182579898,2431611,34528542,17509,5012,101916,771566231,69644,36587,50191,264
1543348354,27893017,1078,13687149,283636912,961,211029962,72275612,543143624,1832,746248,1293350,12960,86687,1346211,188478299,182555250,2426830,34515459,17704,5164,192673,771550162,70435,6009,50176,266
1543832165.2,27884425,1655,13691709,283602412,1183,211004368,72304466,543360660,1831,746111,1293319,12971,86928,1345627,188596945,182670761,2416840,34525458,17780,5339,107432,771757207,70807,122166,50174,264
1543359310.2,27880858,1009,13685949,283586645,1019,210992408,72306923,543376427,1825,745890,1292998,12970,87630,1345975,188389135,182475643,2409496,34527272,17625,5160,76154,771610768,70174,36110,50187,265
1553064165,27899447,915,13682878,283636480,921,211029659,72309933,543400705,1834,746169,1293316,12961,87054,1351752,194235445,188057105,2498292,34523769,17788,5181,103868,771717222,70763,6032,50189,273
1543567857.8,27888453,989,13687271,283648661,911,211038650,72286523,543225666,1830,746150,1293263,12962,87517,1346140,188542002,182622809,2418464,34531138,18035,5386,194166,771562150,71696,33021,50174,267
1543580597.2,27898107,971,13686553,283649854,995,211039493,72300629,543329750,1829,745796,1292865,12965,87175,1348555,188531758,182614574,2428953,34509222,17666,5257,105525,771539992,70375,121020,50182,265
1543658305.4,27913959,1124,13682949,283679781,979,211061618,72295950,543296304,1829,746185,1293363,12964,86904,1346196,188497060,182572360,2415631,34526376,17694,5252,76261,771693069,70358,35847,50186,266
1543699868,27878015,1054,13684195,283558359,967,210971480,72252275,542953444,1840,750997,1301419,13062,87769,1346214,188660717,182738514,2424957,34521478,17703,5339,104075,771546967,70367,5871,50187,263
1543428492.8,27884273,1375,13685327,283565616,866,210976672,72290578,543255752,1840,746119,1293219,12958,87674,1345545,188448026,182534086,2425628,34522853,17743,5284,193965,771465626,70581,33847,50175,265
1543846636.8,27890219,1337,13685159,283685572,965,211066345,72311818,543412458,1826,745781,1292856,12961,86565,1346091,188553151,182624096,2413963,34522457,17813,5226,106627,771763250,71020,121625,50195,266
1543790662.8,27894778,1068,13684959,283714776,998,211087886,72295950,543296370,1831,746231,1293344,12962,87202,1346153,188556732,182634427,2422329,34529023,17661,5219,76269,771774465,70306,35727,50188,266
1553195004,27862748,967,13679222,283477876,1027,210911356,72298385,543314019,1829,746113,1293204,12958,88044,1348875,191414831,185374377,2451875,35049335,17714,5237,103873,783593584,70536,5957,50189,265
1543724488.6,27874166,1066,13689142,283522884,2572,210944945,72303206,543350967,1832,746196,1293332,12959,87866,1345580,188527657,182612483,2426994,34534176,17665,5278,106573,771781193,70244,33748,50176,264
5488183.4,76141,4365,35306,1714765,5267,1181229,650000,4084374,686,399476,692682,55,41140,849252,2198882,2935703,31117,123134,6752,1707,31462,2854205,28220,4959,64451,1
931285757.4,19189828,1483,5221338,207913129,2099,159699998,66566370,565834872,2561,2223059,3709956,14075,108790,3963308,171857032,172838671,287665,29169513,58707,22631,275770,552590659,234488,58494,48415,248
1561067741,33381314,1234,8974268,353835217,1020,272017702,80374081,673158340,1878,842545,1444395,13289,92849,1616573,344758556,334442881,453617,41221088,19240,5612,84190,769862015,76623,1910,72272,268
1565903757.4,32925615,1067,8842256,348987992,1087,268287467,80398950,673364580,1875,842179,1444100,13292,92574,1619541,349167048,338687167,463707,41835616,19036,5604,77554,780989088,75705,1714,72376,268
1576569584,32910510,1238,8845986,349074958,1090,268354140,80394218,673325673,1876,842589,1444494,13292,104957,1776531,359612716,349031119,488463,41980280,19186,5506,112757,783729010,76302,12662,72347,266
1542697100.8,32440622,1005,8719057,343783909,989,264282617,79139627,662845771,1868,839298,1439469,13276,92457,1610835,343774577,333490821,450902,41326047,19993,5689,88382,771611205,79752,36321,71759,270
1542790033.4,32384166,1002,8697016,343569336,1016,264117377,79168164,663082193,1875,838810,1439036,13286,92509,1609270,343765217,333483173,458639,41343400,19076,5605,190349,771959696,76056,35675,71768,268
1543122503.6,32416499,979,8722120,343838238,967,264324404,79172192,663117714,1871,839228,1439560,13290,92051,1608865,343968137,333669358,455788,41300346,19076,5788,200008,771355205,75980,125715,71778,268
1542862612.8,32402410,1051,8719922,343737470,1138,264246815,79150120,662932228,1868,839469,1439821,13286,93215,1609737,343778020,333499314,451654,41313654,18816,5741,112023,771570461,75021,38067,71793,264
1552795980.2,33417995,897,8990050,354626834,921,272628791,79162760,663038091,1869,839270,1439537,13280,91612,1609228,343868103,333573131,462650,41313306,19376,5675,85045,771590280,77165,7882,71775,262
1542900703.2,32426027,971,8719511,343741264,981,264249772,79147659,662910134,1879,839054,1439412,13287,90933,1608827,343895628,333595477,456162,41326752,19149,5614,111334,771600614,76267,35133,71770,266
1543130958.6,32415518,1265,8710467,343843026,1379,264328236,79162280,663034685,1872,839387,1439741,13287,92050,1609195,343822287,333531791,457189,41331219,18936,5609,200263,771689755,75379,124826,71774,263
1552591338,32398305,1122,8715640,343800315,1180,264295412,81593460,683345314,1892,846594,1450530,13275,92047,1609201,343849114,333559058,452820,41321219,18902,5716,112999,771689442,75335,38101,71782,268
1543165832,32402885,935,8713662,343804265,985,264298451,79160137,663015227,1875,839501,1439904,13275,91239,1609805,343918915,333622737,457423,41330887,19155,5625,84168,771684026,76252,7655,71778,262
1542846369,32412028,1115,8725132,343874986,1092,264353012,79153218,662956539,1875,838886,1439103,13285,92089,1608776,343727442,333440399,452549,41317358,18966,5470,110318,771518360,75708,35524,71772,265
3832432.8,68509,3866,33143,2209730,4660,1538739,651798,4096943,694,400802,694580,55,40309,828120,2135828,2848122,26411,24622,4010,783,16915,504645,16373,2219,1824,1
804638524.6,14319556,1568,169391,158799750,2030,122802978,69059625,603098009,2610,2241999,3738958,14021,101676,3796034,215599171,215114879,90499,16809708,60514,21898,253272,401017486,241785,21343,46108,267
1563478123,41513914,1185,398239,448013999,1150,347180594,97198836,837270509,1893,901696,1532644,13219,92722,1735490,440156427,427228499,57498,34251939,17868,5143,108723,793155897,71138,893,55461,271
1562250432.4,41614008,1077,405086,448865435,983,347841084,98962560,852438739,1890,906904,1540441,13210,92122,1736475,441098535,428133712,54556,33814699,17690,5331,104247,783197232,70510,126260,55165,266
1557549504.8,41586093,1083,396592,448919070,957,347882830,97425140,839219253,1886,902330,1533563,13212,91866,1728617,434501783,421767431,52968,34353858,17714,5294,189965,795377382,70661,36276,55166,265
1557135013.4,41841380,1260,397661,448858461,1293,347835777,97488621,839772301,1863,900980,1531347,13222,92775,1728948,434110688,421399763,59537,33810973,17713,5530,104902,782623024,70482,131331,55475,273
1551572381.6,40981369,933,390729,442063099,1034,342564494,97421236,839191213,1864,900333,1530575,13208,99624,1790057,433962680,421378602,60134,34346914,17636,5238,193987,795189333,70352,33523,55128,455
1556249586.2,40980545,1225,391134,442035920,1334,342543335,97468132,839595480,1872,901223,1531813,13200,92983,1738100,440181475,427251907,55808,33818831,17674,5385,107620,783098019,70343,34333,55440,388
1552442601.6,41019813,985,390564,442089190,1038,342584857,97445191,839399361,1871,900955,1531454,13198,92563,1728183,434387164,421656273,53590,34320028,17606,5356,75749,795166089,70087,125016,55160,288
1547809038.2,40964147,1295,400538,441975189,1274,342496195,97463401,839555197,1861,900806,1531186,13220,90642,1728115,434282346,421544995,59491,33831850,18230,5476,106669,783190057,72720,35862,55156,262
1547973590.2,40982602,1157,394723,442046374,1132,342551371,97471246,839619391,1863,900698,1531172,13198,91209,1729429,434385373,421648262,56211,33839950,17599,5288,195637,783245294,70058,6231,55171,264
1557226770.4,41582627,1057,401780,448854327,952,347832139,97438463,839338782,1874,901574,1532319,13194,91225,1728868,434275400,421543969,53917,34330092,17680,5245,106599,794808560,70455,34703,55170,265
880862,11783,191,3321,82171,223,51997,96046,605108,153,59597,103532,28,5268,35524,84206,159235,2946,34186,3929,783,18815,616022,16163,823,7975,4
1005795983.4,15289687,1607,12176513,155997825,2339,111745436,29186089,197853636,2521,2119756,3570764,13893,96042,3583431,135780371,129744717,2346556,18427243,55774,22453,274096,400838297,222708,15196,43169,264
1582545916.8,20836524,1526,16537578,206048603,1137,147358698,57369189,366271688,1851,669512,1179561,13078,88795,1306998,211597193,193078357,3711895,36212560,18328,5196,74864,769568110,72977,35686,45509,274
1571540140.2,20549556,1094,16304239,203205955,1496,145322697,56641050,361655965,1848,668796,1178455,13083,89264,1302304,202803271,185168919,3547197,37429553,18331,5362,73633,795662311,72936,120312,45555,270
1571399097.8,20861616,1101,16558216,206335824,1045,147564610,56632618,361601932,1847,668721,1178381,13072,89123,1302352,202823158,185177066,3555825,36843802,18111,5161,82968,783033882,72107,34306,45533,273
1562002842.6,20234599,1038,16054461,200176883,1017,143153248,57518532,367217040,1843,669478,1179625,13077,88223,1301616,202827089,185174189,3557792,36871584,18768,5365,112943,783563098,74738,33169,45363,266
1561635180.4,20556026,949,16311905,203322665,1024,145406282,56635421,361619625,1845,668876,1178648,13077,88333,1302072,202749275,185103886,3569861,36275684,17836,5243,76803,770930543,71069,36071,45517,275
1552553018.6,20247473,1051,16057187,200208571,1219,143175971,56651745,361721377,1839,668405,1178064,13079,87939,1302577,202918548,185251413,3555120,36299715,18102,5235,198077,771498701,71959,38555,45412,268
1552038452.4,20550011,932,16313323,203269573,1350,145368338,56643356,361670066,1846,668843,1178441,13073,88657,1302328,202699093,185067459,3566692,36280621,18037,5290,107394,771121287,71905,5698,45216,264
1562000850.6,20244810,1083,16060736,200222782,1038,143186012,57520407,367229474,1851,669750,1179948,13076,89099,1301553,202783747,185140843,3566587,36853196,18488,5340,108335,783360814,73594,33839,45367,267
1561889400,20560981,1202,16316292,203326835,1136,145409487,57513526,367188796,1849,670006,1180133,12961,88196,1302086,202821313,185169052,3553712,36286913,18040,5450,197732,771413332,71919,125757,45355,266
1547723231.2,20563030,1015,16315672,203368657,1213,145439010,56645552,361682299,1839,668387,1178078,13079,88551,1300883,199847163,182496558,3507466,36293834,17971,5273,108451,771391881,71601,37339,45217,265
1561480811.8,20228397,1029,16054215,200113357,915,143107574,57500408,367104852,1854,670266,1180601,13076,88854,1303395,202732660,185102419,3574803,37425347,18286,5268,78462,795414129,72813,5795,45216,267
1566706418.4,20567493,951,16314956,203280417,966,145376286,56652058,361725218,1844,669096,1178808,13080,89093,1305774,208929794,190672484,3686873,36300621,17945,5246,105936,771320713,71570,34752,45362,267
1547512394.6,20553442,1135,16312768,203328920,1155,145410767,56632932,361603149,1841,668448,1178145,13078,88331,1300790,199748443,182403942,3521233,36293664,18028,5285,197830,771416902,71752,121475,45201,262
1557285768.2,20556264,1023,16312915,203270909,1145,145368995,56651336,361719615,1844,668816,1178561,13080,89249,1302511,202800044,185165956,3547561,36870659,17992,5233,108699,783696984,71742,6379,45217,265
1561723751.4,20563667,1122,16307808,203294560,969,145386188,57520058,367228019,1853,669754,1179914,13075,88204,1302496,202806608,185160167,3568973,36266483,18500,5274,80894,770959048,73762,34725,45372,268
1561825109.6,20548972,1056,16311688,203257267,1001,145359345,56639752,361645025,1836,668394,1178063,13077,88865,1303285,205856083,187909484,3620398,36283617,18058,5316,106430,771315405,71910,37921,45363,272
1547490617,20250620,1122,16062762,200249635,1001,143205375,56643119,361668838,1848,668809,1178553,13079,88653,1302475,202808513,185162416,3574372,36293721,17941,5282,196807,771344291,71478,7023,45225,263
1561834054,20561440,1057,16310298,203267320,1005,145366434,57503363,367122485,1849,669875,1180068,13079,87619,1300793,199709967,182364715,3506663,36852719,18225,5142,110462,783280147,72625,126357,45371,271
1552424987.4,20246281,962,16058112,200208472,978,143175592,56674538,361867822,1845,668709,1178524,13068,88775,1300796,199762119,182417576,3522471,36851365,18387,5139,79201,783390862,73302,37433,45374,266
1552094370.4,20238001,995,16062932,200212178,1018,143178454,56609354,361454279,1843,668909,1178627,13077,89115,1301967,202775827,185132176,3565043,36855686,18013,5202,105734,783367281,71815,5968,45204,263
1547539627.6,20252929,988,16062509,200248627,960,143204714,56643027,361667509,1843,668849,1178522,13077,88894,1300800,199745089,182407202,3511852,36847482,18073,5256,198617,783444275,71933,34219,45216,263
1557031361,20556518,1025,16311205,203332084,1388,145413131,56633218,361604622,1851,668513,1178180,13079,89229,1300841,199754683,182417460,3534997,36853384,17873,5189,108304,783329764,71226,127315,45371,273
1547255162.2,20236495,1144,16048859,200082481,1037,143086802,56645918,361686324,1847,669070,1178911,13068,88958,1300735,199763580,182425415,3509985,36288149,18333,5260,79084,771347341,73056,37621,45374,267
1547557212.6,20244098,1016,16066724,200240916,978,143200404,56641234,361655810,1846,668829,1178521,13077,88105,1299876,199792937,182440830,3529571,36858061,17900,5300,105456,783350019,71376,5881,45205,262
1547558470.6,20241885,1237,16058659,200189494,1151,143163597,57510035,367162784,1843,669383,1179471,13079,88505,1300762,199743437,182404202,3511796,36292519,18062,5253,197426,771510848,71927,34138,45214,262
1547504355.2,20563244,1102,16314803,203307365,1221,145396693,56634680,361614414,1848,669199,1179044,13073,88558,1300822,199751355,182409018,3499112,36301339,17929,5363,108044,771294555,71377,126366,45211,266
1552280450.6,20243643,1425,16060397,200188977,979,143163272,56649095,361707650,1848,669044,1178955,13070,88240,1300762,199752001,182409582,3508520,36860635,18005,5315,77269,783441361,71646,37355,45374,272
1547468705.2,20248944,1073,16062533,200240044,1332,143199765,56644579,361676773,1853,668826,1178516,13079,88956,1300455,199746377,182408589,3510873,36862171,18117,5254,106300,783311343,72006,6197,45203,265
1552357141,20247690,985,16063522,200240193,921,143199938,56640173,361648293,1841,668440,1178082,13076,89114,1302569,202819051,185175671,3584226,36875230,18086,5331,199213,783474306,72053,34542,45217,263
1552085500.8,20251834,1161,16061152,200194766,1100,143167191,56648441,361700722,1857,669702,1180049,13077,89398,1302586,202796686,185156100,3570045,36850001,18210,5325,111105,783286978,72492,125767,45212,264
1552443375.8,20240585,1242,16072749,200327596,1116,143262476,56634781,361617059,1841,669119,1179025,13072,89131,1302311,202808186,185167077,3591991,36290985,18006,5395,77386,771384541,71714,36361,45374,267
1547428040.2,20242159,962,16053442,200132989,1038,143123001,56652323,361726301,1843,668859,1178585,13077,87957,1302035,202895508,185232330,3563295,36289750,18085,5205,105987,771347710,71997,7392,45228,264
1547355734.2,20248527,1253,16063016,200191038,1006,143164884,56646335,361686806,1843,668462,1178131,13079,89392,1302574,202692516,185069212,3570385,36280287,18122,5228,198625,771299398,72058,33880,45217,266
1547224886.8,20255814,1014,16063968,200265292,955,143217806,56655066,361744037,1943,668975,1178631,13077,87993,1300855,199753572,182407707,3534388,36844750,18192,5140,109004,783223058,72381,125213,45211,265
1556495121.2,20221042,972,16056605,200149647,1072,143134916,56605939,361433407,1930,669104,1178890,13078,88805,1302130,202794817,185150518,3555095,36307412,18231,5091,78374,771419066,72584,35810,45524,270
1551624120.8,20248598,926,16059549,200194599,938,143167183,56625498,361556614,1957,668956,1178577,13084,88395,1302176,202831627,185182082,3572829,36836154,17999,5187,105833,782994949,71723,121306,45202,268
1552213313.2,20235216,1040,16064668,200213076,1445,143180364,56647847,361696276,1848,668463,1178158,13080,88809,1302617,202811657,185167301,3578054,36289791,18165,5404,198202,771266394,72227,5947,45373,269
1552077484.4,20250916,963,16064302,200209802,1043,143178096,56649348,361707837,1843,668830,1178603,13080,88592,1300791,199719426,182379026,3525035,36848391,18234,5358,110890,783260535,72637,34772,45369,274
1557046757.2,20565793,1099,16313068,203284289,1126,145380036,56648225,361701483,1846,669050,1178969,13078,88104,1302063,202818669,185166723,3562480,36292597,18030,5223,77481,771288699,71866,38965,45362,268
1547516230,20231280,1052,16057727,200149221,1000,143134805,56649378,361708125,1845,668828,1178672,13083,89064,1302114,202828229,185180080,3584305,36302086,17877,5275,105248,771350005,71049,5974,45205,262
1552378491,20246537,1043,16063926,200235861,972,143196828,56652351,361725432,1842,668868,1178764,13078,88930,1302653,202798926,185161975,3565554,36300002,18082,5387,198202,771371224,71976,34303,45374,267
1552379838.8,20241534,1390,16062460,200202699,1295,143172994,57514594,367193819,1850,669971,1180345,13065,89058,1302638,202811414,185173621,3552479,36288572,18199,5157,109939,771282306,72392,127277,45218,262
1566775806,20872954,1230,16569615,206370849,1471,147590953,56647833,361698494,1846,669035,1178947,13075,88602,1304498,205883569,187929437,3619666,36861662,18070,5242,77688,783387177,71926,39406,45206,262
1547530255.2,20254521,1012,16064968,200213697,1207,143180855,56644194,361675853,1847,668857,1178676,13077,88353,1302166,202805693,185154864,3592799,36309164,17916,5398,105957,771672344,71304,5996,45211,268
1547315588.6,20248746,1049,16062059,200216810,973,143183149,56641207,361653475,1845,668454,1178164,13073,88557,1300860,199755779,182411978,3500980,36830390,18044,5266,197413,783034903,71701,33537,45217,263
1552259170.8,20250452,1062,16065096,200233439,977,143195126,56647156,361695692,1865,669086,1178990,13071,88300,1300802,199689404,182353059,3513658,36848101,18579,5335,111364,783316851,73857,125668,45371,269
1557177372.4,20253413,1069,16060145,200202268,1010,143172788,56651938,361724903,1849,668994,1178871,13074,88061,1300401,199760329,182410144,3515657,36290276,18201,5167,77915,771360128,72450,38905,45702,274
1547566681,20241452,1201,16065270,200204979,1773,143174429,56664173,361801369,1846,668858,1178675,13081,88879,1302119,202813940,185169980,3566392,36297882,17848,5341,105475,771327434,71158,5441,45215,262
900763,16748,358,5228,281955,472,190885,85612,532774,151,50867,89428,20,5290,39163,98849,174338,3374,31385,2848,473,11773,522405,11496,3621,5998,0
776086205.2,17943838,1468,12614243,180098615,2013,132487191,21855582,170728723,2503,2052957,3451429,13696,96004,3557262,82800912,86842524,1735445,13637744,54769,22445,266411,333428059,218607,13782,39098,266
1559024185.4,23777038,1429,16688630,232647917,1511,171025933,61322944,449542981,1837,701984,1227097,12973,87643,1292107,154674159,151434152,3309471,32813105,17572,5110,104282,781355380,70016,513,45438,271
1548111370.4,23830471,1137,16720114,233090426,1038,171351975,60525642,443723985,1832,700671,1225162,12971,87106,1292835,154996667,151735741,3327295,32429339,18096,5385,110252,771483413,72154,123082,45290,265
1567217410.4,23831549,1239,16722052,233103950,1036,171361618,61455295,450505688,1832,702078,1227310,12967,87547,1294309,157386559,154038495,3388118,32922935,17718,5152,187973,783507444,70459,76366,45553,275
1557642982.6,23466756,1086,16464113,229546121,967,168742437,61462839,450564098,1835,702290,1227585,12975,88366,1294590,154961849,151712282,3347760,33402554,17949,5515,71994,795549870,71464,5512,45276,265
1543199085.8,23473718,1202,16465431,229544107,1176,168740730,60519991,443682975,1827,700717,1225240,12974,87740,1292962,155000215,151744747,3340116,32409666,17391,5188,191538,771382031,69407,33373,45292,265
1552830609.6,24197312,1252,16974652,236625219,1066,173953827,60530843,443762373,1841,701102,1225671,12967,86881,1292963,155005728,151746899,3334238,32416866,17678,5243,106937,771361070,70340,123016,45287,266
1543124822.2,23455097,1153,16462628,229510466,890,168716071,60516780,443659536,1829,700589,1225098,12962,87361,1292534,154991357,151736076,3321630,32420978,17587,5188,75392,771417045,70006,36234,45290,263
1543324212.2,23471916,1021,16464757,229542437,1046,168739772,60521070,443690990,1830,700734,1225190,12971,87193,1293023,155039205,151778344,3328801,32421634,17674,5192,103501,771408482,70385,5950,45302,264
1547805071.4,23463042,1045,16464119,229534402,964,168733449,61456307,450515416,1830,702299,1227491,12971,87270,1292895,154927405,151669875,3314409,32420802,17525,5133,192272,771311743,69777,33173,45287,266
1543171757.4,23459475,1220,16459696,229524024,1096,168726085,60513991,443639958,1833,700991,1225627,12962,87203,1293030,154968947,151711774,3337505,32419461,18106,5326,108702,771400961,72140,122009,45288,263
1543092383.4,23476119,1125,16460956,229508638,1379,168714383,60524537,443715251,1833,700604,1225162,12964,86729,1293168,154975700,151712365,3336708,32413242,17576,5174,76798,771374609,70120,35635,45291,267
1543570816.8,23460770,1307,16467165,229568063,1095,168758559,60555649,443943805,1831,700864,1225320,12970,86440,1293107,155018750,151753112,3342343,32418459,17569,5193,102862,771512563,70023,5891,45280,263
