"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","y1","y2"
1575706737.2,13704874,393,4670213,157442391,341,134911871,23069278,230681099,458,14464,21291,21,4553,90433,168120184,120165199,5306053,19686327,1605908,2014,6621897,755598581,6424991,206594,5084,283,192534,7656,5027579,352007379,126079,474846477,570,77071,1674859,350296772,142959864,4136723,14666369,4690580,1333174,23920479,477332899,497728750,240984838,113669299,180175,4600799,4389380,225654,247459,21959,97447,9481924,4407548,116508,5752771,2173928,3648645,23308014,8695616,18651333,18651333,227780660,107361977,11114,371,4901,98496,46580,51457,244338283,111813619,362316654,63900222,1853,88404110,1552384,1375478,160249,244363,272,55443,2,1471,16,48,208,4316,138619,5.51894,3.728285
1575157991.9,12650974,426,4810159,144642545,257,123965146,21352975,213333433,498,47157,83626,21,4485,78975,140425208,100356398,4604457,16468690,2545030,2534,10971948,738796639,10180793,768471,1636,291,242785,7465,5096910,373550257,111960,483424421,1688,80497,2033233,385614073,172081033,4933592,16102667,5805041,2860789,34499775,579910255,482670526,264702432,117255924,169417,5075737,4640883,217299,237678,22087,99037,11556008,5183813,134555,4831250,2154178,4185516,19706873,8616632,30377254,30377254,260467943,115464248,4796,351,539,98252,45928,52289,290006069,122978182,400405013,80379387,314389,88254697,2021500,1779104,156563,238308,232,54713,2,1431,26,126,178,3399,129974,6.46362,4.447205
1551829521.2,13842674,122,4749665,170406889,50,146043430,24228616,242284419,444,39619,59427,22,4740,97465,179250503,128171635,5388718,18801452,833423,194,3343376,737690537,3340524,3556,6175,262,136661,7422,906819,256058558,126967,359208161,452,58985,1622789,271960144,98660340,740689,2124102,464329,12501,1755522,381155623,433208696,171609743,96869095,169745,778596,513062,293111,325549,5917,111663,1277070,796808,46551,460978,12823,834128,1902061,51269,1659254,1659254,171873453,97017462,4428,305,5854,104466,49024,54322,176615176,99048846,265845470,31226713,321897,81569726,2032048,1788904,159921,245286,126,59873,2,1410,19,140,164,2801,128020,2.026245,0.567934
1578671030.7,11189464,1047.5,4223064.5,127479431,343,109192791.5,19837816,198359683.5,534,12826.5,18340.5,11,2183.5,20369,128195226,91915861.5,4337680.5,27439182,4509170,2730.5,21426907,790477410.5,18038350,991547,1238,320,31797896,514432,2677790.5,356861962,21156,512836113,1631.5,48874,1292024.5,305007286,124054500,2387488,58747617,1377746.5,10750,5548262,453123979,312561654,274835005.5,46300356,34566.5,2538925.5,11157,2562981.5,2563410.5,19491.5,2106,58703571,1822477,640861.5,805017,10026.5,1545592,5780178.5,40113,5807172,5807172,274645960.5,46307420.5,5032.5,347,5281,4719.5,3804,891,278393267,46764741.5,320878317,139838142,299167,101.5,1301037,1190454.5,69928.5,109495,72,3426.5,2,1303,35,144,155.5,1069,5303.5,14.39845,1.018982
1582868381,19433228,677.5,7646722.5,221198873.5,335,189589489.5,32397785.5,323959926,473,14851,21501.5,11,2930,31490.5,219203533,156644302,7373802,26896774.5,5253078.5,2675.5,25040592.5,772091204.5,21013734.5,4168469.5,1927,284,16191701.5,7804.5,5696042,513474069,117262,588806918,1926,90570,2202727.5,502251152,276621348,5286312,44651350,5630585.5,3025747,34469652.5,817130488,478389926.5,351516086.5,133633820,160407,5142216.5,4889237.5,204706.5,223035.5,22769.5,89995,39674453.5,5141701,92982.5,4003252.5,2111662,3924444.5,16247976,8446514,27547308.5,27547308.5,345904474,131480195.5,4569,333.5,2657.5,84325,39859,44434,395722445.5,143447935.5,545277440,135428461,159342,91393769.5,1748423.5,1606521,122167,184146.5,293,47947.5,1.5,856,24,89.5,199,4785,114084.5,6.99743,0.489557
1564559504.4,1683986,4411,2658280,483381337,143839,313135686,167109241,660073978,566,575666,838108,44,65882,982220,486885032,339841049,3277372,8401192,1991602,843854,9829720,746302656,7992810,1676376,83939,296,156600,8072,1699283,268349563,120766,376969126,1792,89824,2059190,277686765,100591378,1459909,3886499,1088811,92829,4653521,384583446,470672217,172168735,93938207,165988,1501434,1247358,207689,234530,21266,93210,2388827,1469926,72358,973925,99710,1515603,4044919,398843,5251917,5251917,177450625,96820787,386,5,441,100849,45140,55684,171222820,92893887,270576680,31040842,314952,82440751,2025999,1784125,155645,238538,152,54229,2,1391,37,145,170,4235,146118,0.101671,0.467462
1568300383.2,3236712,5148,2681356,482133401,161455,313518919,171941049,685649582,577,633648,956758,48,64358,981915,496500387,347295970,6166494,15042141,4026212,1720905,21286679,749379287,16151508,4228114,83874,292,37013666,598423,2532243,415077237,21079,596065908,1633,57588,1363115,438271114,178093041,3207836,87154307,841943,3919,3366720,671993622,423651390,400041065,67185629,48150,3063058,9870,3196952,3197213,18746,2076,83939481,2437893,27651,936272,4038,1817010,3837378,16129,3911117,3911117,392400783,65919033,4578,316,5259,11596,9053,2533,402588848,67461925,459376669,199274571,294556,46,1365249,1243031,76526,121234,72,10791,2,1292,35,142,150,1047,11876,3.793749,2.484205
1566371663.6,14037720,225,4864557,162128892,160,138955211,22621174,226200025,448,18017,27187,23,1310,29626,162164511,115885292,4918429,18251639,1342367,1253,5532066,751983147,5371569,157173,5505,268,76320,2862,3799590,305693430,129739,426851655,552,54351,2056018,302986569,112152668,3386990,10740581,4177099,1180996,21490884,416488721,478220925,193615118,99237232,188299,3449927,3190312,237264,260298,5089,110651,7542765,3554075,100146,3321968,1061118,3150336,13520950,4244415,21521209,21521209,206944023,106032850,4550,81,5092,100281,48156,52090,202965103,102861292,348052510,49216881,433,96364950,1042309,846097,115142,171676,226,55425,0,244,34,141,201,3969,139496,4.897126,3.225802
1596048038.8,16190233,7878,5092658,483181588,247495,332788188,149682927,671274892,691,427015,708661,49,23115,798858,485596305,339607153,13899811,42014083,11075345,6974342,60084974,827554175,44351935,15643566,69609,333,171579,7427,6042327,337920118,208888,435208942,1863,91282,2076339,356867037,158604602,6112529,18868561,6048661,650599,26601296,547792801,512611336,240381135,113908490,204964,6242054,4195570,1818798,1839764,22613,188911,12085571,5788305,139781,5646194,757493,8006238,22989369,3029947,25647341,25647341,229402572,108372556,4889,325,4753,89241,44504,44697,247736108,112340811,361083235,63477735,319711,85889847,2024048,1781411,157395,241648,200,58855,1,1404,13,35,182,4699,135861,0.718394,0.544452
1625788699,22578534,8002.5,3859391.5,450399747.5,207372,318924559,131132213,630202951,639,369722.5,556388,55,73490,1392455,467250300.5,328237048,14349222,50055789,12654438,8603752,68242536.5,866714317,50667969.5,18112888.5,60712,369,417884,7790,7117146,389041848.5,199936.5,462243345.5,577,70380.5,1670070,388779032.5,203698772,6748396.5,21623232,6524944.5,582913,28431142,627801516.5,505105928.5,265696592,117798859,178414,6992789.5,4799441.5,1664800,1680228,7224,170266,15416076,6465626,108980,5810508.5,650797,9243019.5,23525920.5,2603151,27328358.5,27328358.5,265300582,117748304.5,4598.5,310.5,5049.5,89840,40818.5,48990.5,297875224.5,124358906,414349570,85779986,317882,87771736,2112779,1856659.5,151937,227331.5,119,49790.5,1.5,1370.5,24,91,210.5,4284.5,109089.5,0.791489,0.564502
1552065731.8,1079683,7831,2141375,475907308,318439,306474967,175570820,685449943,535,578176,860029,65,90111,1421611,498346437,347980262,1861623,4890813,739959,59648,3145694,745374126,3026818,227644,86709,291,136109,7132,1319828,260979588,228192,364625084,1782,87062,2069776,277308643,100629063,1108508,2867345,744962,13925,2866300,379069593,454051865,171752123,95305080,179818,1175730,801444,267567,353654,22161,215433,1888297,1059759,48764,663297,12343,1215573,2691779,49363,2781935,2781935,175430070,97659678,4589,304,4780,117658,47803,69830,176953196,97608342,274364719,32162857,316649,81739534,2040552,1800802,156357,241508,166,54332,2,1404,34,142,156,2804,151572,0.721643,0.206855
1574711673.6,27703813,8194,3128200.5,476436437.5,186310.5,345366516.5,135039258.5,689433954,665,369965.5,579774,269.5,15129.5,649392.5,477693803.5,335902046,13030532,51113382,10981193,7583615.5,60443497,816987719,43957767,15969755.5,73970.5,361.5,3768437.5,5575.5,7578854,453439052,196554.5,535233454.5,1752.5,73578,2223254,425059492.5,229173309.5,6922188,28736925,6166842.5,1059404,28017596,696223356.5,499030638.5,309035236.5,126104672,178497,7231828,5193853.5,1627778.5,1639940,23796.5,164562.5,21639361.5,6833802,127995.5,6322679,807647,9513014.5,25640958.5,3230517,28818974,28818974,298239925.5,121802907,1428.5,109,4880.5,72591.5,37948,34613.5,326238927,126310834,433872952.5,98362542.5,316954.5,82932229,1909309.5,1736605.5,146145.5,226232,286,55698,2,1037,9,28.5,236,3992,113574.5,0.022065,0.056665
1607504211.4,14049319,650,5951045,159732398,103,136904765,23026224,230252337,447,11596,16978,21,2648,24241,130105559,93001519,4624531,16322700,3430525,2644,14894131,754647090,13722083,1236450,1786,277,16699595,8391,8088543,504328018,190801,564612783,1912,134996,2058058,479210227,273019106,7525147,52912410,6224600,890227,28774971,797673089,490480334,338582263,128545928,152854,7521436,4867503,1628045,1636565,23195,139278,37284289,6200765,93160,6103661,1261275,8932426,24667949,5044989,31912188,31912188,327200595,124349109,5000,336,4873,74363,39196,35144,398184669,143069098,520946002,129986116,316369,88802670,1988214,1810548,151063,228911,250,52085,2,1566,34,141,224,4324,89983,6.91323,4.793132
1564338365,2044022,9294,3528987,484251482,302218,314240899,169749190,674082718,569,556615,805293,21,75338,1201675,490402714,343300717,4193385,9730953,1949935,640303,9403756,738940709,7846260,2039408,86746,300,148905,7785,2221944,280234078,228549,391638060,1809,88931,1992514,275641274,100857727,1964430,4650876,1336255,35552,5336798,393968502,473527058,180423646,98204552,196172,2020514,1609180,285974,355384,21234,207981,2813568,1895543,52578,1291594,35311,2323065,5232168,141206,4989919,4989919,175016715,95317494,4510,310,4617,100047,47450,52563,181150716,97838761,280344211,34395413,472,83584113,2034171,1787921,158742,242329,242,59027,2,1423,6,18,177,3247,150378,0.139853,0.435791
1568800186.2,4254182,7451,4006166,486314034,281917,318195148,167823119,676577925,545,541105,790100,47,25728,793366,174383044,124651889,5438296,62753411,1257635,311,5049796,732283768,5039460,3947758,79396,281,40269364,652448,2961434,451425646,20257,647965911,1719,56513,1361647,420933616,171158323,1188975,95829013,1227596,4796,4909977,779234304,406425652,386686852,64969876,46231,2903805,9035,2857035,2856944,19180,1766,87081792,1964989,43105,903644,4302,1749263,3769471,17170,5015772,5015772,349513827,58781684,4774,306,5067,13524,10569,2888,474372526,79425975,464037150,201259817,293517,27,1361803,1244291,77310,121568,58,11866,2,1268,33,143,150,1182,11191,2.95374,1.944375
1593788613.4,7699799,8565,5248312,506615466,313424,335023750,171320892,704458449,615,537698,786253,23,48323,937606,507846256,354688091,8225657,23407283,4591169,2088394,23099861,746618574,18428482,6313420,82417,302,40185113,660152,2947465,450634272,20109,646803385,1706,54592,1337342,434804453,176665600,3021688,90637196,978384,5207,3920042,704208483,415490481,392165184,65867164,42978,2935842,9123,2940938,2944118,18602,1687,82991949,1715615,45191,1124982,4895,2235071,4663989,19545,5034614,5034614,385039066,64732210,4744,326,4879,10602,8347,2243,453489955,75947794,427159766,185429220,297418,80,1347512,1231488,74188,116308,2,8903,2,1264,34,143,141,1781,9150,3.703612,2.456654
1577875682,17056740,13859,8323333,477158590,475781,328759877,40432278,404296350,343,31276,53698,33,80504,1258847,488563437,343702423,14139412,41326520,10149117,6472349,55077446,780293303,40659255,2664002,3491,277,178103,7487,6767479,347494170,417286,444410655,1894,90872,1990811,353992816,166764987,6865991,15910284,5833319,1076137,27463893,567211218,498682957,245682477,116602567,191417,7022535,4602283,1057116,1075165,83000,379015,8470175,6449450,104870,5604013,1233565,7085951,22702720,4934229,27124345,27124345,252069277,121465574,148,1,4702,87303,42223,45036,240570090,109043307,368817997,68608447,651,89347230,1172924,958500,98242,147599,238,59668,1,245,28,127,175,2305,121215,0.048722,0.503632
1702786369.8,24946716,14058.5,7955556,492426906.5,406723.5,349123507.5,43279720,431742100.5,378.5,145700.5,200209,57,22456,795794,449038952,314761683,14167838.5,32292835,4984685,3114,23022992,766949671,19944781,17447128.5,63782,352,423125.5,5171,6755713.5,358169724.5,322748.5,413637206,1721.5,87597.5,1918686,369599511.5,212505260,6611108.5,15541974,5564893.5,757582.5,24920787.5,595520313,481653860.5,240496007,106411421,165794,6492394.5,4840351,1572319.5,1589359,32012,290280,9764323,6425016,102497.5,4089195.5,659567.5,6244543,16601673.5,2638246,19230629,19230629,254160614,111679501,4491.5,302,4959.5,76938,37666,39244.5,291402754.5,121507613.5,397889656.5,79344258,153740,85519098.5,1732224.5,1587968.5,144887,223260.5,176,48252,2,1430,33.5,141,201.5,4095.5,124682.5,0.690012,0.06735
1555933825.6,46184858,108,18802987,568373427.5,91,487112066,54784318,547844987.5,502,85221.5,127240.5,10,1552,197400,501123696,358303464.5,15481068,64422589,1170564,264.5,4695508,770928821,4692315,1884,19746.5,314.5,41396524,12231,1300457,463452902.5,21347,665325804,1620,71982,1535213,467570301,190341128.5,2741284.5,74908632.5,1212445,3772,4803412,581717037,376838970.5,392951709.5,65844366.5,75293.5,5055223,10791,5038890.5,5045423.5,19068,1855,86671335,5112009,45171,1229161,3505,2443727,5026919.5,14002.5,5125188.5,5125188.5,445017897.5,74730491.5,4964,328,5032.5,37380,19408,17775,456785931.5,76575274.5,532999291,231045150,298949,92,1547900,1392801,96900,152360.5,2,24489.5,2,1267,35,144,151.5,1145,27207.5,2.195829,1.41359
1752984988.4,21882127,613,9357074.5,249920314.5,371,214193623,35687505,356774053,477.5,31504.5,51036.5,11,4308.5,63914,219147397.5,156608987,7293053.5,26187835,4631449.5,2608,22039089,752057594.5,18527316,3368080.5,21177.5,297.5,667828,7023.5,6845505,378311006,304149.5,403898192.5,1255.5,76835.5,1847521,371554901.5,235937268.5,6492771,15794997.5,5343267,895820,24145349.5,629330636.5,483087649,274544558,115812566,169091.5,7488464,4185377,1765365.5,1781284,20648.5,278014,9820038.5,6529129,87768,4184060,735406.5,6364399,17017872,2941631,19090746,19090746,271389727.5,114700934.5,4803.5,314,5305.5,68733,33437.5,35233,323516068,128259667,464958420,102052113,155436.5,91732940,1741783,1541597,134305,206312,160,39509.5,2,1423,15,35,210,3476,133836.5,5.381137,4.576324
1651728456.4,28523951,13740,6310946,453844171,340016,333871369,118210584,631031903,786,534977,809570,1337,44042,851233,431827796,304676627,13835537,56567542,12512057,9246612,70730983,868313235,50106553,19645856,64471,369,10378320,6902,6729725,390329331,266451,391173423,649,90365,1697104,415643960,279454355,7353344,39090696,4190141,626262,18770167,711272984,494997067,275751579,105823960,156626,6429445,4642887,1728769,1742253,9104,245315,28655683,6355382,100500,5210703,584501,8756051,21175106,2337965,19895828,19895828,290817800,112591770,4823,311,1217,87935,35831,51451,406367940,149149260,559770086,137288662,731,96176432,1020868,857907,130371,202267,108,35681,2,1384,31,139,214,3883,90572,0.720064,0.054208
1563854288.8,1442893,16059,2897829,486886957,618434,314479843,71802443,718017955,501,76060,114630,10,19882,781592,550587049,393597018,18239786,6318191,837066,44578,3503291,750232306,3414416,36192,83759,295,136852,7154,1717189,269128168,462986,376162723,1758,89554,2041104,278139424,102021761,1496654,3721204,467743,11662,1750999,388839840,471838335,178865307,98721040,202835,1566270,1190011,292100,366677,58341,424948,2226230,1385564,42616,429447,9831,768017,1726018,39299,3184367,3184367,179631818,99111427,4646,362,4899,112001,49488,62458,187472283,102587796,289254364,35950211,313464,86627165,2082243,1829402,153440,247513,156,55897,0,256,34,142,167,3190,152715,0.713786,0.466125
1557093092.2,4094905,15503,5327734,470132240,589019,307777538,164667403,664940605,474,577994,835986,57,69303,1009043,494302625,346404054,5744307,15538694,2821955,1174482,13644765,735986255,11354553,2123402,82345,294,138316,6998,3325892,290149487,489537,402704743,1714,89232,2025975,289618248,107793206,3143215,7195939,943417,29641,3764422,421509448,480994932,189653198,101169979,197090,3137207,2592216,459169,489770,58583,429489,3927857,3078313,69682,1200942,26657,2218566,4934478,106574,5424359,5424359,185959092,99146918,4615,328,5247,107239,47487,58955,191750285,100998098,298573455,40773960,295828,84760551,2025626,1795520,159435,243570,172,57617,2,1392,33,140,172,2903,149338,0.708154,0.431396
1592289120.6,8096173,16920,6552833,482162746,557264,320800804,167923212,698841575,472,531851,773644,56,62162,1154538,503029936,351483200,7356804,22912820,4231303,2277323,21831117,747450993,16950022,5697168,79221,291,146166,6882,4432600,316620047,482297,437164248,1750,90378,2019599,305884989,114319165,3836530,8712275,2590556,136387,10759752,418248329,486004022,206975435,105213728,179064,4176244,3700458,465209,532849,58008,431890,5335583,4062170,60390,2418317,167232,4236970,9764220,668918,10982324,10982324,199256465,101235049,4591,326,5073,107129,48493,58596,207860957,104270013,310274378,45077935,300984,83914787,2059651,1807479,159795,244583,136,58131,1,1438,36,141,169,4652,145407,0.69743,0.463477
1549941695.1,3877173,162,3836280,43204813,146,31028916,11681137,67988543,481,18621,27376,10,1803,69097,86455321,70936225,2230643,7530984,959136,12434,3937175,744924315,3902951,23902,2771,263,33600669,2660,1648571,678654331,6427,917846484,1779,75082,1786212,372069680,211236466,863734,38011745,1098331,4990,4333460,661864610,465207780,270047245,83082560,1400407,817788,7842,808361,1623638,21499,2070,35851476,1330278,60319,347336,5647,644792,1529535,22559,1638117,1638117,482163926,148947872,150,13,5081,48841,32967,15119,309770081,94309295,665799577,296375353,311117,94094700,2134303,1869924,120181,189523,268,918375,0,650,32,141,175,3529,53062,3.163166,3.66969
1543146882.6,17636747,117,4873096,230032185,100,175520909,13309847,90570304,435,40628,60086,23,2196,74704,56072603,45263439,772826,7614355,883406,84064,3908820,733641703,3733734,3401,24204,301,34452228,7665,824610,663985957,24178,892080174,1696,89091,2244747,717980494,381935514,302730,66005147,351574,5258,1327319,1104127571,451941616,521412653,156561821,240557,355066,7319,288515,325079,4308,500,71306777,438967,174982,220367,5942,299169,1478285,23707,1412602,1412602,477919789,143530635,286,7,5030,118627,64434,53991,575073395,170266256,678150261,307980446,307970,86014746,2086609,1836266,110230,175486,202,237316,1,196,21,37,180,3783,110079,1.540549,1.755232
1543239394,30524207.5,539.5,2118979,403088294.5,938.5,310382097,24778493,170995394.5,516.5,89002,135383,52,4121.5,156636,113879599,90381765.5,756138.5,11588574.5,825688.5,132263.5,3883825,745401703,3615506.5,8315,55840,315.5,14042679.5,4197.5,2532798.5,282697712,13822,354465598.5,1711,56656,1614874,287011607,166419403.5,1831456.5,62990204,821138,2068.5,3210311.5,997496429,488509338.5,222673485,69130211,1538885,1052468.5,15980.5,1030589.5,1886352,14984,1492,30734516.5,1532168,67017.5,726873,5543,1398945,3078201.5,22144,4846688.5,4846688.5,218319593.5,67741475.5,645,6,4966,35855,25789.5,9705.5,238670953.5,72787239,576682004,256249249,311711.5,82880134.5,2057581.5,1806787,145921.5,235056,147,2135434.5,2,1450.5,35.5,142,176.5,3725,40538.5,0.330104,0.334051
1543276511.2,35489741,579,624571,487906688,789,377833626,73126658,512899328,626,236485,355545,36,24185,613901,313978421,248865521,434193,36088886,184647,1935,782581,744219275,766954,265948,37283,307,26796705,2617,1453718,529716222,6634,705838167,1874,81426,2021218,518407501,277849394,640850,73180772,258925,3261,896565,1221036506,481043847,415975752,126252930,1006155,503651,16122,430815,984046,20877,2301,52896126,812056,50774,178006,3430,286035,822646,13724,840642,840642,497763433,150803107,4677,345,11358,141173,64557,76582,569409361,169334798,572075513,260638557,709,74359939,1845727,1726970,153950,237273,194,435300,2,1414,29,129,177,3719,118605,0.631425,0.276675
1543188899.6,3932466,138,3680925,43381937,105,31143993,11997044,69456150,479,25227,37907,59,2488,40982,43343318,35605497,867630,7663975,953548,15094,3923663,733869202,3888145,42714,2687,307,13315968,7679,2700297,227973384,23568,286014904,1754,79922,1635356,235422356,142688126,1316348,31970450,1229072,4248,4893320,434745770,458570915,174069199,53215843,1467034,1244513,17447,1235705,2025692,21406,1912,28634638,1632198,62517,1053043,5126,2040623,4371028,20478,4858378,4858378,169211557,51838477,4485,348,4692,57602,38342,19221,342391345,103541102,466559206,212148207,309060,69103851,1910566,1699315,99218,155550,246,1569418,2,1414,35,141,181,4462,29099,3.423228,3.388355
1543579107.3,19771152,367,2300843,273380225,490,211754722,64167916,450318901,475,203273,303278,58,9068,378269,280319912,221898664,472748,23083985,470052,140601,2443668,745118403,2165872,289958,32325,326,26142602,7388,1622077,502971202,23937,672024728,426,45677,860213,510069387,277427118,566380,54359017,797500,4900,3095613,896457617,448363272,364476557,110083333,1035075,516727,17427,500846,1078196,21129,2165,48397724,932754,66660,202476,5971,326483,929588,23836,3063909,3063909,367582007,111014359,4636,330,4875,69427,44199,25189,401856681,119284072,501175096,228080018,309749,65334978,1949455,1724478,169036,265766,122,645565,2,1386,34,141,165,3320,181216,0.239054,0.22674
1543022160.8,8295376,111.5,5260323.5,91593238,83.5,65735156,12009792.5,69538648,381,19706.5,29237.5,24,1983,34230.5,43325605.5,35450433.5,979967,7381353,913530,13796,3756550,758773417.5,3722806.5,30392.5,2356.5,306,8653837.5,8926,3185992.5,97653390.5,21351.5,142391032,1599,46483,1318317.5,97321411,57643193.5,2659951.5,21613718.5,1062738,3708,4252169,171415591,381359786.5,67091817.5,25003964.5,891688.5,2469335.5,15035.5,2566825,2774745,19315,1830.5,18919308.5,2083807,106848,975006.5,3754,1514745.5,4317360.5,14998,4120675.5,4120675.5,67178420.5,25168994.5,5109.5,352.5,5327.5,6817.5,5065,1710.5,71739397,27286351.5,98022517,39241361,297001.5,31910415,1313714,1198676,72224,112453.5,2,4773281.5,2,1265,35,144,145.5,1094.5,7229.5,4.93008,1.692122
1547824139.2,19560970,854,2474658,268730999,1085,207669393,101221749,706773244,480,364275,523201,58,6547,361991,278024355,220785540,510620,35002115,178821,1929,745897,745430968,739388,279926,64470,321,36353531,7281,1050262,682790429,23033,949344289,1749,173969,2368907,662112285,347395811,554169,52588808,825867,4763,3204146,864729519,458107452,361252123,110568465,1109358,557319,15874,586548,1236822,5700,763,53173121,1076144,358064,440454,5177,730162,3081289,20684,3213459,3213459,360600873,110551932,4476,336,132,78146,45889,32207,409043732,122847534,527712753,240362078,145,72331322,1397879,1147896,177243,277444,182,751054,2,1423,35,140,174,4377,153175,0.658302,0.75329
1547629994.5,25527826,358,3483695,327099698,373,251995911,16603181,118966536,601,59624,88793,21,16434,844699,338107096,271522290,1489210,9480731,906127,116246,4116987,770194213,3885500,239855,7975,332,9292277,8852,3136925,103481141,21089,152810671,1611,46640,1329206,104975017,59113377,2766311,23311891,1094071,3746,4377485,178839290,411077822,76876096,30092198,480562,2835942,11411,2916661,3111524,18839,1822,22257057,2433897,112332,1003341,3670,1562939,4451844,14659,4304125,4304125,76184375,29817678,4416,313,4861,7941,5979,1950,81549786,32163523,108840791,39611172,297513,36114350,1327487,1210582,74215,115842,62,5119429,2,1303,35,142,148,1425,8499,0.95099,3.091818
1543190570.6,28793039,532.5,1298359,396684153.5,586.5,307941614,87106160.5,617325615,576,293722,435540.5,31,12100.5,412650,35405846.5,30325289,906607,7269153.5,1007894,10022,4119856,751523035.5,4099209,176514.5,45084.5,317,7415285.5,6965,3339185,89318925.5,21316,122328703,1606.5,52231.5,1329063,93293435.5,64482784,2918626,20209074,1060301,3557.5,4242249.5,176205348,439527120,65715656,23476001.5,54184,3269262.5,13908,3338723.5,3340183,19108.5,1849,22474543,2270822,126803,939001.5,3695,1509426,4252945.5,14756.5,4575908,4575908,65420459.5,23363494,4459.5,321,5028.5,7989.5,5937,1965,74948530.5,25288692.5,104311832,51828655,294454,31815597,1330509.5,1213652.5,72578,113725.5,31,5896419.5,2,1274.5,29,135,149,1630.5,11105.5,0.837168,3.313002
1543141641.2,20224930,494.5,2537206,273339477.5,606,211064079,61769988.5,429423507,586,317429,503779.5,56.5,9807,357996.5,267199666,213339906,495355,7417116,993295.5,13944,4075939,765147226.5,4045746,30227,2888,314,8170099.5,6914.5,3462424,95307427,21449,135562893,1636,52151.5,1353108.5,93323480,59769214,602442,52141628.5,844581.5,5556.5,3300068,869456971,475326874,375318336.5,116277066.5,1177609,598416,16882,576476.5,1241541.5,21936.5,2093.5,49779934,1130532,375986,456700.5,5534,765939.5,3231036.5,22095.5,3313797.5,3313797.5,364765491,112971806,4485,354,5155,11232.5,7694,3360.5,68786416.5,25667556,100806845.5,45294757.5,304692.5,31562272,1358357.5,1239278,142443,224071,214,604709.5,2,1397.5,34.5,142,175.5,3669,93971,0.670758,0.178032
1557187965.1,4328244,137,3686582,47122677,105,33543820,13724134,77125301,473,21438,32993,20,1723,30747,46093157,37438433,970900,7945455,964208,21304,3986083,757141308,3941522,35816,2488,306,26467579,6891,3418451,339265248,24055,477947198,1729,52288,1534462,180673740,112560543,3099023,55119675,1358987,5114,5385652,560153206,460807314,242382576,75243039,132894,3070460,14903,1654735,2332978,21867,2335,26890032,1899412,346608,888130,4380,1305977,4904316,17497,5299424,5299424,222608872,69143914,5071,341,4917,20314,15218,5226,150748714,45444637,183237923,86550331,313885,28299997,1520544,1372979,93282,146428,226,2250316,2,1429,35,142,174,3787,21741,3.02096,1.087255
1543196192,3416076.5,61.5,3720977,37052955.5,69,27075197.5,9813846,61307182.5,474,19198,29173,11,2024.5,69036.5,79377043,66803570.5,1757790,7012814.5,922845,10750,3779350,758996470,3756218,1781,5365.5,316,7205411,7133,2912096,84452386,21209,119179469,1624.5,51801,1326048.5,86951573.5,57299872.5,2752160,20609238,1218000.5,3588.5,4862154,137661151.5,371168305.5,62150010,21593781.5,368309,2567377.5,13628,2685981,2881561,19335,2040.5,17813291.5,2249270,119856.5,903021.5,3668.5,1447351,4081136,14657,4872686.5,4872686.5,58189259.5,21686806.5,4978,345.5,5387,9514.5,6264.5,3255.5,59895935.5,22135680.5,92040859.5,42394965.5,297880,28772804.5,1328859,1213462.5,72915.5,113907.5,2,5175312.5,2,1277,35,143,147,999.5,7767,5.642059,1.542601
1547238557.6,7088768.5,186.5,5156919.5,79915598.5,201,57810344,11166138,66641065.5,457.5,34385,57654.5,11,1316,34945.5,41165756,34003905,946901,7566361.5,1000222,11655.5,4093752.5,746023802,4068285.5,26502.5,4666.5,288,34354266.5,7848,1483120.5,629543641,24128.5,855866548,1739.5,139305.5,2217012.5,636737901,341434243,798533,42776586.5,1042746.5,4764,4105465,683395991,488818831.5,296447636.5,90473432.5,1417053,790657.5,17848.5,754363,1544355,21488.5,2171.5,39980575,1261875,48846.5,323748.5,2746.5,584650,1435010,10986,4216377.5,4216377.5,294885341,90240946.5,4991.5,316.5,4891,51832,32736.5,18499.5,312285634,93744080.5,412620537.5,187563113,310636,56250809,1807116,1611562.5,166812.5,260417.5,127,1314494.5,2,1422,33.5,140.5,168,4375.5,130015.5,0.806169,3.257477
1543103671,4858836.5,372,3354438,59352032,412,45330107,58584525,398760314.5,617.5,165244,246789.5,47.5,5412.5,97979,58353639.5,47135851,782477,8028964.5,888835.5,92890,3957751.5,758084366.5,3769142,5966,25954.5,353.5,11289161,8770,3085196.5,114039466.5,20742.5,184334271.5,1614,48540,1340923.5,108979269,59156498,2884642.5,25793947,1092171,3761,4365540.5,194125945.5,411627754.5,78432086.5,31636534,480868,2779813.5,14590,2951064.5,2952804,19340,2157,24624397,1790806,145082,955534,3877,1553506.5,4394912.5,15481.5,5000229.5,5000229.5,75505057.5,31689991.5,4501,329,5105.5,8052.5,6017,1996.5,80752758,32771409,112223474.5,38488931.5,295029,37880290.5,1334340,1217284,73927,118021,42,5304672,2,1277,36,143,147.5,1143,8553,2.73497,2.719952
