"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","x65","x66","x67","x68","x69","x70","x71","x72","x73","x74","x75","x76","x77","x78","x79","x80","x81","x82","x83","x84","x85","x86","x87","x88","x89","x90","y1","y2"
1548996257,65584,2312,170724,229587551,2434,153242218,74656258,300834684,757,413272,716337,106,45103,876696,250380655,168254251,33409,207109,92156,2706,429076,234378878,425705,4984,38977,151,3426,536,277656,1141710882,1039,1532191036,542,12136,1847797,619689947,208748950,289869,1377161,9194,947,39602,1244875169,178994598,560947948,279381923,63930,64734,2071,124061,112317,5545,552,259974,144253,2920,599,317,2429,13747,1268,7424,7424,759596022,377966058,0,0,0,43781,43100,21,765107826,380999598,554226371,6136925,1168,182444479,2308001,2161140,27208,49356,48,553,0,141,0,0,114,43840,42898,0.458899,0.035134
1546204707.6,328482,1263,34471,206788669,1547,138188747,99790526,400599499,742,411321,712718,367,99581,1331373,179426596,123199319,53182,529343,43339,2237,214689,476811176,206747,10791,38856,191,111669,5912,72714,650580466,21369,872954365,468,8282,1447918,833208016,279281581,32746,430693,34913,3713,151620,1080921167,167237626,497054599,247990091,19193,14531,3003,26870,26285,1386,169,118642,40333,28534,22356,912,44800,202946,3648,253611,253611,371687716,185335630,12,6,594,970,913,31,401576404,200270742,1047627351,4630028,678,347855854,1879756,1828999,5462,6193,122,337,1,270,36,146,140,3425,1576,0.51873,0.799517
1546806801.8,439897,1946,32687,362961460,2861,242052097,91670275,373679341,608,404806,705155,106,113455,2862903,220480971,152586875,75668,648315,25389,2266,127228,385534790,124094,20373,66123,88,23745,779,79249,553480014,1996,741750101,494,11125,914074,877797603,293771657,38048,205193,42246,252,179686,1048940201,189497261,495564288,247376279,31194,27548,4208,22602,21584,3658,469,179519,49616,775,2133,5,6385,11624,20,182509,182509,556036085,277438832,473,4,656,759,715,30,624127589,311429634,1190635017,4800585,0,395383490,1500663,1500570,3423,3944,26,75,1,117,16,56,135,1430,492,0.464788,0.797507
1559371467.1,71360,2052,81043,266624052,2288,177924213,125893381,506700426,755,411978,714416,106,99193,1402618,161694543,111836368,60429,428665,60975,5615,278677,384633905,275704,5208,38345,149,5884,481,116114,510333025,1744,686348679,118,741,2196855,1153262441,388916501,57287,304467,95445,1907,392037,684905213,293676284,747714808,372033962,62197,80312,524,202769,198213,3024,378,398151,211890,71375,69912,730,135328,564427,2916,421475,421475,779649241,388351248,0,0,474,414,387,21,519300694,258469752,772234496,7932692,8803,254854121,1996736,1992716,3435,4955,2,70,0,59,14,38,139,2097,799,0.509826,0.050956
1558502169.1,466634,1830,79893,355920339,2286,237353639,68838759,282931674,757,638634,1431396,115,41848,859603,309662185,206937100,32221,411277,42229,3833,210579,359232241,200288,3724,44208,143,13863,2165,1450779,543962494,4800,733812323,337,53145,2640019,465527221,160649897,267241,728390,500924,74,2003789,765555854,302330793,276278625,123976580,305356,322488,504,364929,375330,999,91,682907,295651,226041,308385,3097,539638,2136351,12378,2184697,2184697,291019251,132940016,2,0,5405,24989,24133,616,401652101,199174077,566734053,10286448,0,176383166,2052615,2051892,335,394,0,1,0,11,27,129,119,1240,655,5.503567,9.449738
1536529170.9,667422,365,133542,471069802,481,314284618,83329543,334269803,750,410992,712058,106,38071,635773,213654859,147871483,29851,1046986,71895,400,347204,710175570,335950,25908,37221,135,66494,2197,31931,815978989,5962,1090577226,347,7050,1556779,676941512,227214693,28431,215714,37450,1792,156276,767360771,187783950,790800500,394534905,52449,50510,1463,13929,13120,1998,164,77113,12794,24336,19760,810,39905,175946,3234,313362,313362,304390083,151822539,377,6,377,499,476,14,640095438,319418702,472268977,3293831,1150,156768991,1601069,1594463,55546,102036,88,177,1,273,15,38,136,1783,671,0.330553,0.993025
1546760400.6,9901,315,5572451,466617527,421,325551014,56524176,296572096,366,7085297,8433704,28,8241,10134928,240865746,206248752,465526,4312717,998339,581,4532442,289142837,4498803,967,499,271,20224,1280,419094,570793156,3003,762507488,343,5638,1471524,551808568,186071596,36163,154771,73438,951,296853,979869134,216078891,450672714,224765662,59633,35206,2836,61716,61729,2386,221,163673,63655,18793,13056,1090,27146,126708,4347,2644,2644,812281700,404908241,0,0,0,187,183,19,809491256,403401326,941690496,5890818,483,312006728,1820466,1780992,69893,108978,66,395,2,1344,16,55,119,1113,577,6.824287,13.066875
1553974009.8,65913,2618,84816,249188964,3060,166256707,75536557,304233080,1492,1165880,2055535,4968,106018,1578912,155569219,107762557,56313,152085,60501,2419,300470,472121510,299669,10165,38183,122,97112,6519,71461,775705118,21509,1040624741,153,1674,1642624,1179545882,396510951,60643,273741,118247,1254,484857,924386036,163642119,361018159,180020650,48333,45290,2580,166950,166727,2974,416,386723,331514,17242,11812,1071,23839,115627,4255,246325,246325,411335433,205163635,580,4,255,839,790,19,639310742,318760193,911062649,5655586,531,301732559,2079577,1977814,46228,84188,60,230,1,300,13,39,141,2191,657,0.453039,0.319608
1551025232.7,411018,1452,50891,255443561,1638,170360709,81772651,335843028,1118,843717,1311262,2575,100956,1319411,138718987,96002235,52924,720559,33366,3055,157025,514172127,141241,4964,38584,197,132070,7102,62249,358927262,21987,483583502,325,8453,1372696,518946076,174670465,27887,198454,57241,1125,232605,750445959,211291770,611250550,305153973,73060,68824,3240,22634,22368,4413,433,176791,28241,40265,33464,999,64408,301277,3988,114532,114532,717832556,358138094,4,0,3,96,83,12,706212139,352218734,614221505,3454912,1035,204015044,1606396,1600592,1399,1448,6,12,0,29,14,37,136,1530,336,0.501823,0.983747
1545407999.6,67372,2656,423301,393724185,2790,263012763,122483510,495056738,770,476478,726665,124,44614,936269,223940538,156034065,31683,343273,135710,5560,658201,261495085,656187,4489,66278,185,11373,1223,425927,536309222,3072,722679176,495,8885,2044646,606493268,206198783,53097,173417,103090,67,412469,803627729,165563453,313203422,155510000,134245,146445,3322,148890,144431,514,39,325301,204070,145846,147874,1371,294739,1174206,5480,998416,998416,359003519,178559833,672,5,37,200,173,14,243380277,99719649,805480829,12319199,701,264191937,2461925,2456863,5504,6231,58,366,1,275,0,2,155,2521,985,0.04348,0.039129
1548012715,52294,994,142758,369673314,1064,246568332,99021588,405996103,608,301308,524313,97,44117,873591,332819371,227883415,32179,172336,88479,1925,443038,342853735,440640,9249,4794,169,95467,6405,115179,910178074,20876,1220668720,1658,45641,3382033,786875943,266584551,130878,461100,35327,59,146387,1623901290,150680294,665731569,331892903,34339,13880,3110,129909,128828,2136,322,290344,232296,79521,67183,1069,130134,599995,4275,245175,245175,602422463,300929410,4389,350,0,214,177,33,814357235,405750497,541725839,4611007,10,179354479,1677179,1673060,3964,4514,12,51,1,214,36,144,123,2832,1278,0.460074,0.991813
1547575027.2,669866,393,94271,364666236,468,243212672,88983601,365261829,351,99346,107855,28,13770,155489,516595731,347784320,8376,795751,55630,389,290902,518432692,254040,2096,7758,263,27947,900,198282,716958679,3407,960785242,315,6999,1621978,707993574,237670428,19609,119497,40083,1028,163899,843963344,129765248,478784459,238831804,51259,49436,2407,31460,30747,8985,437,139685,37673,45207,31963,908,59958,321499,3630,94618,94618,412916151,205883751,912,14,593,647,614,21,379339745,189143344,615018543,3456022,1969,204133641,1418551,1409934,2827,3289,16,58,1,96,18,54,139,3128,1326,9.657131,0.989431
1545125061.5,16706,332,272921,216464370,483,144950198,120287290,493830956,388,710148,714779,62,7800,757032,224658297,156153089,19153,291677,175523,198,858791,311329391,854707,13931,35418,246,96924,7135,220964,356008940,23209,481830851,304,6019,2280554,840437543,283241812,181788,529357,183861,1563,746756,802293939,199697842,392178357,194848257,194063,211994,397,124112,123956,282,13,216483,142787,44885,43107,849,74760,349306,3392,1142306,1142306,363207814,180478690,499,4,5,711,687,13,378978150,188260803,1067360000,13321797,765,350999605,2693597,2656029,41289,78494,20,551,0,153,14,37,120,1972,820,1.241234,1.206919
1549405375.1,333022,2312,54979,183341593,2998,122209026,106296928,434300455,760,414047,717491,106,106483,1572339,178878579,123925198,59760,303352,12798,2801,66758,336923141,61161,4407,38546,171,15962,512,73725,836245447,2078,1120770177,460,7064,1464767,681651929,228783089,46608,199984,91646,262,370533,855055151,191572136,477074605,237897037,105016,101521,5410,21864,19024,441,22,53884,20885,989,247,69,4006,4686,276,381746,381746,557140500,277922316,460,4,4,289,236,19,768788010,383445583,676946010,4259911,585,224377807,1723828,1669906,3506,4055,26,107,1,118,37,145,134,1645,1018,0.517254,0.190456
1545423580.8,44695,1647,150579,394825253,1934,263426147,62814464,260127117,1027,637656,1030495,1795,44763,876448,233707067,156652048,34135,135138,65254,1778,320215,476888561,315268,52020,66221,186,15722,1191,91931,1055606849,3618,1413760440,568,12178,1641263,585539465,197091221,210163,1033485,8847,1125,39124,912563879,120646336,338182565,168390749,102342,101525,2074,158106,157758,1917,281,347702,290298,54287,37310,1744,69200,363306,6972,564354,564354,306572547,153004502,4804,324,430,761,714,31,674788411,336233744,1177126045,8861240,101,389416135,1907244,1906986,18363,33773,64,155,1,268,18,54,153,2183,1274,0.463746,0.794881
1559570896.7,185828,1140,95507,344023614,1159,229439287,77507737,317019174,1922,1030168,1702015,13775,44311,872655,346060484,231383703,33119,160008,16890,2010,82593,356071015,81954,5252,66182,173,11627,225,69718,1189344911,581,1592204058,344,7448,1691807,966481843,324268411,54773,247653,105750,1828,434943,859056423,183562885,324402988,161653144,16683,16358,339,44929,43767,2984,429,151662,51868,49947,32007,1420,60967,325015,5669,7796,7796,803195784,400512008,0,1,0,410,408,32,789932746,393857968,486501135,2356007,1087,161472827,741440,732346,6008,6694,32,312,1,273,18,55,148,2181,1019,0.513538,0.970941
1545388729.2,266675,1567,94846,191376746,1727,127496408,123550230,495427501,807,425239,735803,296,96700,1377880,229696598,158626833,59022,335123,41643,1628,201278,476759097,183501,5184,59403,105,11236,588,29025,619013200,1575,829826659,734,33765,2256519,844090138,284291431,66912,255078,117554,1146,480675,835476548,189267067,631448268,315078086,37343,19385,2425,63621,61943,868,50,199129,78132,38485,32801,748,65756,284512,2988,169672,169672,626869051,312679529,216,12,484,619,591,14,418310496,208560330,555425936,3819628,695,184230600,1596732,1592037,45346,48382,82,899,1,229,15,40,135,2749,788,0.040023,0.036249
1540897618.1,65758,1935,320398,310103389,2256,207171603,96384437,398559365,768,572618,717028,102,45339,922045,198052097,139168637,33926,409970,131552,3048,662162,397905865,655182,22071,38193,130,6215,234,458034,121772224,959,300979517,1476,40084,2256804,407347713,242860024,103477,302980,188036,94,752324,785906351,182510278,305258482,152017302,87411,98134,522,96839,86709,1190,121,201458,97685,47732,48797,101,98582,385990,404,1016184,1016184,192326923,84502793,8,0,2,165,139,16,336370274,151557689,483132317,4978751,0,159571650,1524012,1522859,63675,99585,48,118,1,1236,0,2,140,869,293,8.722033,1.10106
1552586606.6,251648,1976,59048,138270457,2109,92098400,175774523,711465220,485,356931,616229,35,45427,876512,316327739,215592667,34190,530500,21595,1787,107252,315150722,103077,9048,45116,288,90140,6184,127027,294973777,19547,496711767,180,1105,1390025,471812986,224588570,41196,154331,80486,85,322188,823456105,79577399,307975494,153516663,51391,53088,496,76850,76804,514,43,185553,138202,34946,34186,173,68375,276367,692,284410,284410,297105013,148107059,717,20,3,281856,164467,69279,317843531,152164628,563545184,3312571,0,166527818,1356022,1355095,7949,13657,40,164,0,38,0,2,130,1097,194,3.996609,0.727228
1548444477.1,15979,789,3256505,438217220,1021,296116051,89269063,388810290,719,3246237,3884135,102,46086,4030281,357515789,262313200,186292,1655058,827621,2201,4065538,470096152,4062555,15909,74052,220,89374,6895,632302,461785640,22887,650744491,1815,48062,7602992,565013800,201537090,1234368,2366647,1656876,972,6630297,1088674400,268435637,425241105,203864300,499080,809321,1837,520245,521640,3005,415,803571,60614,460533,745375,977,1557360,4822648,3907,3936787,3936787,390055487,186949567,404,7,559,758,714,63,272696501,130593069,735857719,68737113,828,218295185,8286864,8235491,69482,108355,160,347,2,1442,14,39,161,2501,918,0.579907,0.050715
1591059279.8,5199155,2957,7174819,42808619.5,4647,34422583.5,8657757.5,88085896,626.5,28567.5,43302,58.5,7530.5,55412,43437756,43628637.5,7310575.5,20308243,7930416,3565576,41219214.5,800322568.5,31721386.5,9376517.5,19795,360.5,11535972,188334,15326262,100663757.5,13289962.5,188989094.5,1835,48560,1317335.5,95471275,58429914,7451940.5,48125257.5,5586020,2020125.5,30422646,188014192.5,417651502,75855710.5,19085345.5,7597287,6845940.5,7872582.5,2511.5,3591.5,6409506,5778529.5,35735032.5,14080923,3517572.5,1484320.5,1761743.5,138414,20002173.5,7046964.5,29048215,29048215,69939383,17657467,5003,357.5,5081.5,3824,3392,410.5,69184284.5,17353720.5,97843030.5,96131963.5,309905,2092101.5,1341109,1227185.5,73373,113350.5,206,2599.5,2,1554.5,34,142,194,4177,4052.5,0.077149,0.029941
1542053907.8,21390733.5,1149.5,77858,276852879,2208,182014708.5,97846294.5,409581891.5,619.5,263822,435454.5,34,25175.5,524743,308742450.5,221846512,60811.5,23881220.5,29873.5,11642.5,178156,537266475.5,134339,5701.5,37303.5,260,8139173.5,132268,10408287,71626734,9037641.5,133335510,1597,41323,1301515.5,68220124.5,42485390.5,5419854,35850644,3990181,1256277.5,20982088,142479064,358304840.5,56402686,14065309.5,5619773,4599581,5537591.5,2520,3936.5,5206668.5,4259067.5,28182645,10876711,3018394,1044477.5,1316228.5,67185,16248208.5,5264902.5,19440227,19440227,56783455.5,14137505,2447.5,165,2624.5,2489.5,2144.5,334.5,60026017,14831872,79150581,76982155,169069.5,2177283.5,759775.5,698182,36117.5,56354,61,2053.5,1,685,20,73.5,131,914,2580,2.854578,1.783051
1590907291.3,3656452,974,5692104.5,34180240.5,1927,26857820.5,6911191.5,68965469.5,441.5,24809.5,45214.5,241.5,46267,622795.5,32482034,35361300,5425024,14781218,5707789,2572030,29438489,591434810,22831254.5,6854759,19652,264,15880483.5,8482,412958.5,182589338.5,1369570.5,256101428.5,978.5,32954.5,932091.5,175051165,75410603.5,207308,26454984,34291,3368,126705.5,222184251,310501137,105667762.5,55264379.5,239023,213249.5,208645,13656,22621,660927,619402,30061915.5,455138,26747,15233,3356,24259.5,139217,13407,137732.5,137732.5,96471140,50445098,5644,193,2599.5,12436,7886,4520,107389688.5,55098426,169021650.5,17873762,158618,61792047,1051523,946141.5,47992,73453,132,9645.5,1,740,18,72.5,158.5,2725.5,15259.5,0.166247,2.627948
1546243855.6,3428399.5,1347.5,5319963.5,32034182,2749.5,25158184.5,6868518.5,68874817,1119,333653,594617,6620.5,5686.5,61654,31490946,31778636,5250675,14024731,5488626.5,2460800,28378833.5,661933926,21953940,6526577,19561,274.5,15661315,8494,865319.5,180047641,2053735.5,253202531,1751,38328.5,1822756.5,192636842.5,87991429.5,523713,28981591,44860,4989,165107.5,251338326.5,322693707,109946201,57272652,491064,507392,515744.5,10129,16309.5,1003492,953294,30107191.5,889371,11772.5,9033.5,1222,11262.5,58464.5,4880,126945.5,126945.5,124724889,64938444,2432.5,182,2406.5,16200,11417,4288.5,108597493,54931661,177136817,23628030.5,159505.5,63078518,994685,901739.5,74452,123568,78,10274.5,1.5,809.5,21,109.5,143.5,3624,15372.5,4.77198,3.333807
1560703702,26336328.5,1166,1980309.5,327156569.5,2765.5,218498819,107750222.5,478137830.5,536.5,260821,430682,34.5,58816.5,1281557,308570518,228803254,1907986.5,28496490,16216,2938,95313.5,542598069.5,80629,9708.5,30638.5,296,14273014,7702.5,1904847,166454625,2590361,231166129,1068.5,33481,980561,171333376,83109786,998089,33595340.5,38400,2733,133518.5,275960323,338663864.5,121426378,62436043.5,1009504,947791.5,946949.5,9834.5,16083,1406948,1346833,31216260.5,1756278,26214,14586.5,2795.5,23737,132588.5,11171.5,173042.5,173042.5,112331429,57674919.5,7864,377,363.5,13936,8549,4782.5,121654519,59956230.5,176463055,31028408,302187,59724095,1643606,1493855.5,50074.5,76208.5,88,10114,1,750.5,19,109.5,153.5,3738.5,16198,0.802544,0.5683
1562287304.8,2877058,25762,4387059,25910529,16468,20721467,5512084,54971152,462,40541.5,68950.5,121.5,5413.5,70345.5,25815772.5,25778949.5,4353415,12099971,5428858,2121557.5,27732276.5,665551776,21714179.5,5883455.5,297.5,270.5,16359685,11066.5,3980143.5,192638133.5,4517080,265592223.5,967,30288.5,810468.5,182661468,95462222.5,1847903,34935146,52374.5,6321,197173,291552307,343442047,131517880.5,65669348,2057352,2057034,2114521,15250,14666.5,2386722,2443033,38742613.5,4445822.5,27940.5,13660,3372,21574.5,140155.5,13466,162045,162045,131281086,65598633.5,2413,168,268,12211,7715.5,4475.5,140093258,66050374,244661295,56895565,233178.5,76506271.5,894112.5,816165,62295.5,99280.5,113,10826.5,1,832,17,76,151.5,3418,16796,19.27865,14.043842
1562023524.5,24164906,1733.5,7717033,285224201.5,3824,194111280,87860218,421783379.5,605,252603.5,419231.5,47,23577,514342,270251172.5,207990387.5,7272410.5,36252950.5,306636.5,108563,1574917,504243756.5,1234408.5,319272,38955.5,267,19050154.5,10556,6403862.5,225842044.5,6432073.5,309154875,1028.5,30823.5,858247.5,192028757,105008249,2689470.5,39765999,31571,3677,120428,303515472.5,310817609,121111680.5,59487641,2515716,2552442.5,2647339.5,11251.5,21807.5,2656419,2762083.5,36963740.5,5313706.5,28757,13153.5,3872.5,21199,144578,15478,115406,115406,128710479,63191711,2520.5,177.5,2453,12058,8173.5,3858,152476185.5,69929240.5,224808597.5,59915484.5,153814,66720564,856728.5,777656,58942.5,94268,105,10003.5,1,727,20.5,90.5,148,2441,16631,0.673465,0.503751
1591572462.2,26133319.5,1980,12414744,301832252,3342.5,208158505,90886571,457378316,574.5,252211,420571,99.5,13118.5,592673,281740009,219866274.5,11592621.5,11106119.5,4735681,1946612,24289643.5,608007555,18941813,6422335.5,22068,276,14762826.5,9797,6810427,176897072.5,6317987,239039881.5,1198.5,49223.5,1538416,193519619.5,111538666.5,4044594,47072313,44451,4755.5,174094.5,350125333.5,348529978,139746547,65458467.5,3727723.5,4088093,4232210,12222.5,12439,3593160.5,3854289,42216038,7977295,26710.5,11588.5,3571.5,18865.5,131295.5,14271.5,177419,177419,136948537,64080431.5,2379.5,172,2865.5,13060.5,8915,4102.5,184148346,80186510.5,220391601,73690024.5,216837,58889165.5,1247750.5,1146716.5,86705,137632.5,129,9067,1.5,1356,19,75.5,147,2660.5,13126,0.007795,0.506374
1596707191,26113393,1303,15914773,286513523,3151,199909051,84920774,443346722,538,156617,246113,39,5511,141225,289878049,228794055,16177711,59169262,2515417,1131752,13034037,750836433,10072480,2889932,40297,296,24216521,13017,14006544,289614847,12459981,392347730,1752,62033,1450151,300080698,179607149,7314212,78112448,58973,5504,222174,548794938,487493169,205089015,92642082,7457170,7065604,7283328,14504,15353,6593627,6313978,63761496,14559467,44586,15387,7346,22700,208638,29366,261096,261096,197264261,89103949,4747,309,168,16716,10688,5869,236536817,99139743,333563296,129913363,309226,81990291,1453546,1318536,84922,132124,98,14160,2,1375,33,142,166,2599,18651,0.494658,0.610446
1591309089.3,18914522,1767,14137190,202134568,3882,143207231,5516260,55038354,447,6892,9758,25,5444,101056,207860474,168638083,14508383,47644832,4677240,2226807,24259856,749541405,18713885,7904078,44238,304,26886024,14883,18626083,321984596,16338637,433763905,520,29111,790982,327766886,198029413,9028929,85473911,63401,7545,253833,583188202,494117917,223400393,95320828,9388270,9053222,9389740,12913,19190,8317142,7842804,70711211,18374585,46414,17050,8316,15620,223945,33218,299870,299870,223156854,95177590,4984,325,4871,16131,10844,5158,260498943,103620660,356939530,164303410,309115,77658872,1437155,1303496,82461,129301,112,12698,2,1370,34,142,171,2906,17755,0.017525,0.713939
1612578565.2,2996349,39334,4637235,24900154.5,21130.5,19916045,5173238.5,51635713,472.5,37742,67803,230.5,5106,56045,24652982.5,24625554,4621648.5,12650528,6149289.5,2247848,31143598,811091543.5,24596013,6755947,2438.5,285.5,27792720.5,292630,21894006,328943243.5,19123414.5,448406138,1740,58584,1421638,331586804.5,201378470,11084761,97860379,82768.5,10757,346765.5,633596363,474458085.5,229728620,94018006,10990924.5,10587579.5,10932577,12183.5,17933,9331118,9203165,74120913.5,21235180.5,77759,31960,23465,19943,411529,93859,1036805,1036805,215810757,88365271.5,4997.5,319,2364,14570,10320,4227,262456062,100775399.5,373792873.5,189474841,309194,74545253.5,1442014,1309436,84994,132111,172,12688.5,2,1428.5,20.5,82.5,185.5,2940,16506.5,13.870361,19.901829
1605099991.2,11667178,2314,11161176,117572386,5240,85315504,29586017,182955688,710,404668,703194,51,18788,429872,109895590,93704624,10342022,33917734,7376988,3388426,37445438,763467365,29512480,8772403,24172,301,28521988,380825,25381089,335742013,22101762,459859131,1817,58576,1421085,324675861,194207662,12312463,97983608,190406,51170,954582,608315729,454528305,222609634,85912489,11142117,11997772,12329743,5978,7912,10114656,10584604,76567013,23661815,167045,65537,58360,20083,903572,233427,823389,823389,226806766,87712371,5267,358,5064,11618,9385,2220,259791537,95249878,324623428,183835521,308088,56450766,1416190,1287199,81513,127562,226,11260,2,1407,36,141,164,4060,11294,0.28459,0.757213
1591058400.9,8629559.5,2069,9165710.5,85187199,4639.5,62659977,22405945,147154250,489,160563,270115,61,14785.5,377617,86871880.5,75658390,9329133,28246810,8374907,3472561,43038489,776681898,33501733.5,8899835.5,8344,328,5398624.5,90216,8164946.5,44448755.5,7085189,90588918,1675,44558.5,1246536,44502350.5,26475493.5,4187676.5,27520493,7466672.5,2802842.5,41040434.5,92243031.5,416339538.5,35042864.5,9145908,4080094.5,4020347,4122518.5,2394,3918.5,3541585,3519717.5,19067311,8111571,5628679.5,2185316,2855280,108806,31264945.5,11421076,40388510.5,40388510.5,34390702,8999362.5,4545.5,314,8263,1312,1259,39.5,35439798.5,9082916,43164057.5,44127720.5,295963,411.5,1257070,1152899.5,64881.5,101122,2,373,2,1255.5,34,142,149,1597,1050,2.725752,0.127803
1572538070.8,7596558,1650,8678380,72330958,3737,53910992,19634545,136613920,599,131602,221139,47,5937,55195,76578553,67951312,9183723,25398426,8015742,3262281,41176399,760245007,32065373,9558631,2612,333,4912020,82351,7433806,41952046,6470785,85601873,1726,44770,1253722,39911789,23930066,3685901,24368009,7631916,2690481,41333046,81897774,378132907,31829874,8365008,3687814,3659916,3742643,2127,3775,3206296,3174729,17327534,7325580,5330565,2053178,2664152,90803,29672150,10656586,42405377,42405377,32942974,8616863,4718,353,5238,1092,1063,17,31708800,8150079,42002179,42914261,300160,220,1259980,1156232,65504,102081,2,160,2,1280,35,145,156,1086,936,2.071783,14.651942
1591106384.8,2960812,45468,4582785.5,24599264.5,21673.5,19675054,4888894,48757362,916.5,233626,406886.5,3964.5,6550,85959.5,24480738,24629069.5,4593022,12008624,6858491.5,2140159,34045685,811178849.5,27432995,6510110.5,2586,322.5,24128434.5,385579,27720072,261637933,24102392.5,390126416,1885.5,55143,1388220,241248178,144319940.5,14011871,103834725,1454283,468063,7680332,517531449,462453850,162010192.5,54322915.5,11563800.5,11050994,11455108,4281.5,5482.5,12156967.5,11506977,75067886.5,27265393,1651558.5,632370,650067.5,20934.5,9126931.5,2600205.5,5695225,5695225,185766338,62331535,4936.5,357.5,5446,7416.5,6575,787,175855879.5,56758768,268030524,192203666,308817,30028855,1399270.5,1276228,85435,131755,109,6404,2,1397,34,141.5,189.5,2930,8537,8.014233,23.9427
1591309000,6765280.5,1216.5,8812708,61607889,2547,47061104,14513558.5,113795192,584.5,71610,122138,25,10035.5,232020,63154514,58412828.5,9045763.5,24216747,8501084,3571748.5,43433593.5,762225129,34005473.5,10184691.5,2259.5,333.5,16935631,266018,20796246.5,179659692.5,18265999,276301337,1838,55940,1369144.5,205597277.5,121690006,12839736.5,90800282,2181252.5,609945.5,11154748.5,417049217,436560065,130105799.5,41333966.5,10079178,10079386.5,10396116,6362,9089,11829964.5,11727879,70602567,26766919.5,1773570,667442,695689.5,57604.5,9755528,2782746.5,13173318,13173318,140220260.5,44527607.5,4615,307,5578,6804,6026.5,690,152154640,47139808,185146663.5,143090600.5,308297,16477488.5,1357229.5,1239650.5,76555.5,125489.5,135,5640.5,2,1354,35,140,195,3160.5,7233,0.263678,0.732309
1604782127.4,3295647,36455,5084986,26522593,20324,21141268,5402396,53699578,422,10358,15986,35,2164,13831,27551610,27515137,5114855,13392939,6772035,2384733,34433988,807073268,27087137,7004757,215,316,12396288,205260,17168173,116685338,14872788,203013822,1881,52176,1437143,127052001,76579378,8401065,57243335,5016358,1575855,26395814,230583241,425375952,79474969,22844123,7560019,7347209,7565851,4916,8926,6686049,6565920,37694396,15238249,3265387,1258337,1344788,80530,18084318,5379138,25540040,25540040,86640758,24712618,4666,331,4803,4825,4169,627,94870902,26509099,127222265,113387627,321800,5696539,1382246,1263239,74780,116125,256,3284,2,1434,34,140,205,4018,5293,2.528128,5.712958
1562548374.8,18115631,206,6061605,264347383,175,204459047,61383728,315621851,591,45260,62546,34,12662,386349,267825910,156667549,5401054,24695248,1048245,5413,4260644,731702753,4245952,19666,71243,324,37804201,554311,2862984,641787513,23470,608284216,1677,64357,1449933,654381032,272541564,2618508,80335494,1166456,2114,4661550,883789581,479552416,500216839,152114380,352936,2567926,14429,2645880,2766436,20338,1916,80161623,1902432,134405,1021392,4324,1956215,4652413,17271,4719160,4719160,496700150,151047848,4535,372,4816,15539,11528,3985,549517469,165056672,711351634,51588181,307197,120363633,1437135,1309825,58795,104200,244,13751,0,282,36,142,171,3111,15939,0.656997,0.794905
1584593110.4,35093274,953,11887047,385715850,688,292173666,90982058,571148152,592,130917,205915,47,4220,107412,400344835,305685119,10174707,46991759,1171772,4564,4822041,745840485,4805399,16451,8656,321,40564447,647615,3091277,511967819,23716,652521187,1728,58660,1442055,540884780,268484113,2842854,86431426,1305187,4856,5217746,873058855,486747398,399083647,131599939,370548,2858362,16163,2808680,2986995,21689,2614,84317767,1904546,175018,1157479,4496,2428568,5304736,17951,5547886,5547886,390388787,129167353,140,6,5056,14378,10735,3936,439029351,143151893,547157049,223299763,312257,96188432,1434900,1303761,83657,131050,212,13091,2,1420,6,19,180,3384,16269,0.566476,0.624569
1587571340.6,36762836.5,378,11020625,341084690.5,460,258652117,71895020.5,534033605,607,249751.5,424575.5,67.5,38835,653610,290869251.5,262406420,8900845,43571679,1643547.5,8195.5,7072884,744686282,6676456.5,401027.5,7028.5,335,46206854,740502.5,4356956,475792817.5,23376,742734048.5,995,34828.5,1107620.5,283469889,159744051.5,4073267.5,101096313,759070,5657.5,3041310,923524528,475631170,344968947,114340478.5,438989.5,3625839,15656,3442733.5,3479192,21591.5,2061.5,87926832,3041315.5,107959.5,692632,6008,1306219.5,3149126,24008.5,3036158,3036158,332846643,110163188.5,4650,351,4999,10947,7387.5,3616.5,281664364,92170783.5,459367901.5,313248432.5,303842,81047649.5,1405917.5,1277666,79538.5,124895.5,205,11204,2,1428,34,140.5,185.5,3967.5,13531,0.599076,0.666924
1578505319.9,39132513,896,12777180,432532377,926,327764642,104809830,659445712,580,82580,116008,47,39651,537601,433075580,330337543,11067953,50630431,1066410,7532,4392431,732837700,4365694,25196,28228,327,41655074,670208,3276916,525905213,22632,670114054,1780,58522,1450340,544423063,270815294,2993327,88954752,1243315,4587,4955934,897675610,470967495,387877405,127616712,376253,2964151,18649,2999255,3129678,21605,2485,83931608,2257581,141696,1012906,4909,2004902,4584994,19601,4834514,4834514,392209616,129041479,4882,342,2342,15877,10590,5151,417479707,135981610,559107565,229735388,32,97814372,1334195,1312206,85232,132531,196,13423,2,1420,35,142,177,3793,17895,0.638806,0.619302
