"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","y1","y2"
1542705810.7,39383620,1125.5,2444929,418562834,1117.5,324011977.5,94321385.5,810472591,1929.5,901382,1534121,13365.5,91994,1719571.5,418821728,407017093,78942.5,41895718.5,19809.5,5946,117001.5,771493463.5,78887.5,38728.5,81329.5,265,0.284134,1.342759
1447239835.2,458623.5,1119.5,14949187.5,511374826,1160,384731418,126416732,586068465.5,1866,2595668,4938531,13394,92790.5,5076563.5,511147458,294852289.5,783480.5,15537092.5,18339.5,5259.5,105733,723664349,73060.5,33003.5,35784,249,1.078516,1.756381
1552132790.8,233667,1027,16576758,555698856,1045,416644002,138944449,629385722,1863,699144,1187764,13208,91246,1284258,556721455,319693524,675215,16928031,17930,5153,107060,779749517,71520,33006,35489,268,1.086663,1.7542
1463897483.7,890707.5,1165,14636006.5,504107417,1226,381174206,120088290.5,675682356.5,7845.5,22927277,45032777.5,13794,174121,44606806,501539348,342209753.5,867477,15824835.5,20348,5570.5,115035,738415291.5,81196,34297.5,113746.5,259,1.127925,1.640595
1565772489.6,8972243.5,1002,16295749.5,527915653,951.5,396578321,131143027,595682706.5,1858,675642.5,1158352,13094,92960.5,1297167,527812482,299361528.5,2937234,25269773,17180.5,5104,100920.5,782745987,68445.5,32471,36840,269,1.209635,1.297949
1412218708.4,7285108.5,1152.5,14135343.5,473185064.5,1171,356599340.5,117440247.5,585664409.5,2105,10686262,21113682,13540,97662,21966484,474659026.5,294979549,2371138.5,21658491.5,19867,5459.5,113871,707669215,79247.5,37144,39264,254.5,1.12876,1.588652
1415676074,176809,1071,14595390,501940528,1076,378284693,123255616,603107600,1991,8192529,16011111,13547,96019,16215835,502405148,304267227,672430,14811586,18107,5146,105274,706214522,72104,36621,37818,243,1.13161,1.463838
1565591858,8968069,992,16327206,530941510,995,398621141,131804046,598348964,1889,696682,1198198,13547,93566,1297444,530083111,300886411,2749930,25276351,17345,5093,101980,782817603,69143,33069,36627,269,1.155894,1.620844
1445561583.4,143697.5,1029,15245902,512775275.5,1052.5,386067551.5,123218221.5,578019710,1862,4199139,8034708,13353,93973,4897489.5,511472542,294874978.5,634410,15314255,17649.5,5142.5,103553,724817910.5,70363.5,30324.5,36787,248,1.072023,1.676135
1511742443.5,199786,1071.5,15720381.5,534355527,1122,400707977.5,133664645,611415789,1897,1672051.5,3074269,13535,89254,3132838.5,538261797,308513825.5,682693,16019339,18384,5204.5,107764,756158681,73239.5,34689,36669.5,263,1.125216,1.320252
1565640346.2,8642847,1015,16520866,531019021,1017,396866093,133859493,603979633,1890,698309,1199664,13508,93448,1299285,530933407,303618835,2889641,25194208,17384,5124,101992,782850526,69307,32831,36413,269,1.147263,1.296709
1566055503.6,9050097.5,987,16406778,528974851,948.5,395770707.5,132727598.5,599702014.5,1878,689843.5,1183987,13383,88707,1254888,528423038.5,301625590.5,2856598,25519537.5,17392.5,5136.5,102652,782820564,69258,33012.5,37053,271,1.112589,1.469589
1414724926.6,183988,1130,14494272,498527258,1153,376916641,120524143,606536175,2091,10669002,20753102,13604,97748,18092188,499847919,306142752,760181,14930350,18897,5319,108243,711629741,75389,33398,39499,248,1.083603,1.581218
1420287689.8,133629,1036,14798047,495777044,1071,372303456,125401894,593884079,1904,4969843,9561957,13527,94223,8495177,506337753,298673471,637995,14965091,17862,5140,106139,705877910,71160,33070,36943,246,1.173962,1.538483
1474755742.2,195116,1074,15262837,518442573,1099,389606370,129860162,599098502,1898,2235020,4203785,13535,93993,5055402,519374582,300273506,649216,15661395,18421,5224,107243,739488450,73488,33686,36686,254,1.139438,1.591839
1567688524.4,535836,1094,16627637,554347824,1084,416610845,137564260,624472799,1892,822433,1323889,13510,93388,1423484,555285234,314500023,822999,17205116,17213,5107,101539,783018587,68611,33807,36857,271,1.096641,1.337994
1565501321.9,8620517,1002.5,16499110,537324736,1003,402961306.5,134104936.5,607831764.5,1900,700378.5,1203139.5,13547,93396,1298755,537939061.5,305961034,2838567,25202438.5,17236,5108,101795.5,782793857,68641,32874.5,36615.5,269,1.127755,1.176091
1427118242.2,539117,1149,14564507,485933673,1152,365953546,120831317,619834821,2192,13809853,27116679,13542,99284,25286483,487711541,309695153,742676,15066656,19586,5394,114501,713499639,78159,32537,39136,245,1.142084,1.353871
1431462029,460697,1078,14776853.5,503695995,1115.5,378556271,124996459.5,577777237.5,1875.5,3125162,6003812,13485,93579,5254371.5,504301482,290175892.5,717814.5,15233936,18320,5198,106577.5,713861838.5,73045.5,32346.5,36915.5,246,1.211076,1.657437
1531049637.5,208555.5,1015,16282105.5,539825187.5,1068,406207208,132512744,609364367.5,1899,932163.5,1554488,13553,93589,1436480,535286352,305029902.5,675250.5,16414180,17417,5112.5,102587,765182414.5,69436,33241,36855,266,1.17118,1.489589
1395148694.6,151295.5,1052,14496215,489797861,1077.5,368030520.5,119362381.5,573836762.5,1934.5,6080785,11797846.5,13520,94672.5,13235402.5,478996339.5,288575233.5,614702,14539737,18383,5213.5,108273.5,698659107.5,73276.5,36357.5,37054,239.5,1.110593,1.285679
1561846924.2,6634097,998,16370467,534036922,1008,400796493,133109589,613129412,1910,2393277,4524033,13464,94797,4623378,534071153,307958689,2528894,23181265,17678,5150,103092,783131084,70474,39124,37339,267,1.147929,1.449323
1566558977.8,256052,1060,16630912,556629661,1007,418060717,138291280,629119800,1878,1091357,1918974,13332,92752,1914717,557000500,316638281,761528,16941789,17221,5049,100294,783262075,68583,31829,36482,269,1.081813,0.388821
1565507540.3,8408875,1005,16448073.5,538701536,1015,404998732.5,133429350,606805235,1890,696970.5,1195151,13420,92839.5,1282669.5,538764804,305090853,2887753,24890550,17173,5091.5,100534.5,782763205,68406,32081.5,36834,269,1.136745,1.334126
1336514282,342022,1299,8387325,447968265,1268,360341502,87355822,985620724,2438,98718571,197164366,13443,102520,195861976,442380858,489701936,447015,8663078,19615,5301,106840,668708745,78070,24889,38363,231,1.493014,0.8304
1515297005.8,2025658,1061,15860822,528815678,1026,397026608,128609126,610897383,2068,5487929,10581522,13350,98517,10748657,517030052,307698249,1152436,17826496,18431,5144,107303,757364732,73320,32370,39120,260,1.169046,0.862625
1566197425.8,9150054.5,1021,16382677,526562861,987,394055355,132058379,596793445,1850,675067.5,1156477,13096,92215,1275777.5,525935369.5,300206046,3346062,25596349.5,17249,5058.5,100809,783014827,68715.5,32210,35405,269,1.186014,1.310919
1570249844.6,132295,1011,16649883,551343827,1004,413015613,138875040,641150159,1902,2948221,5490998,13336,94556,5411705,549361785,319150809,759348,16869328,17358,5075,101794,783286186,69134,33118,38303,270,1.120514,1.2485
1579389236.1,1391560,1006,16780771.5,555815396.5,1006.5,415814161,139125245,627861376.5,1880,1476162.5,2654049.5,13366,92827,2711575,556178573,319363815,1066367,18304312,17795,5155,103126.5,794292054.5,70867.5,32894.5,36785,271,1.068614,1.365839
1565710735.5,8563038.5,1086,16484509,540766343,1034.5,406461046,133979083.5,609118794,1876,691105.5,1184878.5,13331,92668,1283639,540588380,306209804.5,2995917,25114339,17318,5107,102131.5,782864307,69007,32796.5,35986,269,1.12621,1.262363
1565958460.8,8680834.5,1002,16529179,537825021.5,994.5,402276210.5,135296507,611138833.5,1871,689531.5,1181007,13287,92195.5,1279109.5,537504318.5,306982498,2912340,25267293.5,17330,5080.5,101392.5,782998627,69046.5,32295.5,35991,269,1.060744,1.239915
1476208849.5,373139.5,1055,15322068.5,505518197,1015,379705895.5,127304534,603737723,2069.5,5241987,10097210.5,13411,98391,10210603.5,511722503.5,304329666,755057.5,15649352,18406,5147,102636,736530068,73225,31284,38783,254,1.195325,0.913994
1544416471,163354.5,1038,16295236,542496257,1026.5,407540028,134758546.5,636417852.5,1958,4970309,9533703,13701,97034.5,8478404.5,536437946.5,315012914,747907.5,16757027.5,17955.5,5209.5,104575.5,782872821.5,71469,33572.5,38401.5,262.5,1.092547,1.029118
1587704702.9,248707.5,1028.5,16812447.5,563975103,1014,423058372,140596211,643767278.5,1885,2064262.5,3850432,13363,92923.5,4013979,563985685.5,323605832.5,743576,17050825.5,18035,5144.5,103991.5,793820798,71917,32520,36638,271,1.085759,1.30362
1566251011.5,376382.5,1011.5,16583687.5,553359735,1013,415364515.5,137685832,624823446,1869,705608,1197193.5,13282.5,91989,1288590.5,553450976,314240201,752048,16959927.5,17385,5041.5,101803.5,783189318.5,69251.5,32605,36122,269,1.071677,1.535852
1565937359.2,8105473,1041,16288152,533808479,953,400072505,133315146,603663228,1862,684075,1173190,13275,91620,1271027,533362690,303617429,2599676,24544901,17123,5060,101017,782958862,68202,32323,36196,268,1.041007,1.296528
1368205699.5,300124.5,1194,13472557,464519243.5,1137.5,356289984.5,107554038,713972395,2545,38897529,77223499,13378,109340.5,77312365.5,464740066.5,361071061.5,657120,13801021.5,18980,5237.5,89209,682921741.5,75480,27561,42228,234.5,1.362011,0.683526
1581011079,229164,995,16473332,546302040,971,409471344,136605169,630883382,1841,3094415,5924743,12936,89417,7426640,554739125,323702741,700735,16954043,17576,5088,101931,795187080,70003,2076,35630,271,1.02274,1.310916
1565941938.6,4574475.5,1012,16574785,542384118,1020,406708767,135435784,617318676,1886,701263.5,1198938,13468,93490.5,1295424,542372422.5,309714974,1722057.5,21119301,17553.5,5169,102755.5,782885661,69946.5,32488,36805,271,1.017097,1.482342
1484099260.6,6651481,1019,15305055,509939496,995,383089469,126654756,596906796,1958,4339451,8296264,13290,95770,7971212,514313564,300917327,2414765,22235269,17652,5145,105388,743107230,70215,34601,38305,257,1.0599,0.99053
1559948877.8,50722506.5,1740.5,265970,605045125,3774,465323849,135996612,966533220,1853,879049.5,1494999,13154.5,96062,1761711.5,595707605,485062170.5,2920962.5,56725253,2899315,2742060.5,17127287.5,785159784,11598384.5,5516974,82332,272.5,0.827253,1.339904
1564200020.8,13956958,1147,295719,513584470,2394,346714010,166510749,741709806,1918,1095135,1823798,13352,92314,2065380,514075295,373350876,495564,14730862,465989,391506,2661940,782072997,1863692,796893,113229,271,1.716602,2.075749
1567417649.6,19418312.5,1168.5,244165,525320360,2773.5,360714666.5,164385428,768869373,1868,1066475,1780091.5,13308.5,92008.5,2041500,533166465,391921704.5,754500.5,21372858.5,708927,623804.5,4136689.5,781484082,2835452.5,1278366.5,109993,270,1.651602,2.125185
1550498283.9,49800769.5,1656,275303,594989792.5,3620.5,457222040.5,137644305,965740419.5,1855.5,878150,1493061.5,13107,88883.5,1683022,598071000.5,486580330.5,2965650,56289430.5,2898454,2740311.5,17238466.5,778313143.5,11594998,5533765,79413,269,2.373818,2.740425
1562378922.2,30323886.5,1354,242377,534283092,3341,374572224,159763135,800446741,1898.5,1045587.5,1751551.5,13501,94259,1996315,542729594,407587334.5,1201964.5,33128089.5,1157194,1046622,6741602.5,783830680,4628638.5,2138005.5,105092,273,1.391756,1.859414
1550310406.4,49452651,1464,255794,593751363,3473,458927748,155846793,809077968,1886,1025036,1719341,13406,93499,1952925,533284756,405886549,1381910,37484812,1322005,1203309,7761349,776627407,5287950,5083499,82163,272,1.539564,1.301865
1550700184.6,34474084,1175,247197,547622570,3098,391266359,156134021,831788742,1877,1008740,1694065,13352,90956,1914117,548251252,418073105,1552302,38423577,1509597,1381473,8862145,775449694,6038445,2829877,99963,268,1.342383,1.737406
1548410449.8,37971545,1403,222859,550757953,3186,398383841,151963712,844399249,1883,998756,1679925,13407,91145,1718542,594928640,484295731,2914239,40157099,1517045,1375594,8888028,774287355,6068141,5477744,80953,270,0.660772,1.017881
1546163759,49595578.5,1763.5,258901.5,595121848,3851,458081016.5,136756111.5,965384221.5,1844,871956,1482432.5,12997.5,87982,1665546.5,594322016,483805225,2875074.5,55122928,2815784.5,2656364.5,16745122.5,772828466.5,11264166,5397004.5,79316.5,274.5,1.399471,1.963574
1546881195.8,49331536.5,1671.5,262337.5,594847185,3672.5,457444304,149940680.5,879846704,1895.5,977372,1649135.5,13504,93448.5,1862164.5,564842429.5,441292108.5,2048162.5,55360481.5,2849425,2696718,16966426,773114436.5,11398918,3781826,93619.5,267.5,1.159423,1.610269
1550437122.3,41441358,1305.5,256913,565451941,3384,416174516.5,148849402.5,882025455.5,1889,967849.5,1634146,13464,93253.5,1845319.5,565171895.5,443057147,2116225,45827631.5,2077697.5,1937392.5,12246137.5,779330932.5,8311036.5,3988037.5,92730.5,270,0.986149,1.62876
1550403553.3,52276076.5,1330,198614,598096618,3504.5,459717917,137269697,963898052.5,1842,871348,1481489,12995.5,87688.5,1668323,598790220.5,487204796.5,2893439.5,58317768,2870443,2732542.5,17010099.5,775802179.5,11482981,5561262,79358,269.5,0.932913,1.694061
1550665985.2,49950411,1205,263621,603890182,3188,464577184,136955364,965010206,1893,901410,1535092,13492,92114,1783523,570781332,453892180,2321937,48898725,2233841,2076862,13213010,773085951,8936099,4252765,88137,269,0.97365,1.325154
1546338003.8,50163833,2299,304286,595046082,4921,456293558,142765524,914716738,1883,933926,1582519,13406,92093,1783911,575183751,459183314,2395345,55485026,2949894,2798504,17487691,772769947,11800694,4479476,87324,268,0.927816,1.557497
1546483018.4,45771155,1850,264935,579315939,3884,436123122,142932600,923698848,1903,939856,1595622,13666,94609,1795690,579234222,463572046,2538459,50984586,2484015,2333562,14648579,773641785,9936800,4697382,86856,269,0.760656,1.442988
1547083127.8,46914922,1504,257237,583676114,3541,442674001,140616727,934434712,1899,928938,1578635,13617,91668,1751655,583623835,469265125,2560957,52703068,2500462,2338611,14813077,772622074,10002989,4794688,84845,282,0.764306,1.406037
1555523234,48017159,1432.5,277036,593709433,3465.5,451615239.5,141950898,956339176,1884.5,911501.5,1548851.5,13403.5,93110.5,1734903.5,590242524.5,476742482.5,2858518,53843275,2807671,2643253,16700607.5,778024352.5,11231662,5375450,83160,271,0.863106,1.502725
1596601032.3,13717445,2360.5,39910,54821091,1214,45240566,9318376,226447903.5,1890.5,633193,1130304.5,13390.5,92610,1230234,54765837.5,114690461.5,46714,13793950.5,3298901.5,17265,14913236.5,798362314,13195110.5,1685016.5,36765.5,275,1.786556,4.337722
1567629607.3,42340768,1176,68299,359531448.5,1147.5,242622027.5,117598166,724765542,1870.5,706004,1225008,13302,92800,1365928.5,359414512,360985911,54530,42186080.5,24085.5,5561.5,121027,783003793.5,96008,35728,49990,270,0.75818,1.456834
1563925193.9,44956651.5,1504,70201.5,348739789,1296.5,240629877,107884618.5,769953902,1871.5,699091.5,1215685.5,13306,91308.5,1340017.5,351430871.5,389395796,48479.5,44620018,25999,5671,169866.5,776041491.5,103840.5,25769.5,48913.5,268.5,0.93197,1.645379
1584106310.4,47558907,1465,66647,332881881,1154,234939515,97658582,805234922,1881,694366,1210646,13357,92269,1332049,332887261,404296384,48814,47801615,165186,7858,761978,792405375,660323,102415,47774,273,1.080144,0.786033
1563245091.2,51144332,1742,63748,329433413,1419,237320381,91916680,861526044,1876,690005,1204877,13358,91582,1325691,329557373,432193030,49670,51236831,44105,6398,250570,781804629,176089,52426,47115,280,1.201032,0.888572
1581280662.8,30446718,1504,50884,182992983,1120,133980804,50122511,524245530,1886,663593,1170610,13401,94587,1281230,186688996,261663083,49963,29947259,1609991,12228,7288483,790443313,6439491,804836,42134,273,0.450201,2.976003
1605739231.8,53064582,1517,60299,304031307,1175,225504063,78052190,882768864,1880,681998,1193535,13354,96408,1316610,303886049,443972301,48678,53026176,298400,10830,1345982,803074174,1193395,159762,45606,276,0.364431,0.842633
1596496508.4,43524227,1568,53959,235594213,1181,177237168,57726522,717178071,1901,673193,1184312,13456,94898,1297706,236457462,363778680,49837,44973557,841692,13407,3819413,802244863,3366492,470217,43164,287,1.407445,1.964956
1573569649,13131516,2706,39916,52482696,1265,43303676,8921070,216791950,1860,617127,1100681,13128,89679,1208194,52508000,109964195,47035,13233837,3333955,16824,15075806,786752033,13335251,1727465,36361,273,3.340267,12.527122
1602883306,22574498,1604,44351,113420168,1097,87133738,26006418,374868383,1884,641877,1140603,13351,92766,1244589,112679172,187868760,47273,22721367,2510224,14351,11358298,801403678,10040490,1311895,38812,278,0.872232,3.287095
1598589733.8,21298176,1609,43848,103329805,1103,80209706,22888940,353904881,1882,639712,1137787,13347,92684,1247054,104037484,179469064,46205,13443101,3392703,17539,15318482,798249515,13570177,1729659,37943,276,1.003155,2.687464
1591725394.4,21340385,1733,43268,100218804,1093,78552750,21371875,352750282,1890,641736,1141703,13404,92726,1245619,100140512,178037255,46247,21168186,2565090,15807,11637380,788970521,10260086,1350213,38227,276,2.523653,2.626602
1573800608,13920724,2109,39583,55559020,1020,45873956,9414869,229199342,1846,610943,1089908,13030,87609,1175128,55527724,116246342,45946,13980997,3220468,16765,14568879,786927215,12881374,1656751,35414,273,3.92286,5.891233
1598282483.6,15632609,1930,40951,69795207,1166,55516574,13986559,258124767,1876,630342,1123883,13297,92122,1224357,69760161,130918348,46549,15730162,3103831,15905,14014373,799174868,12414883,1597367,37338,276,2.93641,3.789409
1599957442.2,17121907,1978,40880,74483326,1180,59737955,14516754,283376102,1897,640139,1140881,13447,92891,1242628,74649366,143195612,46885,17262036,3104466,16274,14025281,800030029,12417601,1589513,38037,277,1.378256,2.750197
1573924671,13096085,2565,39810,52346701,1114,43194292,8896944,216288613,1838,607377,1083956,12974,87849,1180244,52405214,109737560,45934,13197212,3345806,16814,15125978,786864689,13382728,1721184,35142,272,4.612351,6.847247
1596960656.2,13568807,2143,40348.5,56031847.5,1190,45721619,10044062.5,223960234.5,1890,633637,1130848,13400,93074,1231519.5,56090146.5,113746563,46433,13683158,3347511,17217,15127602.5,798535057.5,13389557.5,1730720,37285.5,276,3.347778,4.375638
1547586747.5,1894633,1025.5,217818,544819020,1002,355910339,187115044,755253278,1874,1172528.5,1848055,13385.5,92041.5,2138865.5,544455030,382495133,45729.5,2185669.5,17806.5,5124.5,105441.5,771875424,70885,18147,126522.5,266,2.127365,2.35812
1549385565,2058671,979,215486,539380337.5,1243,351545129.5,187397677.5,756385513,1878,1172027,1847430,13392.5,93091.5,2129266,538916176,380300210.5,45474.5,2344998,18506,5142.5,96181.5,770900276,73763,36872,125914.5,263.5,1.898615,2.411185
1547885449.5,1991309.5,1029.5,216814,537713871.5,1104.5,349960536,188873278.5,762326827.5,1881.5,1179136.5,1858104.5,13438,91563.5,2133145.5,537940872.5,380591377,46369.5,2294643,17706.5,4912.5,92394,770647150,70416,23932.5,128184,267.5,1.500509,1.850747
1537855340.3,2341788,1189.5,215107.5,535725478,1172,349995694,181699159.5,733942423,1868.5,1160427.5,1831961.5,13391,92686.5,2121917,535111996.5,375959324,48723,2525205.5,17824,5105.5,114877.5,771757365,70936.5,8766,125628.5,266.5,1.905425,2.433922
1546793442.6,2469706,1149.5,237010,538207084.5,994.5,350504616.5,185853714,750191042.5,1878,1164969.5,1839260.5,13429,91655.5,2129447,538170606.5,380315326,44795,2524089.5,17688.5,5113.5,105626,770933437,70430.5,32149,125999.5,266.5,2.124939,2.40654
1547813867,2484752,1256,238287.5,545180122.5,1354.5,354935191.5,188310014.5,760083132.5,1890.5,1181368.5,1863606,13542,92720.5,2145188.5,541332920,382705065.5,45822,2909467,17786.5,5118.5,103454.5,777756217.5,70724,23742,126932,267.5,2.13391,2.651094
1553242018.4,29985425,973,164514,558708433,936,367006520,191588376,772006542,1861,966196,1570835,13339,89600,1775402,550813454,382130252,46070,31875930,16411,4954,99283,772022005,65313,33329,92835,268,2.391308,2.281954
1543259173.6,13770810,1028,192169,541457481,1063,354284750,187049021,754570801,1866,1100957,1751443,13331,91879,1997633,542241103,379566723,46667,14251444,17123,5069,102419,771915272,68088,13042,114659,270,1.725394,1.670224
1557839721.4,3036002,1158,234943,540422338,1089,353137302,190869549,769601782,1929,1047678,1694249,13825,94702,2127652,548373916,385034859,47920,28563047,16704,5065,98864,783767908,66499,33222,125167,267,2.119428,2.130677
1553171470.6,2776155,1042,215481,538670450,1304,351894286,191337434,771559470,1928,1062575,1713897,13845,92443,2109969,538221312,378232600,45313,25954669,16825,5048,77456,783581589,67072,31900,125496,268,2.095978,2.380558
1544157829.9,34244454,1063,144030.5,557051286,1003.5,366762136.5,189624602,763961798,1888,935512.5,1524884.5,13126,89425.5,1744470,556430650,384243792,45110.5,35184371.5,16375.5,4962,99310.5,772011379.5,65149,33292.5,89225.5,266.5,2.373756,2.102795
1539404950.6,32403705,1028.5,137953,534904749.5,955,351432251.5,192048334.5,773615822,1849,927590,1513351,13088,88421,1707156,552259680.5,382792774,45925,35556682,16344.5,4965.5,96425,772212851.5,65066.5,33176,87503,264,1.068174,3.064072
1554776023.9,3486311.5,1034.5,215524.5,543747734.5,1035.5,354034071.5,192308039.5,776033318,1870.5,1170614.5,1844173.5,13297.5,90448,2124207.5,552731068,390600215.5,46203.5,3812770.5,18608,5396,99832,770898074.5,74011.5,22209.5,126747.5,268,1.908727,1.861587
1543794492.1,22220441.5,1217.5,192434,545251080,1108,357503615.5,187403943.5,755671291.5,1861.5,1040517,1669835,13285,91552,1903146.5,545266241,379943742,46019.5,23833497,16676.5,5007,98738,771780809,66363,57763,105538,268.5,1.605296,1.56639
1544324681,35511938,1130,136149,558960397,982,367908733,190785315,768436108,1836,905304,1482378,13046,87809,1677094,558885025,385961482,44824,35757273,16475,4979,100153,772333451,65621,10692,84693,267,0.986233,2.085866
1544804892.1,6324495,1060,228758,539497037,1115.5,351814279.5,188541924.5,760858599,1880,1153807,1824350.5,13393.5,91660,2085985,539271223,380131791,46944,6552534.5,17535.5,5098.5,103350,771134165.5,69765.5,49104.5,122766.5,266,0.923804,2.667913
