"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","y1","y2"
1548012715,89706,5866,464129,700173529,21025,941470352,1761,43420,2206544,497113619,169254853,213560,1113822,19660,3241,88868,895450860,224647801,498245235,248338454,256859,234533,12176,212675,212329,18242,1908,678690,472358,17176,2312,3177,670,74789,12680,87356,87356,692524902,345305141,5203,349,5728,753,748,3,325135430,161871126,1010034131,10777943,312131,333287963,2192599,2086910,63290,98732,4,27,2,1366,42,162,122,442,464,0.463872,1.008255
1547575027.2,82480.5,6243.5,10640216.5,112709397.5,19858.5,272668075.5,1697,1713681,52839194,109369371.5,116540867,3662996.5,16569145.5,19065.5,3239,86420,339510809,404433449,73263844.5,35050700,5394184,5374158,9968,3678353,3678105.5,18166,1908,9225413.5,7394128,16728,2308,3227.5,1013,73385.5,12897,86830,86830,80483251,33885686,4996,357.5,5294,6590943,3927509.5,1769710.5,92954250.5,34969793.5,123356207.5,84114468.5,287811,17444853,52218787.5,44104964.5,4606860.5,8379501.5,2,1833968.5,2,1368,41,163,129,4479895,1866817.5,9.760292,1.010682
1545125061.5,81860,6218.5,10533501.5,130050973.5,19801,285365970,1678,1568046,59480924,125457221,126802698,3983757.5,18073817.5,19098,3259,86491,355185471,443376340,86981083,35735337.5,3920301.5,5663150.5,10383.5,5691720.5,5691404,17865,1922,11607613.5,11422505,16774,2305.5,3255,949.5,73476.5,13003,86206.5,86206.5,76268484.5,33422683.5,5091,352,5346,6760335,3990622.5,1821304,100131272.5,36914835.5,139548809.5,102973165,287306,19372354.5,63382658.5,54172771.5,5095676,8906117.5,2,1880777.5,2,1361,41,162,131,4666625,2161266.5,1.028432,0.828556
1549405375.1,83015,6294,9431277,120260417,19904,271373188,1704,1668287,56314958,120007179,122224559,3917080,17681802,19059,3227,86227,393907825,449720524,86902128,37000414,4023192,5820768,10057,3951212,3951000,18004,2012,9966923,7943844,16746,2314,3286,860,73073,13117,86856,86856,82540237,35654356,4927,346,5308,7228783,4285310,1970461,105294604,38288456,142738954,103398769,289022,19983961,64639514,55117040,5028688,9147574,2,1978452,2,1387,41,162,132,4510197,2196466,2.71588,5.25057
1545423580.8,83654,6039.5,1634175,861943516.5,20959,1166311426.5,1740,45692,3547859.5,943278878,322534760.5,132848,837418,20223,3294.5,91212,1205402697.5,351259418.5,631705344,312944062.5,1537515.5,1753796,10061,781052,780697,18898.5,2035.5,1806822.5,1602758.5,16934.5,2360,3183,977.5,75074,12704.5,86770.5,86770.5,566866924,281039861.5,8124.5,371,8469,813.5,806.5,2,657364010,325446520,876881931.5,6869471.5,381175,289399499.5,2104936,1980119.5,64571.5,100996,8,39.5,2,1395,41,161,117,415,467.5,0.583416,1.25805
1559570896.7,81709,5816,334648,373088620,20297,504352507,1725,42153,2344206,485852506,165860731,207254,1090452,19454,3224,87785,659425372,224769583,425019578,211616476,286692,265435,10542,283698,283249,18243,2224,808486,598228,16841,2282,3255,791,73596,12981,86858,86858,319597110,159113792,4488,310,11552,758,754,3,502335002,249899840,745497089,9557493,295039,245273776,1890057,1788788,64623,101030,4,48,2,1385,43,160,120,436,416,0.528907,1.029929
1545388729.2,81800.5,6140.5,11082387.5,115569543,19943,278433420.5,1704,2278003,65741220,115901868.5,147299334.5,3579958.5,16304088,19054,3226,86239.5,306563209,409249587,78081079,33470759,3740063.5,5354077,10441.5,3608117.5,3607913,17981,1935.5,9045254.5,7255859,16786,2317,3241.5,959,73538,12936,86320,86320,78368319.5,32958748.5,4806.5,353.5,5297.5,6427303.5,3700874.5,1665517,101055040,34416740,155486670,130690006.5,285937,20801492,62931108,53530562.5,4656901.5,8407280,2,1823270.5,2,1361,41,163,130,4520236.5,1842402,1.104112,27.586964
1540897618.1,82115.5,6308.5,9751895,112686440.5,19887.5,253035717,1706,1608653,55441793,113791881.5,118283850.5,3763702,16969846.5,19013,3261.5,86136,334298602,422247407,80728923.5,34591183,3862337,5592946.5,10259,3643177.5,3642925.5,18030,2008.5,9284418.5,7325497.5,16781.5,2312,3252,938.5,73416,13009.5,86484,86484,77835062,33796438.5,4870,339.5,5144,6569560.5,3911536,1761062,99370481,34287142,133224898,100293007.5,291895,18837616,61143068.5,52111454.5,4984021,8947357,2,1915350.5,2,1375,41,162,130,4544909.5,1877604.5,7.921484,0.908215
1552586606.6,84006,6368.5,9374668,119849638,19955,270922547,1705.5,1453471,58280786.5,118124822,125828139.5,5469533,22106340.5,19096.5,3249.5,86448.5,455645254.5,414835703.5,76353004.5,34168027,6770939.5,5402776,10142,3963463.5,3963182.5,18191.5,1889.5,9885117,7964309.5,16748,2298,3229.5,954,73257,12893.5,86348,86348,85964090.5,35481145,4991.5,353,5217.5,6117513.5,3255376,502,117452333.5,44098194.5,161585139,128159581,288963.5,21434227,55966231,46403590,8016165.5,11593230.5,2,3012336,2,1368,41,163,131,4374607,1655034.5,5.495675,1.375084
1548444477.1,82317.5,6242.5,9151437,113468950.5,19888,245759077.5,1694,1544864,57979513,113201536.5,119765283.5,3595592,16328484,19114,3267,86643,310423407.5,409533481.5,76659541,33656670,3611755,5349205,10974,5775791,5775500.5,18132.5,1924.5,11773608,11588291.5,16834,2329.5,3274.5,989.5,73681.5,13067,86193,86193,79832018,33107584.5,4786,352.5,5107,6420447,3662983,1644289,105829211,36375550,132313728,99612539.5,286808.5,17483883.5,60236804.5,51829233.5,4640523.5,8625399.5,2,1891557.5,2,1361,41,163,132,4586199,1875410.5,11.434683,19.718118
1591059279.8,4666465,78260,9069167,47728215,8685785,78961695,1747,45305,1268259,47163836,22940726,4533253,28100000,12304428,4108637,65537789,79994074,368278346,38252572,9948897,4616603,4546260,4581290,942,1242,4415974,4341185,19172290,9149237,8595927,3792776,4113224,24041,49386798,16452839,65700367,65700367,37901646,9861142,5003,357,5345,847,841,1,38230540,9782307,47741851,30544578,303763,255,1265305,1161494,65136,101984,2,110,2,1394,41,163,139,386,509,2.576721,33.399287
1542053907.8,18729339,9557,90893,216524064,727018,303222879,1732,43419,1344339,217133563,88880610,67373,37573453,22017,3484,98819,315997611,432671386,139967965,73966477,63035,46634,35689,18043,17663,357374,352860,36786737,108035,19597,2514,3552,950,85605,14177,99004,99004,142497473,75469618,4910,316,5129,9900,9885,7,146026879,76475620,222026062,15425400,299365,84120200,1343546,1221230,74085,119844,2,9122,2,1394,41,161,132,387,9604,1.600951,0.560836
1590907291.3,20681516,8507,442676,240110873,1839656,334465526,1728,43680,1352829,235448365,98930446,233467,40614322,22099,3525,99366,340349574,481877717,153962612,80751587,270882,258896,265632,19289,18965,896963,917998,40293688,523683,19478,2649,3597,824,85569,14358,100573,100573,153524925,80535444,4994,348,5098,10437,10430,2,159662230,82313954,237318290,19359167,298266,87432937,1339839,1217902,74512,120454,2,9746,2,1387,40,161,125,385,10096,0.063261,0.380525
1546243855.6,22157210,8397.5,1512817,260011031.5,3152934,357925909,1709,44248,1342796,258186399.5,111674921,625679,45826993.5,23788,3801,107438,380163928.5,481988355,168414593,87705956,555528.5,613084,625789.5,17631.5,17357.5,1569449.5,1550987,44158119,1214586.5,20474.5,2804,3724,750,90272,14847,105453,105453,169244451.5,88217509,4741,323.5,5229.5,11057,11041.5,10,177099361,89585303,264627264,25539223,297355.5,94378281.5,1341948.5,1219495.5,74169,120451.5,2,10170.5,2,1380,40,161,124,384.5,10691,1.431391,0.299957
1560703702,22684916,9273,3105127.5,269081085.5,4934426,366410901,1715.5,53738.5,1375151.5,269170811.5,122823966.5,1520004,50718501,24302,3898.5,110225.5,406334789.5,481831584.5,177995939.5,91178664.5,1654021,1509378.5,1600324,20300,20021,2462203.5,2466913.5,47568311,3103557.5,21037.5,3082.5,3983.5,959.5,93517,15909.5,110062.5,110062.5,177831565,91123989.5,5195.5,343.5,5363,11128.5,11103.5,21.5,189373081.5,93027599,282789917.5,34174754,297307.5,96387665.5,1376658,1253217.5,74419,120994.5,2,10389,2,1386,40.5,159,124.5,385,10766,1.412184,1.759633
1562287304.8,22909211.5,9099,5837683,275773197.5,7115630.5,369639429.5,1714.5,45099.5,1358822,275449972,134180235,2967036,56514157,27489.5,4312,123809.5,424628939,481703321.5,183553941.5,91780447,2972712.5,2942466,3033700.5,15512.5,15269,3596684.5,3509228,51001510,5987155.5,23085.5,3572.5,4302,838.5,103619.5,17176.5,121233.5,121233.5,182667110.5,91206324,4898,371.5,5083,10858.5,10852.5,2,202767702.5,95920873.5,293461705,44513118.5,295801,93590636.5,1351609,1229267,74287,120335,2,10160,2,1380,40,159.5,124,431.5,10581,1.372748,0.071206
1562023524.5,22860140,8994,8563396,281440981,9257862,369185358.5,1707.5,46542.5,1360943,279290033,144205641,4307030,62470932.5,28438.5,4581,129324.5,443723158,481665738.5,193301183,94190381,4646601.5,4236771.5,4344687,12530,12290,4821651.5,4508146,54062480.5,8779205.5,24404.5,3948.5,4597,692.5,110651.5,18370.5,131059,131059,193380499,94372197,11055,380,5112,10793,10786,3,212764834.5,97222415.5,315909772,57528290.5,294843.5,93423720,1366084.5,1238746,77112,123360,2,10101,2,1380,41,160.5,124,383.5,10449.5,1.3369,1.985107
1591572462.2,23189955,9317,12046208,290262696,12031640,374664929,1952,53120,1518328,55054492,26836468,5151776,31611435,13081790,4663281,70978015,90827138,481412077,198399781,93498226,6313526,6006199,6114190,15764,15536,6277440,5951909,58440385,12314460,28015,4793,5196,967,128405,20732,146322,146322,200040196,94341648,4986,353,6303,1106,1100,1,42204126,10814018,325155754,71053918,300749,88324290,1348639,1226796,74385,120431,2,9662,2,1392,41,161,125,387,9912,0.015393,1.974824
1596707191,23759564,9247,15311935,301760778,14850541,383281966,1724,53947,1392401,302088631,166853831,7558627,77684992,33480,5595,153770,498094455,481264669,207428987,93414697,7976462,7337347,7469277,17445,17182,7691068,7173742,62045509,15285520,28072,5351,5455,986,130851,21812,151874,151874,204177358,91918327,4984,354,5410,9961,9956,2,232729262,97353247,333066862,81966098,297550,81789790,1384606,1261694,75032,120584,2,9186,2,1387,40,161,128,385,9624,0.810323,1.638147
1591309089.3,25358132,10031,20178444,329149739,19242155,409059262,1721,52264,1366280,324119627,182644842,10209421,90324753,40356,6653,185200,566907206,471320479,226399508,97151313,9942276,9815162,9985708,10681,10447,9468260,9180097,67515841,19455512,56187,19439,19004,1075,302167,75965,182346,182346,220114483,94324681,5052,336,5556,10066,10060,2,257452160,102592994,362259468,104548713,301429,79749943,1367706,1245783,73814,119311,2,9291,2,1387,40,161,131,387,9752,0.024547,1.40068
1612578565.2,24677776,10385,22572474,323775341,21523824,398326774,1718,50790,1358915,315123827,178766746,10837733,90922719,264778,82657,1385917,537765153,457871870,215130740,88290620,10882832,10258533,10455578,13069,12829,10624127,9930296,67565868,21433219,135577,57215,57353,1352,769048,229401,827095,827095,213912237,87760431,4999,342,5122,9626,9614,6,264424444,100462668,358475106,115493801,298456,69683539,1351730,1232427,73010,117804,2,8967,2,1380,40,160,132,384,8885,0.696939,0.050247
1605099991.2,4754186.5,80111,9235424,48566025.5,8850967,80218350.5,1721,44604,1235038.5,47974698,23263847,12602519,97045566,96867,30427,505721.5,564942961,454346527,222274616.5,87556346,11904611,11946489.5,12164410,972.5,1171,4312766,4305707,18737986,8996334,215324,89945.5,92474.5,1447.5,1217447,369876.5,2182093,2182093,221983346.5,87475869.5,4860.5,341.5,5246,9106.5,9091.5,13,261810314,96284875.5,348940958.5,122317675,299892,62316875,1355451.5,1235347,73131,118058.5,2,8199,2,1393,42.5,160.5,132.5,386,8690.5,0.375839,1.320632
1591058400.9,4591747,77125,8931424,46932413,8547446,77533396,1694,43698,1208427,46747486,22683858,4490720,27549529,12142368,4072010,64649085,78467280,363922420,37351369,9706320,4479449,4474117,4509328,995,1285,4265259,4244592,18610216,8893016,8446267,3769853,4077868,27814,48636860,16311435,64671524,64671524,37282190,9693799,5071,341,5419,858,852,1,37386325,9563522,46984878,30032706,291095,226,1226588,1125888,62983,98186,2,131,2,1358,41,162,136,381,527,21.327833,7.824569
1572538070.8,4592628,76916,8933891,46969330,8556413.5,77633250.5,1715.5,48765.5,1307082.5,226235485.5,123813288.5,11709277,83094193,2390667,697908,12384908.5,409885354.5,413546367,37468011.5,9742181,4484910,4501250.5,4536105.5,6041,5804.5,11117473.5,11080550,60422553.5,23248963,1965162.5,656021.5,659464.5,2058,10475949,2637846.5,12440309.5,12440309.5,173851431,61427587,4841,345.5,5122,6692.5,6646,41,199196458,67197261.5,47233665,30215646,299175,296,1254520,1151436,70010.5,112112,2,5985,2,1379,41,161,134.5,383.5,6198.5,0.1414,0.06825
1591106384.8,16774435,224290,23513663.5,216675755.5,22488811.5,272104292,1725,49319,1304985,202521284.5,111435966,11358736.5,77572562.5,3323822.5,979514,17210606.5,361762090,441700042.5,158400491.5,53287825.5,11548398.5,11500801,11674806,7407.5,7219.5,10502243,10506751.5,54103735,22013233,2349384.5,924303,931689.5,2653,13096508,3726708,16611261,16611261,153934636.5,51751860,4952.5,346.5,5201,5689,5668.5,10,173235445,55961583,235719261,106046159.5,299690.5,26069131,1309289.5,1196753.5,70032,111566,2,5208.5,2,1393,41,160,132.5,386,5454,0.334726,0.041766
1591309000,14768090,218058,22666950.5,188385703,21646710.5,240208963,1730.5,47517,1303009.5,178390949,97899728.5,10919720.5,73266175,4418791.5,1498019.5,23680113.5,318857015,424918342.5,140973772.5,44636482,11384709,10996144,11131306.5,4506.5,4450,10985569,10555283,52412121.5,22495095,3033360,1432800.5,1448199.5,18733.5,17856297,5792767.5,23290519,23290519,136015261,43088214.5,4903.5,337.5,5088.5,5193.5,5071.5,104.5,159433756.5,48778449.5,193856719.5,93785375.5,297671.5,16243617,1289840.5,1178987.5,69767.5,110419,2,5149.5,2,1386,41,161,136,384.5,4577,0.360064,1.365544
1604782127.4,10284093,162557,17580003,121717431,16859900,168429194,1751,46840,1305478,122005344,65827633,8858270,55264029,7404501,2703876,40429870,209095241,408040810,91882485,26251884,8506179,8530140,8765300,4246,4156,8227460,8192412,38052581,17183203,4846177,2650617,2748682,13991,29963536,10994669,39797331,39797331,95053832,27154062,4907,349,5286,3461,3438,18,100865099,28252650,129136256,70485511,309190,6079403,1311194,1200781,68736,108772,2,2628,2,1415,41,160,135,389,3131,0.442525,0.175041
1562548374.8,43695218,656911,6337335,741610496,20851,702603798,1704,43679,1348488,741534134,308413859,5572838,97917879,24312,3934,110060,992102103,471017304,556406627,168752920,701247,5501034,17252,5362702,5362390,19013,2136,87184995,6047627,21857,2473,3864,1031,94801,15435,110856,110856,540693241,164018570,5054,356,5050,11836,11811,19,611513822,183149103,796357834,56935367,294020,133737819,1344339,1221497,75079,122143,2,11026,2,1372,40,161,131,383,11528,0.82651,1.258012
1584593110.4,46521326.5,748299,6118585.5,589736915.5,20945,747784534.5,1724.5,56313,1372101,564180315,280784670.5,5135070.5,98014219,28737.5,4291,129509.5,937045269.5,455031645.5,420455583.5,138860458.5,577500,5261781.5,15518.5,5246122.5,5246066,19152,2149,93752221,5847406,26139,2531,4291,1204.5,111644.5,17139,128052,128052,412721713.5,136318241.5,5173.5,323.5,5213.5,10549,10537.5,8,463049377,151260731,602657906,246645610.5,302998,107017059,1373933,1250607.5,74545,120892.5,2,9699.5,2,1400,41,161,131,387,10045,0.906987,1.601103
1587571340.6,48488798,774086,5662292,500410645,21068,779292606,1716,45135,1337577,483881683,272135221,4805028,100832444,29918,4691,135416,906785706,454344048,354632000,117752860,556868,4766904,17059,4850429,4850530,18950,1942,96186086,5439203,27124,2545,4593,1066,116014,18376,136344,136344,354339727,117657564,5075,343,5344,9176,9168,5,370912551,122068910,498579704,338870724,298615,89172912,1333416,1214592,72420,116960,2,8507,2,1379,41,160,132,384,8961,0.898268,1.499421
1578505319.9,46562431,744988.5,5091975,588071050,21004,748350464,1719,47922,1353628.5,574321112.5,285581629.5,4407706,96842336.5,36654.5,4970.5,163983,942658037,448181797,419300525,138312408.5,503036,4566482.5,17188,4406335,4407191,19120.5,2025.5,92927286.5,4918081,35252.5,2604,5053.5,731,148196,20185.5,160307,160307,427977320.5,141145511.5,4902,348,5369,10540.5,10507.5,13.5,463285739.5,151289758.5,602655482,247993115.5,297836,107493643,1347546.5,1226157.5,74196,120612,2,9827.5,2,1393,40,159,135,386,10262.5,1.031493,1.61472
1575706737.2,137675.5,6008,2504073,337830851.5,57991,457316175,1754.5,45733.5,1767821.5,327897311,129995020,2312700,7648294,2140237,1943554.5,16332688,475579435.5,436655556.5,220465309,105784291.5,91663.5,2327842,2251353.5,86434,86174.5,19226.5,37256,4950874,2441866.5,60385.5,1808190,1680141,4856.5,7474522.5,6720620.5,14634864.5,14634864.5,219311723,105024107,4822,349,5454,44112,44022.5,91,225934812.5,105559843.5,333192870,58312615,311838,80605045,1767982.5,1574101,110281.5,191869,2,43897.5,2,1422,41,160,133.5,389.5,43392.5,1.480289,0.26822
1575157991.9,40735815,658848,5028557,456684205,20774,655449089,1722,44202,1286388,493548145,200139836,5444491,96751118,120551,8078,511430,707616976,439965946,258754553,113524186,113092,2125794,2018061,64113,63864,19284,33588,5055362,2174286,67389,2003631,1889779,6632,8281939,7559083,13310093,13310093,256055625,112266653,5290,325,5339,43025,42952,65,269928107,114035707,382091095,77521652,312684,83271859,1758886,1567902,107508,186114,2,40819,2,1429,40,160,134,390,43034,1.453412,0.22486
1551829521.2,45977004.5,10382,5616848,514027140.5,20239.5,737631997,1708,43554,1404707.5,486240683.5,197332232.5,5451588,99178160,21408,3475,96680,724672781.5,408465169,426957643,71670000.5,61884.5,5362495.5,10073.5,5557788.5,5557611,18225,1993.5,95796635.5,5632690.5,19029.5,2464.5,3510,1129,83097.5,14018,96402.5,96402.5,448282962,75231443.5,5028,356,5455.5,19253,19220,14.5,455590448,76300992.5,531154286,230104330.5,289732,76.5,1420623.5,1283822.5,81417.5,135099.5,2,18320.5,2,1366,41,162,132.5,382,19239.5,3.56775,1.760769
1578671030.7,39023289.5,629533,5090447,437622923.5,20373,628134245.5,1712,44738,1270277.5,445616592.5,180854794.5,5094103,87313480.5,442638.5,10271,1808736.5,638470553,403624375,376066204,63150861.5,33245.5,5033130,10200.5,5038402,5038145.5,18253,1949,81036085,5083626,456914.5,2659.5,10165,1292.5,1835386.5,40634.5,1839966.5,1839966.5,378476771.5,63561320.5,5069,344,5464,5477.5,4573,897.5,377026363.5,63171950.5,433294769,187962947,289035,82.5,1264832.5,1156299.5,67841.5,106951,2,3852.5,2,1365,41,162,134.5,382,5345.5,14.130234,0.981372
1582868381,39696865,638377,5130173,445152409.5,20238,638854098.5,1698,43619,1250104,441081093,179006141,5048722.5,86932932,429775,11699.5,1762570.5,634440687,402328620.5,381450928.5,64045012.5,32363.5,5131278,10434.5,5005581,5005322.5,18233.5,1940.5,80674872,5052306,438728.5,2693,11790.5,998.5,1762887,47145,1718320.5,1718320.5,377584225.5,63409789,5043.5,335.5,5361,4938,4153,791.5,378093662,63345586.5,437979904.5,189944339,287165,84,1254103.5,1146913.5,66769,105031.5,2,3462,2,1352,41,162,137,380,5063,14.293405,2.042665
1564559504.4,114789.5,6077,1566524.5,282369547.5,56304,394214677.5,1745,44308,1785097,273118644.5,97840438,1389446,4861198,1414432.5,947943,9447021.5,381288207.5,442381169,170183353.5,91988276.5,113065,1378331,1265941.5,70294,70014.5,19285,34867.5,3154376.5,1482521,42797,1005010,682507,5839,4185629.5,2730003.5,8151086,8151086,170546393.5,92249901.5,5145.5,356.5,5304,44171,44039.5,122.5,170237974.5,91633945.5,262807282.5,31870517,306688.5,77491600.5,1756958,1564903,108687,189187,2,43775,2,1392.5,42,161,133.5,385.5,43902,0.217496,2.139212
1568300383.2,119799.5,6031,1709332.5,281437180.5,54513.5,395269182.5,1737,44011.5,1778319.5,281486458.5,100861788.5,1598578.5,5670966.5,1653860.5,1150030,11206969,391517403.5,476980641.5,183115484.5,98362098,95379.5,1612137,1511595,90170.5,89985.5,19159.5,34740,4003727.5,1741722,48300.5,1549107,1103742.5,12170,6386815,4414924,9923484,9923484,178928813.5,96085449.5,4890.5,348.5,5343,45448,45065.5,164.5,176606475,94539505,268147165.5,34000943,308856,80524512.5,1768801.5,1574848.5,109911,190882.5,2,43594.5,2,1414,41,161,133.5,389,44239,1.527148,0.402543
1566371663.6,123602.5,6158,2285402.5,317551426.5,55251,441245990,1751,44098,1811837,318796174,118433706.5,2096510,6857111,2059003,1788688,15388343.5,450094428,465371940,206593876.5,102988189.5,119160,2100055.5,1996251.5,89372,89137.5,19256.5,34487.5,4640662,2170403.5,49556.5,1210725,1049893,6822.5,5037577.5,4199571,9455665,9455665,201595819.5,100498102.5,4985.5,345,5334,46097.5,45951,137,202102498,99997893,300157630,44840914.5,312412.5,81210743,1783417.5,1587449.5,111212,193673,2,44906.5,2,1421.5,40,161,132.5,389.5,45316,1.518111,0.31
1596048038.8,138414.5,6163.5,4141117.5,359564417,93566,484889016,1749,45975.5,1804532.5,345770499.5,140136252,3804012.5,12264952.5,4180349.5,3409955,30358100,501836624,448441060,225435910.5,107119594,118028.5,3713163.5,3613757,64819,64525.5,19329.5,68593,8232684,3723754.5,63678,2964841.5,2470452,11546,12110721,9881833.5,29573768,29573768,223110881,105871455.5,5162,378.5,5185,44594,44192,336.5,233190593.5,107215723,342977928.5,61598930,310229.5,83514730.5,1774151.5,1580312.5,110414,191976,2,43985.5,2,1421,40.5,162,136,390,43971,1.319482,1.83671
1625788699,610174.5,6073,4347118,404379845,89971.5,523215175.5,1747,44229,1758448.5,389522452.5,174699344,4049923,13300732,3897374.5,3499606,29584940.5,595577136,444000803,271134098.5,117555524.5,115914.5,4064242.5,3967249.5,67799.5,67605.5,19110,67420,7808378.5,4097775.5,70993.5,3963891.5,3621368,14807.5,16140611,14485491,18679569.5,18679569.5,263986874.5,114462995.5,5131.5,333.5,5353,44332.5,44128,193,294291301.5,122659037,409497461.5,87362921,309520,87168351.5,1753299,1562379,108899.5,189264.5,2,43055.5,2,1414.5,41,159.5,132.5,388,43378,1.4021,1.771472
1552065731.8,54453721,11742,131904,609204278,20312,873625933,1705,60573,1447273,537935482,218197445,5782036,104419790,21986,3480,98796,762577763,418202691,439001220,73695142,62768,5604024,9971,5899744,5899592,18188,1969,100964960,5974270,19366,2459,3499,1128,84335,13974,98838,98838,464033904,77866061,4733,335,5524,19255,19233,12,455804756,76354004,546771501,236837244,288840,79,1444168,1306084,82467,137062,2,18386,2,1386,41,162,131,382,19206,3.488634,4.834295
1574711673.6,39253655,632753.5,5123583,440309275.5,20523,632014125.5,1701,44742.5,1263336,439825145,178518595.5,5038482.5,84465812,595382,10149,2419912,617186141,406339861.5,376433026.5,63218384.5,33787.5,5141511.5,10503,5110176,5109992.5,18454,1932,79738926.5,5156463.5,512020.5,2652.5,9977,1480,2056796,39887,2420099,2420099,358050727.5,60153064.5,4949.5,348.5,5486,5552,4459,1071.5,365546272.5,61263287,419288657,181953052.5,289135.5,86.5,1264329.5,1155933,67995,107001.5,2,3891.5,2,1364,41,162.5,135,380,5428.5,0.389399,17.647655
1607504211.4,38186511,616045,5257564,428487400,23509,615799853,1952,50870,1546556,428790635,174481444,3078466,35461439,1797443,1623695,13681930,717398817,419557234,305873536,118261879,101248,3010405,2888953,72796,72586,19269,49354,32394550,3208722,54393,2858624,2716456,7480,11649211,10865822,22211617,22211617,298592916,115563316,4945,358,5460,36594,36345,160,354167514,130084369,422376073,183768312,376548,70,1535963,1406120,101382,173689,2,35353,2,1415,41,160,136,389,35255,1.44232,0.208632
1564338365,115712,6043.5,1708410,275470977,91800,385184754,1730,45287,1746461.5,265962884,95387863.5,1483352.5,4878647.5,1658709.5,893975.5,10207743,371182636,445160202.5,169549113.5,92534234.5,91006.5,1487812.5,1400606.5,92311,92144.5,18962,69004.5,3322994.5,1590004,51653.5,1847522,990904,11969.5,7593783.5,3963592,9875521.5,9875521.5,167737193,91474530.5,4788.5,336.5,5247.5,44512.5,44224.5,333.5,169803931,92156478,261299227.5,31966582.5,299863.5,77290499.5,1731138,1541119,108314.5,188323,2,43697.5,2,1392.5,41,161,134.5,385.5,44711,0.320917,2.294676
1568800186.2,118406,6044.5,2440092.5,289641937.5,89581,404509401.5,1715,44909,1772872,287004796,103671406,2287161,7364818,2599070,1650753,16996253.5,402652819,455204251.5,181445520,96069008.5,118297,2265567.5,2132033.5,68019.5,67820.5,18902,67449.5,4758980,2324141.5,54980.5,2399939.5,1562350.5,11257.5,9815205.5,6249359.5,17223672,17223672,177760044.5,94200980,4815.5,321.5,5150,45113.5,44848.5,272,180212137,94874126,274970897,36452240,297153,79887671,1745369,1554311,108104,187386,2,43808,2,1379.5,40,160,137,384,44147.5,1.51912,0.514304
1593788613.4,120983.5,5937,2750222.5,302574759.5,90002,420665180,1710.5,44625.5,1753187.5,301383619.5,109270816,2543131.5,8344040,2245291,1514945.5,15037961,407663630,454563604.5,189443230.5,97377521,117162,2540287.5,2371702,90753.5,90556.5,18685,67664,6178593,2667029.5,57075,2998176.5,1974514,15842.5,12219451,7898023,20427211.5,20427211.5,186645414.5,96077084.5,4943,357.5,5155,44883.5,44667,221,189215073,96618581.5,282222121.5,38710254.5,298182,78671004,1723022.5,1533554,107501.5,186768.5,2,43144.5,2,1386.5,41.5,160,134,385.5,43400.5,1.507584,0.407058
1577875682,134160.5,6172.5,5458969,358010343,154568.5,478774524.5,1728.5,43895.5,1746905,335975076,136211542,4959401.5,16502665.5,6485057,4225340.5,42837524.5,486853363.5,444335313,224087924.5,104327708.5,121862.5,4943674.5,4805657.5,62919.5,62721.5,18922.5,123780,11597675,4994224.5,71893,6798954.5,4543697.5,14252.5,27481566.5,18174692,45770172.5,45770172.5,221030627.5,103060340.5,4770.5,358.5,5283.5,43776,43507,218.5,233412426.5,106210495.5,340177498.5,59963096,297565.5,82013791,1740034.5,1547594.5,108737.5,189179,2,42329.5,2,1387,42.5,161,132,385,45527.5,0.096742,1.985575
1702786369.8,41101258,664418.5,5277973,460886579.5,20204,661351008.5,1699,44630.5,1266502,444274272,180325654.5,23843,91795620,531041,8336.5,2153693,754203324,404143412.5,385553781,64738806,35407,5192224,10547.5,5164168.5,5163951.5,18248.5,1928,84020285,5211293,569718,2666,8309,1434.5,2286553,33185.5,1932783.5,1932783.5,393559933.5,66072303,4959,349,5226,6450.5,5244,1206.5,388318215,65054688.5,445449428,193167882.5,287920,80.5,1267555.5,1157969,70023,110290.5,2,5640.5,2,1358,41,163,134,381,6407,10.245228,14.847892
1555933825.6,110862,5987,1213106.5,272261962.5,154003.5,380886409,1716.5,43917.5,1732478,260198412,92915593.5,1046562,2712071,197098,111529.5,1230279.5,378762275.5,456690356,166071312.5,91887604.5,92660,1015529,909734.5,95269.5,95019.5,19054,128511.5,1545577,1157436.5,30227.5,173040.5,116186.5,1555.5,810249.5,464726,1193323.5,1193323.5,166660312,92158805.5,4729.5,329.5,5085.5,44497,44454.5,34.5,166111449.5,91503097.5,255737622,28800427,298432,78333633.5,1726713,1537310.5,108515,188967.5,2,44051.5,2,1393,41,161,128,386.5,44109,1.553371,0.707419
1752984988.4,3562133,5884,7001595,457097320,143534,566809190,1725,44898,1725112,434861758,211487980,6513244,26197397,6450256,5459863,47636350,677482961,452810570,305393695,124341258,128172,6530695,6334230,56803,56632,18894,115313,19430026,6479500,76970,6585720,5642711,18035,26646447,22570784,51818911,51818911,297741501,121221973,4975,337,5075,42097,41865,230,334143270,129254070,464641344,105509045,295937,89205474,1706641,1519259,105273,182368,2,41344,2,1380,41,161,133,384,40970,1.175864,0.218516
