"mean_cycles","x1","x2","x3","x4","x5","x6","x7","x8","x9","x10","x11","x12","x13","x14","x15","x16","x17","x18","x19","x20","x21","x22","x23","x24","x25","x26","x27","x28","x29","x30","x31","x32","x33","x34","x35","x36","x37","x38","x39","x40","x41","x42","x43","x44","x45","x46","x47","x48","x49","x50","x51","x52","x53","x54","x55","x56","x57","x58","x59","x60","x61","x62","x63","x64","y1","y2"
1651728456.4,34501418,555615.5,4853379,387019284.5,20313,555823762,1719,44452.5,1266720.5,392344192.5,159458163.5,4971225.5,80881990.5,796168.5,11697.5,3228837,589603942,405984773.5,331476860,55725889.5,32172,4713696.5,10786,4909836,4909641.5,18374.5,1938,74187254,4957056,874879,2665.5,11647.5,2097.5,3506748.5,46567.5,3434079.5,3434079.5,332216641.5,55844764,4899,349,5298.5,4455,3790,675,337858182,56638056.5,395073368,171569850,287291.5,81,1249817.5,1143661.5,66598,104722.5,2,3113.5,2,1357.5,41,162,134,380.5,4342,13.283306,18.447405
1563854288.8,113400.5,5976.5,1712316.5,274258805,160089.5,384570307,1731,44301.5,1756001,268512673.5,97185743.5,1524993.5,3776009,744093,546325.5,5158539.5,375600768.5,455968143,171658032.5,94628267,116069.5,1545064,1332170,120697.5,120429.5,19127.5,136379.5,2097204,1656611.5,29647.5,188103.5,128692.5,2184.5,868951.5,514727,1477206.5,1477206.5,171608484,94613267,4911,332.5,5132,46001.5,45660,177.5,172893532,94788512,261076751,32304708,299236.5,79257354,1735150.5,1544116,108925,189312,2,44198,2,1394,41.5,161,128.5,385.5,44870.5,1.531318,2.145345
1557093092.2,114838.5,6021.5,2047383,278002187,145038,388104171,1722.5,47910.5,1766895,278914678,100589767,1887619,4980507.5,1766744,1197484,11854410,386876709.5,476747661,180801876,97036418,94840,1907156,1347669.5,219752.5,219542.5,18916,123423,2860300,1973221,47158,1001878.5,698606,4374,4200934,2794405.5,11589782,11589782,173967727,93343656,4902,330,5214,45413.5,43760.5,631,173360375,92364457.5,266139633,31939551,303264.5,79796439.5,1743586.5,1551838.5,109386,188684,2,44387.5,2,1401,41.5,159.5,132,385.5,44095,1.64154,2.318056
1592289120.6,46019902.5,752102,5633219,515799170,20570.5,739942718.5,1722.5,51590,1807364.5,307388174.5,113830075,3669134.5,10428221.5,3384578.5,2371594,23021885.5,428187231,430609490.5,445270931,74706221,41578.5,5681213.5,9499,923102.5,922984.5,18796.5,139130,6366638.5,3702226.5,60250.5,2642000,1784254,12031,10808255,7136997.5,164071.5,164071.5,443735971,74451562.5,4809,353.5,5119.5,50518,45407,5354,195382586.5,99274578,288603377,40900570,296517,79319341,1777872,1578627,112761.5,193182.5,2,47827,2,1386,41,159.5,135.5,385.5,46508,1.504777,2.157602
1549941695.1,57850586,5997,1903930,515446999,20936,925579629,1723,44265,1841630,513852189,292001789,677153,118735892,24228,4795,113333,1009476072,455159778,371998233,111107334,902052,921481,14298,904239,903798,19051,2190,107937074,1814726,21256,2513,4660,969,92303,18615,111179,111179,370536693,110692558,4732,339,5352,51869,51712,122,382159945,113383240,488813178,384842406,303680,66520968,1798849,1596132,115234,199878,2,992988,2,1401,41,160,135,386,48103,0.861971,0.272503
1543146882.6,58559683,6087,332424,508841805,21157,936844830,1734,43309,1833771,493784552,279026230,237306,110573406,24045,4756,112846,969685765,439928920,376015336,111971026,278549,258650,12915,242319,241927,19049,2249,107782028,528197,21530,2381,4649,837,93044,18561,112975,112975,367914675,109492067,4903,338,5272,50564,50550,14,384176513,113443811,502323849,397596436,300343,64446547,1806688,1603081,115489,202091,2,200312,2,1393,41,160,136,386,50227,0.877689,0.569725
1543239394,19906040,8288,6677972.5,204198112.5,20367,321780401.5,1697.5,44746.5,1333391.5,204312151.5,131182938.5,5602080.5,52312913.5,21442.5,3619.5,97472.5,408200423,403195478,150017120.5,55949178.5,1071817,5500721,19300,5638906,5638622.5,18247,1955.5,47377640,6792209.5,18999,2434.5,3664.5,932,82886.5,14645,97714,97714,154232384.5,57507529.5,5150,343,5374.5,11321,11302,10,164189410.5,62036891,222755080.5,129212390,294948,73032633,1355372.5,1232627.5,75733.5,121479,2,10932124,2,1365,41,162,132,382,11093,0.988183,2.993551
1543276511.2,24160545,6481,6854358,265719275,20267,388687740,1706,62273,1471903,265479274,200738079,4920470,61749519,21705,3915,99485,591565361,437382718,201566976,64206316,1990276,4893518,17736,4911503,4911238,18341,1892,54612805,6942136,18242,4151,4131,861,86595,16495,99860,99860,207272625,66078899,4991,353,5148,28096,28042,55,259998225,84947192,347023939,247907568,289873,75144167,1578124,1421734,83994,138277,2,9233794,2,1366,41,162,133,382,27725,2.282191,3.614352
1543188899.6,22132646,8139,7325430.5,226493276,20592,357193324,1715.5,56863,1716210,436906074.5,264263322.5,2245949.5,95609374,23139,4325.5,106986,885699483.5,432769719.5,331312422.5,100971370.5,1821166,2211083,17193.5,6061558.5,6061332,18672.5,2020,49189125,7175294.5,19502,2463,3791,990.5,84874.5,15130.5,101445.5,101445.5,162531288.5,65251628,5101.5,367,5430.5,40943,40907.5,29.5,357028639,108634055,466449756,355167595,299083.5,69345988,1722504,1538857,106114,182801.5,2,2712511,2,1386,41,160,134.5,384,40505.5,1.010292,0.295128
1543579107.3,21150707,6335,7058607,229314265,20186.5,341261468.5,1703.5,58950.5,1417082,228628827,175435684,5075385,52582555.5,21431.5,3679.5,97645.5,486168822.5,434285892.5,172942253,55928719.5,1659081,5385292,19606.5,5397393.5,5397163,18352,1874.5,48915344,7076720,19054.5,2420,3730,976,83008,14870,97294,97294,170239682,55018339,4782,349.5,5262,15071.5,15024.5,12.5,196704975,64306065,262826717,191909967,286726,68205483.5,1419178,1288000,81837.5,131597,2,10547631.5,2,1358,41,162,131.5,381,14854.5,1.054312,4.410343
1543022160.8,21753079.5,8528.5,6974445.5,221134050,20277,351200212.5,1716.5,43995,1376382.5,233805826.5,117465786,5959085,57125131,21939.5,3736.5,99834.5,427690739,423491384,155973072,60458004,1065576,5768103,17403.5,5865381,5865142,18348,1906.5,49491618.5,6978224,19435.5,2448.5,3699,876.5,84615.5,14773,99917.5,99917.5,160753829.5,62593689.5,5005.5,350,5249,11557,11544.5,8,166305979.5,65672704,232697033,119226398,285682,77127882,1334077.5,1211715,75317,121187,2,11788525.5,2,1352,41,162,132,381,11012.5,2.913549,0.590974
1547824139.2,54725106,6012,756507,476631942,21138,876788707,1722,43583,1793330,468960099,264914091,401524,108602371,23648,4605,110327,946293541,429654352,363819139,107529816,381575,371202,14362,341671,341256,19219,2190,101655739,719036,21102,2609,4601,1037,91627,18365,109512,109512,351951923,104205506,4923,334,5077,49357,49352,5,378927273,111106101,485226623,387520802,298042,61476881,1793705,1591734,114944,201087,2,397393,2,1394,40,160,131,385,46572,0.873902,1.32751
1547629994.5,41057112,6045,5672188,413972931,21233,658195098,1739,51825,1667660,400295333,256521192,3234075,87760563,23061,4367,107062,830425864,434579564,302634105,91981511,2247405,3172095,19417,2460767,2460390,19138,2212,101745256,2586520,19361,3658,4292,745,88958,17098,106880,106880,297826349,90497376,4825,357,5341,42330,42260,71,340581933,104191585,436726704,334114553,302099,70482208,1663405,1488579,104548,173477,2,4367782,2,1399,41,161,131,387,44182,0.307583,0.323434
1543190570.6,52544311,6048,1180094,464484631,21538,840758016,1737,49053,1799266,464969533,262429593,585514,105437096,23626,4583,109570,925443749,429105365,359334941,104801439,590669,586397,13789,562071,561504,19099,2175,100781384,1184496,21564,2406,4606,914,92976,18369,111183,111183,347938150,101474935,4838,358,5055,47356,47352,10,375315935,108569381,493030814,398705184,300770,60039828,1808162,1606614,112669,197362,2,583043,2,1386,40,161,131,385,47845,0.252692,0.301841
1543141641.2,17495099,6945,6713279,185134648,20568,283234708,1729,51638,1389804,191530205,139852043,5948770,48281638,21284,3635,96820,407635126,419184715,138679320,46695915,1056029,5784727,19114,5760968,5760704,18633,1945,40647234,6790593,19005,2416,3621,1097,82839,14471,97072,97072,138548132,46644198,4834,337,5139,11077,11060,10,153046681,53509545,208242217,142556965,305438,65328748,1422444,1291962,78090,123629,2,12366399,2,1357,41,163,132,380,10803,3.767634,5.616981
1557187965.1,22065790,8918,6716256,224064520,20252,356351242,1688,47447,1376139,223700949,132450454,5733676,57007092,21921,3634,99220,428655835,418087515,157781635,62584487,1014463,5712990,18538,5730817,5730583,18304,1982,49813617,6782281,19485,2439,3679,957,84795,14681,99406,99406,154828750,61787750,4841,339,5369,11185,11164,8,168385518,67505693,239002351,119809842,287208,80844820,1368681,1241782,77620,125703,2,11255620,2,1358,41,162,133,382,10716,2.77852,0.919747
1543196192,18412783,7249,6775413,192079483,20360,297792437,1704,47693,1375757,193577586,136052073,5789690,49609891,21768,3732,99054,406422096,418588850,141482524,49191512,1072312,5757061,20514,5591654,5591455,18576,1947,42038392,6657788,19245,2424,3698,1008,83859,14758,98095,98095,143532026,49895720,4916,335,5361,11780,11771,7,162785878,58210641,216335236,141539210,290963,68825133,1388412,1258377,80970,127445,2,11705172,2,1372,41,163,131,383,10973,3.657497,0.648256
1547238557.6,53966005,6059,2163053,482284176,20593,863362271,1722,48161,1816606,490496603,277755912,1069636,105667897,23773,4631,110764,931903276,439918091,357355397,104599931,1015612,1056676,15291,1004071,1003653,18806,2125,103321499,1973694,21204,2449,4539,828,91862,18151,109375,109375,354966029,103915347,5167,342,5271,48753,48749,5,375840647,109346910,484162229,391038481,298192,61095262,1810318,1613832,114789,195994,2,1064255,2,1387,41,161,135,385,45636,0.247483,0.306986
1543103671,34768192.5,6204.5,6461337,362204628.5,21120.5,557779505,1738,54609.5,1673286.5,353905011.5,242130340.5,3849640.5,76740759,22542.5,4151.5,103695,746668041.5,429496111,265500084,82070211.5,2287672,3868233,18475,3672030,3671694,19092.5,2106,67762876.5,5873551.5,19943.5,2377,4102.5,986,86349,16377.5,103193,103193,256336874,79211164,5232,364.5,5514,27556,27485.5,40.5,289032095.5,89718993,385942215,293812838,300907.5,68374683.5,1654922,1478488.5,113616.5,184551,2,5566583.5,2,1392.5,39.5,160.5,133.5,385,27097,1.005521,0.367654
1542705810.7,20182118,7506.5,6958851.5,206590474.5,20233.5,326221909,1709.5,46538,1377307,203089307.5,132937073,5927938,53658863.5,21919,3716,99611.5,423364604.5,430194272,152707670.5,55649923,1047886.5,5972602.5,18474.5,6814587.5,6814379.5,18632.5,2007,56018035,6888411.5,19418,2457,3757,1087.5,84529,15011,99726.5,99726.5,157964748,60989609,4746,344.5,5253,14283,14267,14,156423767,60215493,226078478.5,135591357.5,289159.5,72726688.5,1376343,1249650,80858,127425.5,2,12064770,2,1358,40.5,162,132,381,11470.5,3.519466,4.725794
1447239835.2,272283,12731,6503850,701897660,23264,701775135,8451,73720,22349993,670828656,300625754,4827711,12614873,20907,3334,94060,857579674,344760351,473955073,159838116,1090138,4521602,18180,4470006,4469827,19202,2134,6009469,5584513,18714,2309,3318,973,81083,13245,94683,94683,471390309,159109926,4886,355,5377,13522,13392,134,530291518,175537786,725005605,21159947,309714,86553794,12196747,11962575,119601,217962,2,28,2,7743,41,160,131,32121,20285,0.9272,1.628516
1552132790.8,117937,7254,5825241,689192531,22720,661219630,1749,44422,3768779,701858774,301245502,4639073,11594082,20854,3343,93993,877074178,350222896,500215034,173781325,1064738,4597109,10200,4558951,4558655,18914,2181,5873482,5633940,18517,2315,3330,1628,80541,13294,94100,94100,480689244,167001700,5019,354,5325,782,777,1,560415152,187479800,742309201,9190831,310323,88760366,5070893,4965998,66309,104061,2,28,2,1433,41,160,130,420,448,0.920249,1.6143
1463897483.7,121705,7175,5977250,706157861,22512,649136391,1916,49238,1571808,694508133,314682191,4875794,11866348,20671,3360,93417,870639639,356182666,493532888,171953099,907319,4848843,10146,4760678,4760313,18811,2061,5877494,5631336,18384,2325,3329,1069,80081,13280,93181,93181,489598666,170693911,5049,355,5383,770,766,1,574693032,194048201,770904513,3991241,308661,94521262,1680527,1576135,65946,103351,2,28,2,1415,41,162,134,415,448,0.886584,1.454524
1565772489.6,126252.5,6180,5972961,697027072,19982,663388658.5,1699.5,43177,1359351,699691781.5,306265979.5,4874230.5,12154739,20629.5,3412.5,93355,902953697,365553439,504161271.5,180806635.5,1059684.5,4783561.5,9977,4892870.5,4892635.5,17787,1933,6251376.5,5969185,18328,2298.5,3403,1134.5,79760,13580,93160,93160,507927220,182091612,4800,334.5,5277.5,751,746,1,590749067.5,203776333.5,786734689,3313628,287343,104989345,1354779.5,1255344,62773.5,97819.5,2,27,2,1358.5,41,162,133,382,415,0.826696,1.073009
1412218708.4,127891,6303,5619392,637361164,21337,664822165,2348,47303,10645685,637740297,279900037,4611496,11931558,21455,3359,96461,825669152,332516382,455044480,156095634,1050746,4228232,10715,4260262,4260028,19174,2136,5584953,5310328,19017,2331,3347,1026,82530,13358,96239,96239,469032475,163998337,4822,350,5177,1937,1932,1,523221125,174992132,696007307,37836211,297652,88359265,24026448,23912922,69987,111503,2,28,2,1975,41,160,128,3275,2313,0.885928,1.407432
1415676074,110152.5,6159.5,5502821,654121218.5,21042,680845670.5,1831,44576.5,17361057,636636586,276790574,4726250.5,11833390.5,21250,3313,95403,836647437,332344017.5,471423667.5,161705005,918694,4350668.5,10529.5,4572703,4572467,19085.5,2089.5,5907794,5665362,18953,2350,3357.5,943.5,82364.5,13392,95196,95196,476933633.5,164926993,4945,344.5,5240.5,962,958,1,524526933.5,177076469,701915806.5,14090534.5,299307.5,89322854.5,8247731,8143197.5,65785.5,103419,2,28,2,1503,41,160,129,896,746,0.883696,1.293588
1565591858,128240,6233,5645192.5,690339982.5,19988.5,661756076,1733,43870.5,1321413,687861986.5,290267078,4657620.5,11577891.5,21011.5,3356.5,94707.5,866597245,354664792.5,501398687,174721039.5,1014365.5,4739088,10056,4530474,4530153.5,18486.5,2027.5,5799305,5516510.5,18694.5,2320,3372,1070,81432.5,13451.5,94613,94613,500577231,174286162.5,4931,339,5361.5,759,754,1,562460084.5,190709837.5,765401449,3246885,297998,95838229,1316071.5,1213898.5,64611.5,101039,2,28,2,1392,41,160,137,385,425,0.865131,1.402243
1445561583.4,104196.5,6052,5660044,648679329,20784.5,609327747,1742,44435,6862229.5,640889168.5,288582768,4566348.5,11279943,20897.5,3329.5,94112.5,823995040,334543477.5,465852156,162292004,957759,4557281,10193,4380637,4380392.5,18653,2040.5,5504425.5,5264683,18650,2318.5,3372,1463.5,81098,13456.5,94409.5,94409.5,464894512.5,161973552,4938,340,5212.5,784,778,1,556427483,187968894,734463260,7996502.5,299968.5,90908072.5,4240809,4137956.5,64797,101390.5,2,28,2,1409,41,160,129,444,464,0.932816,1.563526
1511742443.5,101398,6161.5,5612877.5,665791398.5,19881,625296686.5,1711,43521.5,2024861.5,667918494,298705991,4652264,11727941,20275.5,3374,91763,869175996.5,359783837.5,493190434,173171817,1137543,4650920.5,10541.5,4681334.5,4681083,17896,1983.5,6025823,5797838,17875.5,2312.5,3337.5,1180,77961,13325.5,91502,91502,490627778,172331596,4980,354.5,5234.5,752,747,1,566938051.5,192705383,766192615.5,4402128.5,284606,96570743.5,2005745.5,1906967,62783.5,97849.5,2,27,2,1360,41,163,130,386,417.5,0.888718,1.173332
1565640346.2,125318,6076,5874213,686866240,19753,641630628,1697,43209,1348742,684711110,309123571,4721767,11751374,20623,3424,93358,886690425,367480143,507076191,178190228,1043336,4818905,10478,4833918,4833609,17668,1946,6194358,5922239,18247,2319,3431,1008,79409,13698,93397,93397,505501369,177833663,5055,339,5406,750,744,1,584315282,198654813,790613664,3527235,290347,99685710,1361206,1260935,63406,98915,2,27,2,1373,41,162,133,383,416,0.87164,1.130263
1566055503.6,142212,7089,6128820,689882425,22660,644392629,1723,43704,1309413,660878469,302981577,4656651,11634479,20935,3392,94627,874391683,356519610,488667376,177465491,1022227,4685664,10084,4700870,4700586,18622,2098,6050444,5767312,18621,2304,3349,1098,80988,13365,94215,94215,487441815,177000095,5027,359,5271,762,758,1,568363584,197545725,768178316,3278227,301578,104814924,1325440,1222267,64948,101665,2,28,2,1401,41,160,137,385,425,0.898805,1.320874
1414724926.6,109715,6522,5486318,634582000,20538,640037742,1860,44511,18023019,618922113,283228977,4344177,10887712,21290,3342,95719,834261829,332458113,463569881,160613426,1037073,4573257,10496,4646410,4646193,19244,2109,5950242,5697978,18969,2336,3388,1090,82403,13515,95630,95630,453218392,157109614,4988,361,5249,1054,1048,1,523617757,173572567,702660348,28185977,308183,85365885,17518029,17410404,66826,105434,2,28,2,1557,41,161,128,1107,885,0.922847,1.459222
1420287689.8,130032,6235,5545905,682468403,19972,662910776,1716,43828,4077531,676700040,292555823,4582697,11365934,20940,3440,94629,879052131,350626360,498475313,177493116,990324,4530297,10391,4492682,4492398,18005,1981,5723637,5443746,18653,2312,3451,1007,81002,13773,94651,94651,500493115,178115311,4821,347,5216,766,760,1,572481738,196138435,766801672,7701697,286333,100893066,4275292,4176392,62732,97861,2,27,2,1369,41,163,128,415,435,0.851816,1.310505
1474755742.2,108776,5953.5,5748476,672115276,20665,641534437,1732,43945.5,3197713,664742141.5,286383494.5,4536825,11419186.5,20786,3367.5,93997.5,852771355,345633242.5,491284213,173084579,1000066,4457360,10079,4469227,4468932,18586.5,2111.5,5783260.5,5540185.5,18454.5,2320.5,3363,1510.5,80427,13420.5,93816,93816,485525702,171186220.5,4832,338,5352,769,764,1,560261172.5,190396146.5,747678177.5,6231982.5,299693,95781787.5,3211947.5,3109653.5,64641,101074,2,28,2,1396.5,41,160,129,404,440,0.877626,1.397039
1567688524.4,114027.5,7153,5865323.5,689380117.5,22605,651664379.5,1740,43927.5,1631695,668412055.5,294753995.5,4692295,11609130,20297,3323,91829.5,861364691.5,355845905,488959353.5,172873483.5,1086739.5,4729248,10146,4736996,4736677.5,18509,2073,6083930.5,5863357.5,17960.5,2306,3294,1281,78302.5,13135,92896.5,92896.5,505598080.5,179617751.5,5786.5,402,5414,760,754,1,562592260,191661693,758980085,3953691,297347.5,97154598.5,1615513.5,1514874.5,64332.5,100622,2,28,2,1387,41,160,138,386,427,0.911875,1.220084
1565501321.9,126679,6092,5861040,682149231.5,19637.5,636229737,1692,43121,1275028,677500802,301454024,4801329.5,12130278.5,20628,3414,93343,885169625,369214648.5,505996707,178417485,1161662.5,4756426,10015,4789271,4789061,17766,1937,6227940.5,5954760.5,18269,2306,3426.5,1034.5,79501,13685.5,93354,93354,502147607.5,177064342,4970.5,355.5,5214.5,751,746,1,585269619,198963956.5,781148421,3168733,287392.5,98625588,1281180,1181680.5,62481.5,97331,2,28,2,1351,41,162,132,380,413,0.886717,1.04286
1427118242.2,142706,7290,5790828.5,670855332.5,23224,659004948.5,1931,45369.5,9358308.5,634257633,280242936.5,4621942,11523811,21811.5,3442,98193.5,886649468.5,351671856.5,489372742,171588028.5,1055658,4681543.5,11808,4297869.5,4297553.5,19111,2159,5510932.5,5225309.5,19198.5,2334,3396.5,1062,83322,13542.5,96738.5,96738.5,466765333,162767908.5,5096,347.5,5451.5,1161,1156,1,531731498,179041403,708340430.5,15032994,299884.5,90083318,8859550.5,8752966,66452.5,104928,2,28,2,1598,41,160.5,128,1386,1057.5,0.875592,1.185439
1431462029,108000,6077,5583834,684549221,19690,666063368,1688,43104,4347632,686816559,286603069,4721753,11534134,20524,3373,92773,867813075,354635308,514766698,176903539,900195,4780864,10220,4671891,4671667,17916,1959,5776715,5530417,18265,2311,3367,1155,79540,13446,93312,93312,513382899,176796339,4862,344,5229,762,756,1,579903081,194185518,774444809,7881668,287083,93806150,4349252,4249207,62372,97209,2,27,2,1359,41,163,128,405,427,0.825712,1.368566
1531049637.5,98891,6113,5970472,689904388,19655,654767951,1721,44146,1769862,683613135,304123078,4907118,12057960,20067,3328,90823,890478330,362933230,510756284,180410390,941564,4850562,9952,4853741,4853482,17962,1949,6023155,5798869,17761,2307,3317,1052,77528,13251,90620,90620,507320538,179172226,4920,343,5200,755,750,1,584931089,198841761,786507370,4385884,292609,100336492,2027195,1927694,62730,97819,2,27,2,1359,41,162,132,383,414,0.85384,1.27187
1395148694.6,118916,6299,5454794,635793363,20222,642176113,1778,44514,14211979,630671897,276070108,4660367,11696963,21184,3343,95497,817780487,329126164,452967339,155607175,1061126,4481763,10194,4274420,4274085,18849,2118,5506660,5247765,18946,2335,3362,1109,82329,13428,95394,95394,475943487,163379194,4975,341,5349,860,854,1,517637030,171446755,693575221,20397209,301324,82789896,12533922,12429562,65068,101979,2,28,2,1444,41,161,128,638,589,0.90042,1.157651
1561846924.2,126022.5,7265.5,5996506,702058055.5,23037,667469009.5,1729.5,45023.5,3637747.5,691190272.5,310204547.5,4880615,11989692,21126,3372.5,95075,898414069,366506290.5,505256130.5,177681468,1001687,4871248,10604.5,4906522,4906158,18999.5,2091,6229669,5982948,18913.5,2327.5,3373,1092.5,82223,13462,95347.5,95347.5,499691336.5,175826080.5,4941.5,351,5284,1868.5,1861.5,1,581409122.5,198775424.5,779887917.5,5381622,299204,101249766,2630784.5,2525644,65820.5,103425,2,1111,2,1400,41,160,134,441,1603.5,0.871134,1.262555
1566558977.8,105453.5,6035.5,5987369,686123868.5,21065,634181068.5,1739,45445.5,1457290.5,683692334.5,310899151,4890570,12434434,20498.5,3335.5,92655.5,884420633.5,376067604,508357565.5,179592257,1173825.5,4837962.5,10313,4854558.5,4854260,18940,2087,6235535,6007740,18122.5,2315.5,3354.5,1009,79079,13398.5,92495,92495,499286606.5,176678018.5,4948,351,5230,1691.5,1684.5,1,585768895,199858652,787730362.5,3920256,296493.5,100422253,1593599.5,1489524.5,65048.5,101983.5,2,883.5,2,1380,41,160,133,391,1272.5,0.924374,0.359416
1565507540.3,143180,7138,5917072,692182380.5,23000.5,641852435,1736,44676,1401405.5,695828361.5,314549137.5,4849598.5,12109684,21055.5,3426,95152.5,897397711,369556761.5,501543521,179369163,1083439.5,4818230.5,10088.5,4892527,4892214.5,18759.5,2073,6276388,6000273,18653,2296,3370.5,950.5,81156,13461.5,94602.5,94602.5,502795430.5,179654240,4948,346,5312.5,1291.5,1285,1,583937720,200237482,798972181,3469589,299768.5,103602194.5,1395489.5,1291699.5,65221,102233.5,2,566,2,1394,41,161,133,384,968.5,0.879705,1.173637
1336514282,172580,6793,4380500,597146277,21639,728733782,2274,51495,67713720,592137505,313040628,3570521,9286967,21126,3300,94732,945418539,337037914,453268592,148524826,876256,3542153,11389,3568409,3567717,19878,2356,4837472,4469919,18815,2306,3323,992,81481,13270,94844,94844,450706613,146459654,5035,345,5409,6460,6380,4,511716863,162902243,686015583,114766313,300029,81903534,75277053,75157803,84659,135031,2,4054,2,2153,41,160,117,4158,6527,0.669786,0.55619
1515297005.8,113508,6142.5,5897632.5,675516245.5,21272.5,673631115.5,1836,47057,6851245,673183136,287076851.5,4810002.5,12416143.5,21004.5,3338.5,94534,852980827.5,356789959.5,494459752,172853033,1132087.5,4697719,10858.5,4967998,4967713,19094.5,2129.5,6506500,6250538.5,18591.5,2329.5,3349.5,828.5,80921.5,13375,94260,94260,498513143,174799928,4931,351.5,5290,3655.5,3643,2,561652046,189586779,746150004.5,17901162.5,298478,95101276,10843894,10735034,68214,107376,2,2708.5,2,1492.5,41,160,129,1253.5,3476,0.855398,0.737888
1566197425.8,127952.5,6009,5764339.5,692267988,20921.5,668548568.5,1733,44490,1398501.5,688636429.5,289085282,4794590,11733243,20980,3422,94840,878795488.5,361507061,514497269.5,181133816,959026,4910915,10242.5,4796379,4796041.5,18918.5,2065.5,6029614,5740018.5,18703.5,2308,3434.5,1119,81321,13692,94868.5,94868.5,507679824.5,178797011.5,5049,349,5403,1321.5,1317,1,578763445,196757645.5,776829110,3421645,299923,98875794.5,1399893.5,1295822,65202.5,102185,2,661,2,1387,41,160,137,385,990,0.84316,1.105315
1570249844.6,91405,6300,6134365,671272727,20393,654568225,1747,46677,3884039,674228944,288053976,4720804,11884901,20624,3290,92927,863908217,355980417,498695609,176239357,1233487,4843544,10455,4816920,4816550,18895,2134,6262514,6050672,18268,2324,3293,1071,79642,13149,93058,93058,491935535,173952790,4989,352,5368,3022,3017,1,556811717,190611067,752247556,7725307,298963,98405812,3851292,3744243,67062,105732,2,2357,2,1404,41,161,136,496,2755,0.892448,1.114221
1579389236.1,100871,6003,5705270,664555268,20953,622975578,1735,45055,1881828,663649443,298911487,4694469,11577134,20746,3368,93863,867982315,353668046,488917138,173416204,993246,4678982,10022,4780628,4780316,18798,2088,6084679,5862121,18428,2321,3352,1087,80300,13380,93589,93589,492218579,175162386,5026,354,5281,1876,1871,1,571874306,196471100,773038411,4406699,300135,101878862,1873418,1768192,65839,103418,2,1086,2,1395,41,160,138,394,1562,0.935792,1.278141
1565710735.5,130759,5978,5762676,673663660,20935,640310598,1728,44583,1385918,661928489,291424993,4633483,11610618,20891,3364,94403,867652450,352881103,489244159,176686571,1021639,4661361,10421,4693322,4693007,18903,2040,6020011,5738267,18645,2328,3370,1102,81165,13459,94417,94417,490266334,177095791,5078,343,5544,1298,1293,1,564214321,195668938,764371692,3483296,300077,104915518,1395776,1291956,65179,102206,2,572,2,1392,41,160,137,385,967,0.887934,1.120895
1565958460.8,126509,5935,5577396,646988090,20855,607125890,1724,44615,1374653,646411995,286130686,4496167,11322781,21181,3425,95686,843753146,351354365,484820551,171084538,1060416,4535473,10147,4523555,4523223,18922,2087,5838315,5556387,18845,2291,3413,1100,81870,13621,95575,95575,481815026,169978781,5059,350,5493,1276,1271,1,557942670,189169307,752520054,3376992,298795,94748813,1378352,1275038,64619,101226,2,545,2,1380,41,160,137,385,955,0.942735,1.168911
1476208849.5,117848,6249,5906745,656906006,20330,659780461,1832,47209,10865216,658451451,285807041,4963935,12721325,20861,3401,93919,874630070,353638210,488254158,169604916,1174207,4739150,10799,4689128,4688825,18360,1978,6115899,5854464,18560,2347,3400,901,80754,13567,93776,93776,489129483,169907793,5043,343,5228,4389,4364,9,544451015,184459685,735606840,16913844,285137,93670889,10083326,9975463,68089,107270,2,3262,2,1506,41,162,129,1464,4226,0.836592,0.76464
1544416471,114354,6044,5687498,652045157,20969,630695116,1760,46843,4600108,648286333,280369767,4704510,11743886,21156,3362,95368,851517304,349241626,485181523,172100860,1033828,4704406,10346,4714656,4714265,19040,2134,6029542,5769385,18849,2340,3378,1326,82075,13486,95649,95649,492502545,174707791,4951,349,5429,3178,3166,4,565611478,192121896,749167388,7509793,311565,95845684,3838989,3727205,69294,109475,2,2554,2,1456,41,161,137,612,2854,0.915292,0.941944
1587704702.9,112745.5,6219,5811360,679455386,20248,634008967,1709,44693,2293774,681058379.5,311168587.5,4975916.5,12134509,20689,3410.5,93642,886091962.5,363539512.5,506008976.5,178999120.5,955823.5,4986879,10298.5,4915067,4914824,18175.5,1883,6062023.5,5818409.5,18386,2330.5,3421,1050.5,80054,13658,93541,93541,498220578.5,176337195,4809.5,341,5259.5,1867.5,1862,1,580518620.5,197917329.5,786390266.5,4968655,285768.5,100485388,2266969.5,2166037,63941,100097,2,1163,2,1362,41,162,134,411,1571,0.921015,1.200653
1566251011.5,103280,6164,5934770,664371748,20202,621120738,1698,44203,1407208,664293606,300736068,4759539,12043915,20240,3376,91591,868182755,362501299,494333278,172112686,1137935,4688796,10426,4714623,4714339,18158,1944,6129457,5893452,18010,2311,3363,990,78482,13432,91562,91562,492711807,171292474,4781,341,5311,1532,1526,1,576358508,194510454,747654222,3569550,292418,92007156,1417079,1315060,64337,100658,2,781,2,1372,41,162,133,383,1231,0.933117,1.43313
