218597.0000,4153.0000,317.0000,2100.0000,50029.0000,1788.0000,92843.0000,0.0000,0.0000,180250.0000,28.0000,1191.0000,180250.0000,19107.0000,43310.0000,49569.0000,0.0000,0.0000,1605359.0000,1455.0000,26448.0000,3951.0000,470.0000,17196.0000,2797196.0000,4.0000,0.0000,153924.0000,70758.0000,28690.0000,16436.0000,1004.0000,315.0000,381.0000,0.0000,0.0000,249801.0000,39.0000,7.0000,1104.0000,95.0000,9512.0000,1265.0000,0.0000,0.0000,162918.0000,1177.0000,291.0000,109.0000,55.0000,5605.0000,436.0000,0.0000,0.0000,446499.0000,10172.0000,10172.0000,60296.0000,36633.0000,10.0000,1.0000,0.0000,0.0000,212706.0000,32.0000,235.0000,204.0000,29.0000,38576.0000,18008.0000,0.0000,0.0000,140650.0000,37987.0000,40383.0000,143.0000,0.0000,16446.0000,14630.0000,0.0000,0.0000,175242.0000,1936.0000,2147.0000,22.0000,44.0000,0.0000,34.0000,0.0000,0.0000,4515530.0000,0.0000,0.0000,3.0000,6733.0000,3212.0000,0.0000,0.0000,0.0000
1062776130.0000,6524120.0000,8069.0000,3440096.0000,96926578.0000,6575.0000,112424557.0000,0.0000,0.0000,772305756.0000,528.0000,431323.0000,772305756.0000,4874354.0000,71869810.0000,52800963.0000,0.0000,0.0000,944857346.0000,1140189.0000,15928509.0000,1185469.0000,2538.0000,3594965.0000,154603409.0000,30.0000,0.0000,667941756.0000,333706763.0000,45683453.0000,23394204.0000,904502.0000,1428966.0000,4858.0000,0.0000,0.0000,821722701.0000,997999.0000,1589451.0000,4083.0000,381.0000,15226539.0000,1086842.0000,0.0000,0.0000,851059700.0000,303741.0000,880015.0000,2366.0000,1113616.0000,3554153.0000,9445.0000,139.0000,70.0000,644940182.0000,2983373.0000,2983373.0000,39287413.0000,20166866.0000,420.0000,22.0000,123.0000,60.0000,794181226.0000,444.0000,1401838.0000,568763.0000,833033.0000,59999285.0000,28522194.0000,0.0000,0.0000,636628372.0000,71275490.0000,10449417.0000,1936630.0000,20177686.0000,4187773.0000,4066674.0000,0.0000,0.0000,663949402.0000,14147.0000,17922.0000,328.0000,534879.0000,1.0000,398.0000,0.0000,0.0000,1103555742.0000,17.0000,55.0000,207.0000,3067.0000,3067927.0000,0.0000,128.0000,65.0000
1005763972.0000,6165702.0000,11507.0000,3285377.0000,92065869.0000,24175.0000,107262876.0000,234.0000,116.0000,978848717.0000,1866.0000,542623.0000,978848717.0000,4831704.0000,89797903.0000,64828409.0000,0.0000,0.0000,1005146009.0000,1200845.0000,16777870.0000,1256922.0000,5130.0000,3867709.0000,164767611.0000,54.0000,0.0000,993810503.0000,496905234.0000,64363537.0000,33418510.0000,1181776.0000,1979642.0000,17306.0000,226.0000,114.0000,723692363.0000,933450.0000,1369941.0000,21765.0000,2500.0000,14465289.0000,1032289.0000,222.0000,108.0000,1007963570.0000,354028.0000,986294.0000,5081.0000,1323756.0000,4064268.0000,20278.0000,234.0000,117.0000,910886465.0000,3611762.0000,3611762.0000,62575629.0000,32275505.0000,5271.0000,361.0000,222.0000,107.0000,976099783.0000,5795.0000,1601358.0000,674551.0000,926782.0000,69979519.0000,33635364.0000,0.0000,0.0000,990939554.0000,104875866.0000,13988360.0000,2707147.0000,29968480.0000,5551866.0000,5431987.0000,0.0000,0.0000,993679606.0000,74925.0000,117158.0000,268.0000,768513.0000,2.0000,1431.0000,228.0000,115.0000,974334256.0000,38.0000,146.0000,172.0000,4064.0000,2766934.0000,0.0000,231.0000,116.0000
993586837.0000,6095104.0000,11921.0000,3242420.0000,92052113.0000,26324.0000,107851846.0000,335.0000,165.0000,1108890128.0000,415.0000,566597.0000,1108890128.0000,4031407.0000,98846602.0000,70328459.0000,330.0000,166.0000,993684631.0000,1184826.0000,16529558.0000,1241377.0000,4458.0000,3813052.0000,160498262.0000,81.0000,0.0000,977736891.0000,488868418.0000,65713079.0000,34117345.0000,1182852.0000,1926265.0000,22660.0000,330.0000,164.0000,974756464.0000,1194239.0000,1761647.0000,23945.0000,2800.0000,18388522.0000,1353735.0000,321.0000,156.0000,971693703.0000,368321.0000,953261.0000,11894.0000,1280530.0000,4035988.0000,47513.0000,331.0000,164.0000,991109687.0000,3950195.0000,3950195.0000,63723428.0000,33111283.0000,4877.0000,356.0000,321.0000,156.0000,1010662221.0000,4937.0000,1658005.0000,695650.0000,962332.0000,72144563.0000,34682919.0000,0.0000,0.0000,963734835.0000,100246866.0000,13592858.0000,2599322.0000,28573360.0000,5423268.0000,5304710.0000,319.0000,152.0000,959151540.0000,116400.0000,196026.0000,312.0000,742500.0000,2.0000,1581.0000,327.0000,161.0000,1011637365.0000,37.0000,141.0000,176.0000,4071.0000,2873232.0000,0.0000,332.0000,165.0000
963965551.0000,5915076.0000,11416.0000,3150373.0000,88282458.0000,24020.0000,102968394.0000,431.0000,212.0000,977185848.0000,1880.0000,549729.0000,977185848.0000,5229022.0000,90530601.0000,65298459.0000,426.0000,212.0000,1058703559.0000,1260688.0000,17588210.0000,1317422.0000,4297.0000,4041227.0000,170381738.0000,386.0000,216.0000,977686320.0000,488843154.0000,63127632.0000,32791836.0000,1164213.0000,1944078.0000,14092.0000,427.0000,211.0000,963701648.0000,1189223.0000,1749215.0000,21439.0000,2251.0000,18348242.0000,1338717.0000,427.0000,209.0000,976228479.0000,337918.0000,955974.0000,4222.0000,1279680.0000,3922419.0000,16869.0000,437.0000,215.0000,977764019.0000,3905740.0000,3905740.0000,63026246.0000,32751476.0000,5065.0000,382.0000,422.0000,205.0000,960520668.0000,12294.0000,1572628.0000,661759.0000,910820.0000,69090784.0000,33181215.0000,433.0000,214.0000,988117152.0000,105960967.0000,14893343.0000,2680069.0000,29619508.0000,6262611.0000,6000696.0000,414.0000,199.0000,979718726.0000,75142.0000,117175.0000,282.0000,757137.0000,2.0000,1438.0000,423.0000,209.0000,978242326.0000,35.0000,143.0000,161.0000,3419.0000,2784288.0000,0.0000,431.0000,214.0000
976687926.0000,5994635.0000,11454.0000,3190856.0000,89485513.0000,23752.0000,104351906.0000,533.0000,265.0000,977339507.0000,1912.0000,543727.0000,977339507.0000,4835301.0000,89590819.0000,64710182.0000,530.0000,263.0000,993812825.0000,1187175.0000,16581392.0000,1242238.0000,4778.0000,3817447.0000,161909105.0000,470.5000,265.0000,962274583.0000,481137255.0000,62118158.0000,32267443.0000,1143320.0000,1909232.0000,10483.0000,526.0000,259.0000,1076565386.0000,1331518.0000,1985848.0000,3574.0000,295.0000,20235403.0000,1472109.0000,523.0000,256.0000,1010721954.0000,349221.0000,986966.0000,4201.0000,1323343.0000,4048123.0000,16785.0000,268.0000,132.0000,994797716.0000,3980445.0000,3980445.0000,64422536.0000,33447156.0000,5272.0000,356.0000,261.0000,127.5000,1009799809.0000,5343.0000,1657602.0000,695646.0000,961932.0000,72497843.0000,34833535.0000,534.0000,262.0000,952484046.0000,100853848.0000,13561907.0000,2615707.0000,28805824.0000,5373786.0000,5254669.0000,510.0000,246.0000,961593645.0000,75895.0000,118122.0000,260.0000,746326.0000,2.0000,1552.0000,523.0000,258.0000,1009945575.0000,33.0000,141.0000,177.0000,4327.0000,2872181.0000,0.0000,270.5000,134.5000
1012302198.0000,6218697.0000,11715.0000,3310309.0000,92771529.0000,23517.0000,108011240.0000,315.5000,155.0000,994235762.0000,1762.0000,552384.0000,994235762.0000,4892551.0000,91200894.0000,65834010.0000,630.0000,312.0000,992538968.0000,1187381.0000,16564271.0000,1238396.0000,4237.0000,3801967.0000,160917540.0000,560.0000,314.0000,977798040.0000,488899011.0000,63307359.0000,32867299.0000,1158707.0000,1940936.0000,10315.0000,311.5000,153.5000,992396210.0000,1221423.0000,1798836.0000,21853.0000,2334.0000,18869694.0000,1371832.0000,313.5000,153.5000,1010344430.0000,351307.0000,983892.0000,4760.0000,1321418.0000,4042546.0000,18983.0000,318.0000,156.5000,986816650.0000,3951416.0000,3951416.0000,63739606.0000,33113050.0000,11495.0000,402.0000,311.0000,152.0000,978263332.0000,5119.0000,1604071.0000,671429.0000,932618.0000,69714327.0000,33513548.0000,626.0000,309.0000,976928498.0000,103433040.0000,13840969.0000,2676071.0000,29551019.0000,5485118.0000,5366069.0000,611.0000,295.0000,1008364936.0000,75232.0000,117467.0000,212.0000,781784.0000,2.0000,1414.0000,313.5000,154.0000,1042159393.0000,16.0000,35.0000,215.0000,6080.0000,3050771.0000,0.0000,318.5000,158.5000
930839008.0000,5698297.0000,11094.0000,3039262.0000,85511494.0000,24445.0000,100132965.0000,363.5000,178.5000,1026185054.0000,1773.0000,568033.0000,1026185054.0000,5002148.0000,93763424.0000,67691393.0000,367.0000,181.5000,994072995.0000,1192554.0000,16630997.0000,1239451.0000,4107.0000,3806104.0000,161344292.0000,649.0000,363.0000,962457325.0000,481228709.0000,63591817.0000,32916803.0000,1139399.0000,1907202.0000,11633.0000,364.0000,180.0000,993549596.0000,1221818.0000,1798455.0000,22915.0000,2167.0000,18870139.0000,1384238.0000,361.5000,177.5000,994106288.0000,344416.0000,970229.0000,4054.0000,1300546.0000,3981718.0000,16190.0000,369.0000,181.5000,1004034539.0000,4000755.0000,4000755.0000,64465731.0000,33501700.0000,4462.0000,359.0000,360.5000,175.5000,962475304.0000,5297.0000,1579695.0000,664235.0000,915437.0000,68914269.0000,33125921.0000,727.0000,358.0000,978334622.0000,103120108.0000,13829573.0000,2669265.0000,29454459.0000,5493283.0000,5373771.0000,354.5000,171.5000,1009193561.0000,92499.0000,150295.0000,296.0000,783275.0000,2.0000,1451.0000,365.5000,180.0000,930197094.0000,36.0000,142.0000,180.0000,4489.0000,2700727.0000,0.0000,369.5000,183.0000
959668587.0000,5884756.0000,11494.0000,3127991.0000,88747480.0000,24310.0000,104001779.0000,414.0000,203.0000,994750854.0000,1798.0000,557285.0000,994750854.0000,5076195.0000,91586575.0000,66173868.0000,415.0000,205.0000,1011773668.0000,1208603.0000,16869879.0000,1263438.0000,4445.0000,3879672.0000,163730613.0000,386.0000,205.0000,1108709326.0000,554354654.0000,69921816.0000,36270422.0000,1308697.0000,2209865.0000,2041.0000,413.0000,204.0000,961949998.0000,1183366.0000,1743053.0000,21749.0000,1970.0000,18286177.0000,1331196.0000,408.0000,199.5000,1010045352.0000,349687.0000,985489.0000,4260.0000,1321188.0000,4043301.0000,17029.0000,419.0000,205.0000,969337489.0000,3870102.0000,3870102.0000,62420431.0000,32431136.0000,11170.0000,408.0000,411.0000,200.0000,1009988453.0000,5451.0000,1657851.0000,695949.0000,961876.0000,72162408.0000,34693290.0000,414.0000,204.0000,1008558913.0000,107810708.0000,14751466.0000,2747213.0000,30445036.0000,6050810.0000,5849577.0000,404.0000,196.0000,943491285.0000,74940.0000,117100.0000,216.0000,735645.0000,2.0000,1422.0000,414.0000,204.0000,911858372.0000,37.0000,143.0000,179.0000,4399.0000,2668673.0000,0.0000,417.0000,206.0000
1010723835.0000,6201856.0000,11362.0000,3301779.0000,92555198.0000,24311.0000,107771882.0000,462.0000,227.0000,979619963.0000,1862.0000,545896.0000,979619963.0000,5141327.0000,90508270.0000,65250777.0000,465.0000,229.0000,994822610.0000,1189905.0000,16604951.0000,1244529.0000,4926.0000,3827220.0000,163220175.0000,433.6000,231.0000,1008693630.0000,504346805.0000,65391717.0000,33961396.0000,1194976.0000,2004399.0000,11780.0000,465.0000,229.0000,931546183.0000,1146803.0000,1688976.0000,21388.0000,1882.0000,17707232.0000,1287048.0000,455.0000,223.0000,978103299.0000,340378.0000,955632.0000,4584.0000,1279637.0000,3928490.0000,18318.0000,312.1000,153.6000,1003573385.0000,4010098.0000,4010098.0000,64819069.0000,33644059.0000,5200.0000,356.0000,310.2000,151.9000,993912495.0000,11996.0000,1628459.0000,684033.0000,944394.0000,71972069.0000,34542272.0000,462.0000,226.0000,945394173.0000,101644565.0000,14012234.0000,2612245.0000,28719045.0000,5744823.0000,5563488.0000,458.0000,222.0000,956683679.0000,75323.0000,117511.0000,200.0000,747012.0000,2.0000,1417.0000,462.0000,227.0000,921947506.0000,34.0000,142.0000,184.0000,4003.0000,2713269.0000,0.0000,312.2000,153.9000
