4721348.0000,676711.0000,4292553.0000,221.0000,421052.0000,724758.0000,75.0000,0.0000,0.0000
50642390.0000,4112566.0000,33455798.0000,2567.0000,4241840.0000,6589065.0000,15634.0000,0.0000,0.0000
9358632.0000,477144.0000,5640708.0000,1640.0000,626607.0000,1124684.0000,13433.0000,0.0000,0.0000
13538155.0000,1122102.0000,9717157.0000,1682.0000,1025587.0000,1812082.0000,13436.0000,0.0000,0.0000
9416914.0000,480128.0000,5661042.0000,1643.0000,628210.0000,1127491.0000,13430.0000,0.0000,0.0000
9445258.0000,479841.0000,5658360.0000,1648.0000,628230.0000,1127587.0000,13427.0000,0.0000,0.0000
9408494.0000,480464.0000,5662002.0000,1643.0000,628187.0000,1127584.0000,13428.0000,0.0000,0.0000
9484381.0000,480571.0000,5662399.0000,1650.0000,628511.0000,1128069.0000,13424.0000,0.0000,0.0000
13460212.0000,1122495.0000,9716046.0000,1682.0000,1024671.0000,1811369.0000,13436.0000,0.0000,0.0000
9486464.0000,483599.0000,5682476.0000,1659.0000,629963.0000,1130703.0000,13428.0000,0.0000,0.0000
9319598.0000,478788.0000,5650811.0000,1637.0000,627482.0000,1126339.0000,13428.0000,0.0000,0.0000
9466275.0000,480954.0000,5665758.0000,1652.0000,628636.0000,1128272.0000,13430.0000,0.0000,0.0000
19545170.0000,1127394.0000,18377328.0000,1720.0000,2465969.0000,4692250.0000,13447.0000,0.0000,0.0000
9849666.0000,480181.0000,5661030.0000,1642.0000,628076.0000,1127397.0000,13426.0000,0.0000,0.0000
101147066.0000,1658670.0000,10230114.0000,3996.0000,779036.0000,1277059.0000,13438.0000,0.0000,0.0000
1145144569.0000,17015227.0000,70418334.0000,33692.0000,2439556.0000,2468425.0000,459.0000,0.0000,0.0000
1055984137.0000,14519927.0000,150953574.0000,24927.0000,7731556.0000,8844173.0000,13659.0000,0.0000,0.0000
1341511323.0000,15188225.0000,326845792.0000,13723.0000,17827365.0000,19966596.0000,692.0000,0.0000,0.0000
1614911432.0000,15060976.0000,528516375.0000,3930.0000,29424289.0000,32704157.0000,1169.0000,0.0000,0.0000
1583042894.0000,14964220.0000,484244051.0000,2329.0000,26812071.0000,29783584.0000,1089.0000,0.0000,0.0000
1593868452.0000,15816587.0000,512634671.0000,860.0000,28394317.0000,31546502.0000,1163.0000,0.0000,0.0000
1637821400.0000,15420981.0000,527469539.0000,1268.0000,29305634.0000,32565369.0000,1175.0000,0.0000,0.0000
1663872321.0000,15749729.0000,501920665.0000,1253.0000,27768062.0000,30843416.0000,1130.0000,0.0000,0.0000
1662054673.0000,15605048.0000,540776659.0000,1144.0000,30083545.0000,33435837.0000,1232.0000,0.0000,0.0000
1656724704.0000,16760586.0000,531415989.0000,1908.0000,29619768.0000,33149515.0000,1203.0000,0.0000,0.0000
1725805038.0000,17445073.0000,550693689.0000,2416.0000,30441090.0000,33808397.0000,1243.0000,0.0000,0.0000
1734759088.0000,16881714.0000,587883615.0000,921.0000,32709916.0000,36356920.0000,1317.0000,0.0000,0.0000
1567891976.0000,16340241.0000,437445357.0000,5622.0000,24111573.0000,26984033.0000,963.0000,0.0000,0.0000
1618629634.0000,15590339.0000,439821774.0000,6144.0000,24026358.0000,26643245.0000,969.0000,0.0000,0.0000
1585103700.0000,16272699.0000,411401653.0000,9324.0000,22433164.0000,24858753.0000,915.0000,0.0000,0.0000
1579609507.0000,14829139.0000,500552037.0000,1020.0000,27793660.0000,30886427.0000,1144.0000,0.0000,0.0000
1728294163.0000,16543430.0000,536508363.0000,2097.0000,29963704.0000,33547983.0000,1214.0000,0.0000,0.0000
1621383228.0000,15656646.0000,484790365.0000,961.0000,26765551.0000,29732719.0000,1075.0000,0.0000,0.0000
