37165762.040000,795.0000,970.0000,114068.2000,15637.2000,72744024.4000,372205539.2000,1960.8000,32418.2000,26314360.6000,18221873.6000,115067.0000,371679609.4000,91737.6000,84636.4000,705489.2000,73758309.6000,372178480.4000,15567504.4000,10769135.8000,348.6000,103114.0000,1932.0000,372210697.4000,5.8000,7679.6000,228532.8000,117478.4000,850.8000,90894.6000,85397.2000,34.6000,367028.0000,708613.0000,372699574.4000,711807.0000,15588009.6000,10784920.8000,973873.8000,54.0000,372630171.0000,1947288.2000,1947285.6000,0.4000,16770960.2000,7928942.8000,22718714.2000,36347740.6000,402686.8000,0.0000,1322241.0000,171115.2000,168813.2000,1536.4000,372519766.6000,2951751.4000,1946396.6000,5.24
37166547.280000,770.0000,967.2000,114295.2000,15631.4000,72741782.4000,372287786.4000,1971.6000,32962.8000,26316611.8000,18230423.6000,115284.8000,371654545.5000,92213.0000,85392.5000,710407.7500,73753451.2500,372241939.0000,15569163.6000,10770263.2000,327.8000,103281.2000,1911.6000,372151562.4000,5.0000,7676.6000,229096.4000,117656.0000,840.2000,90843.4000,85558.6000,33.2000,366755.2000,708988.4000,372671299.6000,711390.8000,15585355.0000,10783085.2000,973709.2000,54.2000,372629965.8000,1947434.2000,1947431.6000,0.2000,16772020.6000,7929449.0000,22720139.8000,671363424.4000,53475607.6000,0.0000,108838365.4000,14778736.8000,14747362.4000,28007.6000,372552090.2000,2951541.8000,1946128.6000,5.54
37168307.420000,761.4000,915.6000,113700.4000,15630.2000,72736622.6000,372319339.0000,1962.6000,32359.4000,26322307.2000,18226747.8000,115643.6000,371648854.6000,91925.8000,84972.4000,707578.0000,73746682.6000,372228385.0000,15569054.6000,10770141.8000,378.8000,103609.4000,1911.0000,372192807.6000,4.8000,7683.8000,228669.4000,117410.8000,835.2000,90896.2000,85440.0000,33.0000,366993.6000,708752.4000,372645051.2000,710804.0000,15584111.6000,10782215.2000,973631.6000,53.4000,372589547.0000,1947296.4000,1947294.0000,0.2000,16770757.6000,7928866.4000,22718433.6000,900308169.2000,104945090.6000,0.0000,206890134.2000,28239500.0000,28177869.8000,55493.4000,372741407.2000,2950137.2000,1942970.0000,5.8
37170142.320000,759.8000,878.8000,113772.8000,15619.6000,72727051.0000,372269809.4000,1963.0000,32346.4000,26317181.2000,18223166.2000,115265.4000,371616049.8000,91739.0000,84688.0000,705729.0000,73730795.8000,372092965.6000,15563590.4000,10766351.2000,340.4000,103338.6000,1924.2000,372230445.4000,12.0000,7680.8000,229104.6000,117830.6000,860.6000,90808.8000,84995.2000,591.0000,366710.0000,706689.8000,372647981.6000,708222.6000,15571948.6000,10773799.0000,972870.8000,53.4000,372673106.8000,1946682.2000,1946679.8000,0.2000,16767173.6000,7927157.0000,22713695.0000,823220149.0000,99680820.0000,0.0000,196225241.2000,26764550.6000,26705580.8000,53000.8000,372521381.6000,2951526.0000,1946222.4000,6.88
37169867.120000,761.4000,898.6000,113893.8000,15632.2000,72734082.8000,372224082.2000,1962.4000,32337.2000,26313150.4000,18220420.8000,115351.6000,371662598.2000,91854.4000,84847.2000,706802.4000,73745431.0000,372205396.2000,15568988.6000,10770069.0000,545.0000,103474.0000,1914.6000,372208633.4000,4.8000,7679.4000,228699.6000,117483.4000,847.8000,91085.4000,85869.0000,32.8000,367772.8000,711247.0000,372727693.6000,711280.0000,15583208.4000,10781489.6000,973497.4000,63.6000,372927666.4000,1944670.6000,1944667.8000,0.2000,16777778.0000,7932292.2000,22730640.8000,745275063.6000,79916188.8000,0.0000,159004001.8000,21465409.0000,21418953.8000,41756.8000,372598546.0000,2952379.8000,1946808.0000,7.05
26737043.340000,1029.2000,789.0000,82052.8000,11386.8000,54446156.4000,191041183.6000,1020.6000,17382.2000,13717323.8000,9324274.4000,59152.0000,308202540.8000,416470.2000,286699.4000,2796326.4000,66071032.4000,305644810.0000,15221524.8000,11375239.6000,537571.8000,362576.0000,7978.8000,337798549.6000,33.2000,6973.6000,208438.6000,106511.6000,1340.8000,535846.8000,563742.2000,88.6000,3420031.0000,5674944.6000,186029629.2000,358325.2000,8008274.2000,5357802.6000,483404.8000,78.0000,187736872.4000,971509.8000,971506.2000,0.8000,8672278.0000,3977353.2000,11659763.6000,820954242.2000,95671875.6000,0.0000,188508437.6000,25732165.6000,25675730.8000,50764.2000,74053009.8000,301685.4000,197295.2000,7.19
12114659.840000,1101.0000,750.2000,1809985.8000,157931.2000,17459033.8000,68252.6000,20.8000,956.6000,13815.6000,20762.8000,76.4000,243565460.2000,1557332.4000,889978.8000,9752517.6000,46521239.2000,227084371.0000,15465959.8000,14447569.2000,2752394.4000,1195912.0000,24898.4000,108212.8000,0.2000,25.0000,2099.2000,399.8000,185.2000,918601.0000,1155785.2000,69642.8000,8334911.6000,12990798.4000,94217.6000,284.0000,11097.2000,6840.6000,59.8000,58.4000,233427138.4000,343.6000,343.0000,0.2000,22074955.4000,12974855.8000,35048916.8000,786694021.2000,96283330.2000,0.0000,189497945.0000,25827152.4000,25771177.0000,50426.2000,689816495.8000,33801.4000,4575.6000,7.27
82845299.440000,13520.8000,12041.2000,13161712.0000,531235.6000,505661778.2000,305001501.8000,16552.6000,206281.4000,52072763.4000,26227165.6000,1417387.6000,831541801.0000,2901967.0000,1535058.0000,17963408.6000,553681823.4000,844660055.0000,213243027.6000,41890956.0000,11435216.0000,2588958.6000,21107.2000,103488602.6000,3577.8000,79798.0000,2008177.0000,1557245.8000,335083.6000,896644.0000,1547698.0000,23534.6000,12142371.6000,18523544.0000,378038143.6000,11271853.4000,54114275.4000,19223792.2000,7687.0000,5057.8000,971467696.6000,7949.4000,7925.8000,5.2000,291059246.6000,48233906.2000,339280292.8000,766730219.8000,85148584.4000,0.0000,168220204.8000,22855117.0000,22805447.2000,44633.4000,908435394.6000,62288.6000,8407.4000,7.45
89176521.520000,15201.6000,11896.2000,14498679.0000,508100.0000,628199342.6000,982814549.4000,9486.8000,2601960.6000,321490622.0000,203405545.8000,2790855.0000,898706024.8000,3057430.4000,1558937.0000,18764620.8000,671348931.6000,913897035.4000,264001358.4000,47051740.4000,13526456.2000,2793780.4000,13632.6000,797873656.4000,7993.6000,170431.6000,15354746.8000,12573974.8000,1895447.6000,913623.4000,1506317.8000,23850.4000,11960444.4000,18178941.6000,967350763.8000,19236745.4000,275056648.4000,48865813.0000,47127.2000,29559.8000,884249753.2000,7761.0000,7733.8000,1.8000,281445700.2000,46530971.8000,327964127.2000,816611332.2000,92665319.2000,0.0000,182320072.2000,24833536.8000,24779436.4000,48749.0000,857095750.4000,60173.2000,8078.4000,12.87
83128565.120000,14109.2000,10988.2000,13711917.6000,475941.8000,591173359.2000,884258730.0000,10018.0000,2457257.2000,302607265.0000,191419692.8000,2664235.6000,836265573.8000,2794953.4000,1421279.8000,17262219.2000,659092513.4000,869212043.2000,248092997.4000,45666474.8000,12547342.6000,2730662.6000,15364.4000,887018506.8000,4453.2000,117152.6000,17153049.4000,14175784.0000,2096112.2000,901172.7500,1605335.0000,29950.2500,12641137.2500,19236274.5000,865160928.2000,18764161.6000,257002435.4000,46251144.2000,42799.6000,26871.0000,790360816.0000,6688.0000,6668.8000,1.6000,246088305.2000,42618161.0000,288695519.4000,801376515.2000,96551803.6000,0.0000,190233494.4000,25936047.0000,25879091.4000,51210.2000,762219299.2000,47174.0000,6437.6000,15.63
