6933.0000,151.0000,5.0000,81.0000,1053.0000,53.0000,1651.0000,0.0000,0.0000
715110843.0000,47137.0000,7633.0000,5766278.0000,257499924.0000,286049.0000,585259093.0000,0.0000,0.0000
679671061.0000,42404.0000,5764.0000,5619589.0000,248494221.0000,272466.0000,549635782.0000,0.0000,0.0000
600560464.0000,38880.0000,4971.0000,5205567.0000,223701706.0000,241714.0000,479649590.0000,0.0000,0.0000
586176155.0000,37485.0000,5026.0000,5074710.0000,210445274.0000,236145.0000,461436684.0000,0.0000,0.0000
510445865.0000,32299.0000,3307.0000,4427252.0000,163787027.0000,184826.0000,381349625.0000,0.0000,0.0000
519051308.0000,33365.0000,4024.0000,4623222.0000,174480741.0000,198090.0000,393999361.0000,0.0000,0.0000
511040015.0000,32541.0000,3305.0000,4421199.0000,169592003.0000,189826.0000,385321186.0000,0.0000,0.0000
515155265.0000,34719.0000,3428.0000,4476633.0000,158019307.0000,176870.0000,383142859.0000,0.0000,0.0000
528128845.0000,33678.0000,3034.0000,4504626.0000,163694617.0000,176933.0000,396052551.0000,0.0000,0.0000
520252498.0000,35866.0000,3055.0000,4438583.0000,163831877.0000,174023.0000,391152001.0000,0.0000,0.0000
526163476.0000,33995.0000,2775.0000,4407802.0000,154854451.0000,165437.0000,389461070.0000,0.0000,0.0000
495503092.0000,34140.0000,2452.0000,4203253.0000,155572647.0000,163181.0000,368556862.0000,0.0000,0.0000
481115149.0000,32978.0000,2995.0000,4170116.0000,170356943.0000,178673.0000,367655773.0000,0.0000,0.0000
467581177.0000,29656.0000,2939.0000,4056029.0000,141528145.0000,157762.0000,340901140.0000,0.0000,0.0000
485645093.0000,29937.0000,2749.0000,4248544.0000,156107281.0000,177930.0000,359161586.0000,0.0000,0.0000
473481964.0000,31684.0000,3244.0000,4142406.0000,146492754.0000,166307.0000,346222386.0000,0.0000,0.0000
473500099.0000,32155.0000,2658.0000,4160211.0000,143733885.0000,166492.0000,345282766.0000,0.0000,0.0000
479224643.0000,32354.0000,2713.0000,4152157.0000,136243747.0000,158886.0000,346399835.0000,0.0000,0.0000
474294839.0000,31441.0000,2341.0000,4138455.0000,142690846.0000,156436.0000,344988513.0000,0.0000,0.0000
474133029.0000,29349.0000,2720.0000,4148026.0000,137744125.0000,162620.0000,342148878.0000,0.0000,0.0000
471394836.0000,26927.0000,2219.0000,4062575.0000,126214324.0000,144910.0000,335250788.0000,0.0000,0.0000
461552431.0000,35487.0000,2661.0000,4115893.0000,138535287.0000,159659.0000,344166176.0000,0.0000,0.0000
446934237.0000,38876.0000,3333.0000,4305745.0000,143763941.0000,172722.0000,338373964.0000,0.0000,0.0000
478638012.0000,40476.0000,3580.0000,4471531.0000,154591321.0000,186834.0000,365012498.0000,0.0000,0.0000
454682342.0000,43410.0000,2783.0000,4317392.0000,146927493.0000,171033.0000,345360587.0000,0.0000,0.0000
488141090.0000,37675.0000,3451.0000,4605966.0000,157251359.0000,192713.0000,374124510.0000,0.0000,0.0000
506300266.0000,47554.0000,3628.0000,4648604.0000,163698457.0000,189628.0000,390405946.0000,0.0000,0.0000
503482426.0000,50672.0000,3392.0000,4638227.0000,162560117.0000,183667.0000,388322513.0000,0.0000,0.0000
460031016.0000,37322.0000,3425.0000,4337004.0000,147400514.0000,175537.0000,349371979.0000,0.0000,0.0000
496631373.0000,42835.0000,3225.0000,4543364.0000,160938103.0000,185240.0000,382351657.0000,0.0000,0.0000
459633913.0000,38427.0000,3068.0000,4378864.0000,148746338.0000,181368.0000,349616726.0000,0.0000,0.0000
483064582.0000,35948.0000,3776.0000,4490415.0000,156268316.0000,192416.0000,372109263.0000,0.0000,0.0000
454095760.0000,42610.0000,2930.0000,4285160.0000,148103839.0000,170564.0000,346929206.0000,0.0000,0.0000
483552225.0000,43841.0000,3183.0000,4513099.0000,156905759.0000,181798.0000,371283992.0000,0.0000,0.0000
460800901.0000,39900.0000,3463.0000,4343148.0000,149511043.0000,174691.0000,352593357.0000,0.0000,0.0000
459298035.0000,42625.0000,2520.0000,4310566.0000,149972283.0000,167400.0000,350422369.0000,0.0000,0.0000
497378033.0000,43182.0000,3185.0000,4651874.0000,160698177.0000,183232.0000,381028129.0000,0.0000,0.0000
453953495.0000,44342.0000,3470.0000,4302941.0000,147512533.0000,174084.0000,346729194.0000,0.0000,0.0000
465595645.0000,41596.0000,3036.0000,4366007.0000,151075575.0000,168315.0000,356512041.0000,0.0000,0.0000
509931750.0000,45441.0000,3378.0000,4637959.0000,165459851.0000,189119.0000,395594737.0000,0.0000,0.0000
497159024.0000,44627.0000,2566.0000,4553047.0000,161798359.0000,177013.0000,384842748.0000,0.0000,0.0000
